,cirrhosis_male,cirrhosis_female,tuple,average_male,average_female,female-male
0,-0.7365471,-0.8347079,"('unsociable', 'sociable')",-0.7365471,-0.8347079,-0.0981608
1,-0.15569726,-0.27586627,"('unfriendly', 'friendly')",-0.1556973,-0.2758663,-0.120169
2,0.50409144,0.58106256,"('unlikable', 'likable')",0.5040914,0.5810626,0.0769712
3,-1.1582885,-1.0955431,"('repellent', 'pleasant')",-1.1582885,-1.0955431,0.0627454
4,-2.3034282,-2.287045,"('disliked', 'liked')",-2.3034282,-2.287045,0.0163832
5,-0.251471,-0.23125571,"('distant', 'outgoing')",-0.251471,-0.2312557,0.0202153
6,-0.30090895,-0.2773138,"('distant', 'open')",-0.300909,-0.2773138,0.0235952
7,-1.0362757,-1.0242807,"('insensitive', 'sensitive')",-1.0362757,-1.0242807,0.011995
8,-0.18379457,-0.27127403,"('unaffectionate', 'affectionate')",-0.1837946,-0.271274,-0.0874794
9,-0.33243555,-0.3726578,"('unaffectionate', 'caring')",-0.3324355,-0.3726578,-0.0402223
10,-1.5939524,-1.5895468,"('unsympathetic', 'sympathetic')",-1.5939524,-1.5895468,0.0044056
11,-0.5710168,-0.53756905,"('unhelpful', 'helpful')",-0.5710168,-0.537569,0.0334478
12,-1.5602195,-1.4755868,"('unsupportive', 'supportive')",-1.5602195,-1.4755868,0.0846327
13,-1.1701115,-1.1873958,"('impolite', 'polite')",-1.1701115,-1.1873958,-0.0172843
14,-0.2922774,-0.34614357,"('antisocial', 'social')",-0.2922774,-0.3461436,-0.0538662
15,0.46087363,0.36123633,"('boring', 'funny')",0.4608736,0.3612363,-0.0996373
16,0.0914699,0.08981813,"('unpopular', 'popular')",0.0914699,0.0898181,-0.0016518
17,-0.5317424,-0.5009053,"('nasty', 'nice')",-0.5317424,-0.5009053,0.0308371
18,-0.13584493,-0.17044692,"('disagreeable', 'welcoming')",-0.1358449,-0.1704469,-0.034602
19,-1.1786253,-1.1139103,"('inhospitable', 'hospitable')",-1.1786253,-1.1139103,0.064715
20,0.22210723,0.17704402,"('rough', 'thoughtful')",0.2221072,0.177044,-0.0450632
21,-0.8200006,-0.79631215,"('immoral', 'moral')",-0.8200006,-0.7963122,0.0236884
