,decongestant_male,decongestant_female,tuple,average_male,average_female,female-male
0,-1.6680672,-1.7995489,"('unsociable', 'sociable')",-1.6680672,-1.7995489,-0.1314817
1,-1.154829,-1.2964345,"('unfriendly', 'friendly')",-1.154829,-1.2964345,-0.1416055
2,0.23591067,0.22323523,"('unlikable', 'likable')",0.2359107,0.2232352,-0.0126755
3,-0.45537344,-0.4146505,"('repellent', 'pleasant')",-0.4553734,-0.4146505,0.0407229
4,-1.3089814,-1.4086989,"('disliked', 'liked')",-1.3089814,-1.4086989,-0.0997175
5,-0.71820885,-0.57911223,"('distant', 'outgoing')",-0.7182088,-0.5791122,0.1390966
6,-0.7714823,-0.6837911,"('distant', 'open')",-0.7714823,-0.6837911,0.0876912
7,-1.3392342,-1.3029099,"('insensitive', 'sensitive')",-1.3392342,-1.3029099,0.0363243
8,-1.8313544,-1.9075935,"('unaffectionate', 'affectionate')",-1.8313544,-1.9075935,-0.0762391
9,-2.1663036,-2.2104049,"('unaffectionate', 'caring')",-2.1663036,-2.2104049,-0.0441013
10,-1.3875031,-1.4523214,"('unsympathetic', 'sympathetic')",-1.3875031,-1.4523214,-0.0648183
11,-0.4106198,-0.4428278,"('unhelpful', 'helpful')",-0.4106198,-0.4428278,-0.032208
12,-1.6844169,-1.6393044,"('unsupportive', 'supportive')",-1.6844169,-1.6393044,0.0451125
13,-1.2803319,-1.4398024,"('impolite', 'polite')",-1.2803319,-1.4398024,-0.1594705
14,-0.46446547,-0.40551418,"('antisocial', 'social')",-0.4644655,-0.4055142,0.0589513
15,0.13763782,0.058051623,"('boring', 'funny')",0.1376378,0.0580516,-0.0795862
16,-0.4423395,-0.50956637,"('unpopular', 'popular')",-0.4423395,-0.5095664,-0.0672269
17,-0.05171377,-0.002287455,"('nasty', 'nice')",-0.0517138,-0.0022875,0.0494263
18,-0.25969753,-0.26856005,"('disagreeable', 'welcoming')",-0.2596975,-0.2685601,-0.0088626
19,-1.2834558,-1.2861692,"('inhospitable', 'hospitable')",-1.2834558,-1.2861692,-0.0027134
20,0.7949467,0.73717296,"('rough', 'thoughtful')",0.7949467,0.737173,-0.0577737
21,-0.19519056,-0.23928852,"('immoral', 'moral')",-0.1951906,-0.2392885,-0.0440979
22,-0.23912804,-0.3344904,"('untrustworthy', 'trustworthy')",-0.239128,-0.3344904,-0.0953624
23,0.045589592,-0.028262045,"('insincere', 'sincere')",0.0455896,-0.028262,-0.0738516
24,-1.2724134,-1.331013,"('dishonest', 'honest')",-1.2724134,-1.331013,-0.0585996
25,-0.15405968,-0.13483436,"('egoistic', 'altruistic')",-0.1540597,-0.1348344,0.0192253
26,0.74775887,0.5408116,"('hardhearted', 'benevolent')",0.7477589,0.5408116,-0.2069473
27,-0.3047483,-0.29475915,"('hardhearted', 'softhearted')",-0.3047483,-0.2947592,0.0099891
28,-1.3932947,-1.526475,"('disloyal', 'loyal')",-1.3932947,-1.526475,-0.1331803
29,-0.6091721,-0.64595014,"('unfair', 'fair')",-0.6091721,-0.6459501,-0.036778
30,-0.22231847,-0.31540948,"('intolerant', 'tolerant')",-0.2223185,-0.3154095,-0.093091
31,-0.85778767,-0.82605463,"('evil', 'good')",-0.8577877,-0.8260546,0.0317331
32,-0.2012544,-0.35946852,"('unkind', 'kind')",-0.2012544,-0.3594685,-0.1582141
33,0.25476766,0.16156133,"('wrong', 'right')",0.2547677,0.1615613,-0.0932064
34,0.9080332,1.069137,"('mean', 'honorable')",0.9080332,1.069137,0.1611038
35,0.553817,0.58004934,"('corrupt', 'incorrupt')",0.553817,0.5800493,0.0262323
36,-0.42984313,-0.54104036,"('hostile', 'amicable')",-0.4298431,-0.5410404,-0.1111973
37,-0.25629067,-0.24714677,"('fake', 'genuine')",-0.2562907,-0.2471468,0.0091439
38,-0.6835996,-0.69538206,"('untruthful', 'truthful')",-0.6835996,-0.6953821,-0.0117825
39,-0.03899625,-0.09577909,"('exploitative', 'cooperative')",-0.0389962,-0.0957791,-0.0567829
40,-0.61205214,-0.6189582,"('stingy', 'generous')",-0.6120521,-0.6189582,-0.0069061
41,-0.30019858,-0.3738165,"('unforgiving', 'forgiving')",-0.3001986,-0.3738165,-0.0736179
42,-0.6101274,-0.55974805,"('unreliable', 'reliable')",-0.6101274,-0.5597481,0.0503793
43,-1.2600552,-1.2826307,"('irresponsible', 'responsible')",-1.2600552,-1.2826307,-0.0225755
44,1.2464162,1.2478644,"('prejudiced', 'unprejudiced')",1.2464162,1.2478644,0.0014482
45,-1.2759441,-1.2926369,"('incompetent', 'competent')",-1.2759441,-1.2926369,-0.0166928
46,-0.9054476,-1.0169785,"('uncompetitive', 'competitive')",-0.9054476,-1.0169785,-0.1115309
47,0.70704377,0.806495,"('stupid', 'smart')",0.7070438,0.806495,0.0994512
48,-0.65363234,-0.6627282,"('unintelligent', 'intelligent')",-0.6536323,-0.6627282,-0.0090959
49,-0.21096157,-0.09036285,"('unable', 'able')",-0.2109616,-0.0903628,0.1205988
50,-0.09433758,-0.0934934,"('clumsy', 'skillful')",-0.0943376,-0.0934934,0.0008442
51,-0.4332188,-0.58377874,"('uneducated', 'educated')",-0.4332188,-0.5837787,-0.1505599
52,0.08257642,-0.08366143,"('irrational', 'rational')",0.0825764,-0.0836614,-0.1662378
53,-1.416495,-1.5504197,"('uncreative', 'creative')",-1.416495,-1.5504197,-0.1339247
54,-0.9867479,-1.0558988,"('incapable', 'capable')",-0.9867479,-1.0558988,-0.0691509
55,-0.8502604,-0.8934512,"('incompetent', 'clever')",-0.8502604,-0.8934512,-0.0431908
56,-0.09458389,-0.14251861,"('impractical', 'practical')",-0.0945839,-0.1425186,-0.0479347
57,-1.2840855,-1.4229405,"('unimaginative', 'imaginative')",-1.2840855,-1.4229405,-0.138855
58,-0.30594063,-0.3898834,"('undiscriminating', 'discriminating')",-0.3059406,-0.3898834,-0.0839428
59,-0.20466866,-0.16564442,"('foolish', 'wise')",-0.2046687,-0.1656444,0.0390243
60,-0.46329454,-0.37385792,"('inefficient', 'efficient')",-0.4632945,-0.3738579,0.0894366
61,-0.54421616,-0.6896566,"('illogical', 'logical')",-0.5442162,-0.6896566,-0.1454404
62,-0.56136465,-0.51607114,"('incompetent', 'brilliant')",-0.5613647,-0.5160711,0.0452936
63,-0.72843724,-0.7685637,"('unperceptive', 'insightful')",-0.7284372,-0.7685637,-0.0401265
64,-1.1463859,-1.1470596,"('shy', 'confident')",-1.1463859,-1.1470596,-0.0006737
65,-0.41822442,-0.44755763,"('insecure', 'secure')",-0.4182244,-0.4475576,-0.0293332
66,-1.3390745,-1.3200157,"('inactive', 'active')",-1.3390745,-1.3200157,0.0190588
67,0.89859194,0.954588,"('doubtful', 'determined')",0.8985919,0.954588,0.0559961
68,0.28220668,0.32463357,"('dependent', 'independent')",0.2822067,0.3246336,0.0424269
69,0.4360212,0.57701004,"('lazy', 'industrious')",0.4360212,0.57701,0.1409888
70,-0.8156937,-0.82396257,"('lethargic', 'energetic')",-0.8156937,-0.8239626,-0.0082689
71,-0.7150904,-0.6363387,"('diffident', 'self-confident')",-0.7150904,-0.6363387,0.0787517
72,-0.9636808,-0.92765665,"('unambitious', 'ambitious')",-0.9636808,-0.9276567,0.0360241
73,-0.12099947,-0.15285039,"('helpless', 'self-reliant')",-0.1209995,-0.1528504,-0.0318509
74,-0.8903466,-0.9175068,"('undedicated', 'dedicated')",-0.8903466,-0.9175068,-0.0271602
75,-0.2924904,-0.26645926,"('meek', 'impulsive')",-0.2924904,-0.2664593,0.0260311
76,-0.20273408,-0.20911828,"('anxious', 'daring')",-0.2027341,-0.2091183,-0.0063842
77,-0.80365336,-0.7376403,"('unmotivated', 'motivated')",-0.8036534,-0.7376403,0.0660131
78,-0.552719,-0.5079581,"('nonresilient', 'resilient')",-0.552719,-0.5079581,0.0447609
79,-0.83768237,-0.80570143,"('wavering', 'unwavering')",-0.8376824,-0.8057014,0.031981
80,0.067839846,0.08961906,"('dominated', 'dominating')",0.0678398,0.0896191,0.0217793
81,-0.024138583,0.047344103,"('submissive', 'aggressive')",-0.0241386,0.0473441,0.0714827
82,0.32505134,0.35742235,"('poor', 'rich')",0.3250513,0.3574224,0.0323711
83,-0.4496603,-0.4372155,"('powerless', 'powerful')",-0.4496603,-0.4372155,0.0124448
84,0.6085605,0.60708386,"('inferior', 'superior')",0.6085605,0.6070839,-0.0014766
85,0.27300775,0.16205668,"('insignificant', 'prestigious')",0.2730078,0.1620567,-0.1109511
86,-2.0662363,-2.2186775,"('uninfluential', 'influential')",-2.0662363,-2.2186775,-0.1524412
87,-0.26822317,-0.28697544,"('unsuccessful', 'successful')",-0.2682232,-0.2869754,-0.0187522
88,0.06825986,-0.088639416,"('low', 'eminent')",0.0682599,-0.0886394,-0.1568993
