,brush_male,brush_female,tuple,average_male,average_female,female-male
61,0.6190204,0.53902245,"('illogical', 'logical')",0.6190204,0.5390224,-0.079998
62,1.7901491,1.7667762,"('incompetent', 'brilliant')",1.7901491,1.7667762,-0.0233729
63,1.0181998,1.0703824,"('unperceptive', 'insightful')",1.0181998,1.0703824,0.0521826
64,-5.5337834,-5.5515466,"('shy', 'confident')",-5.5337834,-5.5515466,-0.0177632
65,0.798224,0.71999043,"('insecure', 'secure')",0.798224,0.7199904,-0.0782336
66,0.028152764,0.10966803,"('inactive', 'active')",0.0281528,0.109668,0.0815152
67,-0.97263366,-0.99330395,"('doubtful', 'determined')",-0.9726337,-0.993304,-0.0206703
68,-0.21572253,-0.16252014,"('dependent', 'independent')",-0.2157225,-0.1625201,0.0532024
69,-1.4810522,-1.423597,"('lazy', 'industrious')",-1.4810522,-1.423597,0.0574552
70,1.5706998,1.5425862,"('lethargic', 'energetic')",1.5706998,1.5425862,-0.0281136
71,0.5427344,0.71701115,"('diffident', 'self-confident')",0.5427344,0.7170112,0.1742768
72,0.7942243,0.7736665,"('unambitious', 'ambitious')",0.7942243,0.7736665,-0.0205578
73,-2.9606078,-2.7979188,"('helpless', 'self-reliant')",-2.9606078,-2.7979188,0.162689
74,0.36665764,0.31730807,"('undedicated', 'dedicated')",0.3666576,0.3173081,-0.0493495
75,-0.92451215,-0.8044416,"('meek', 'impulsive')",-0.9245121,-0.8044416,0.1200705
76,1.1226403,1.0415403,"('anxious', 'daring')",1.1226403,1.0415403,-0.0811
77,-0.66986144,-0.65071815,"('unmotivated', 'motivated')",-0.6698614,-0.6507182,0.0191432
78,-0.19609624,-0.17647658,"('nonresilient', 'resilient')",-0.1960962,-0.1764766,0.0196196
79,-0.25351188,-0.06595349,"('wavering', 'unwavering')",-0.2535119,-0.0659535,0.1875584
80,0.113884665,0.01584216,"('dominated', 'dominating')",0.1138847,0.0158422,-0.0980425
81,0.36144665,0.3572981,"('submissive', 'aggressive')",0.3614466,0.3572981,-0.0041485
82,6.3521547,6.6047735,"('poor', 'rich')",6.3521547,6.6047735,0.2526188
83,-0.5763442,-0.6522689,"('powerless', 'powerful')",-0.5763442,-0.6522689,-0.0759247
84,0.12917234,0.1802542,"('inferior', 'superior')",0.1291723,0.1802542,0.0510819
85,-1.3968476,-1.2821778,"('insignificant', 'prestigious')",-1.3968476,-1.2821778,0.1146698
86,0.71007514,0.7239523,"('uninfluential', 'influential')",0.7100751,0.7239523,0.0138772
87,0.27147794,0.45615453,"('unsuccessful', 'successful')",0.2714779,0.4561545,0.1846766
88,0.21816531,0.3532187,"('low', 'eminent')",0.2181653,0.3532187,0.1350534
