,margarine_male,margarine_female,tuple,average_male,average_female,female-male
0,-0.38297233,-0.5945935,"('unsociable', 'sociable')",-0.3829723,-0.5945935,-0.2116212
1,-1.156595,-1.319177,"('unfriendly', 'friendly')",-1.156595,-1.319177,-0.162582
2,0.28775525,0.38531175,"('unlikable', 'likable')",0.2877553,0.3853118,0.0975565
3,-1.1190667,-0.8326231,"('repellent', 'pleasant')",-1.1190667,-0.8326231,0.2864436
4,-1.4786605,-1.6645482,"('disliked', 'liked')",-1.4786605,-1.6645482,-0.1858877
5,-0.17187288,-0.24830973,"('distant', 'outgoing')",-0.1718729,-0.2483097,-0.0764368
6,-0.45507288,-0.54941577,"('distant', 'open')",-0.4550729,-0.5494158,-0.0943429
7,-0.86317116,-0.74829084,"('insensitive', 'sensitive')",-0.8631712,-0.7482908,0.1148804
8,-0.42390454,-0.5346597,"('unaffectionate', 'affectionate')",-0.4239045,-0.5346597,-0.1107552
9,-0.67124903,-0.67074704,"('unaffectionate', 'caring')",-0.671249,-0.670747,0.000502
10,-1.573018,-1.560883,"('unsympathetic', 'sympathetic')",-1.573018,-1.560883,0.012135
11,-0.3633494,-0.12886028,"('unhelpful', 'helpful')",-0.3633494,-0.1288603,0.2344891
12,-1.2105304,-1.1481733,"('unsupportive', 'supportive')",-1.2105304,-1.1481733,0.0623571
13,-0.37936264,-0.49338293,"('impolite', 'polite')",-0.3793626,-0.4933829,-0.1140203
14,-0.3190062,-0.29971445,"('antisocial', 'social')",-0.3190062,-0.2997144,0.0192918
15,0.69432074,0.45214808,"('boring', 'funny')",0.6943207,0.4521481,-0.2421726
16,-0.19953898,-0.18329844,"('unpopular', 'popular')",-0.199539,-0.1832984,0.0162406
17,-0.15701157,-0.08489999,"('nasty', 'nice')",-0.1570116,-0.0849,0.0721116
18,-0.8684425,-0.71644986,"('disagreeable', 'welcoming')",-0.8684425,-0.7164499,0.1519926
19,-0.68574893,-0.6691003,"('inhospitable', 'hospitable')",-0.6857489,-0.6691003,0.0166486
20,-0.19218603,-0.23399115,"('rough', 'thoughtful')",-0.192186,-0.2339911,-0.0418051
21,-0.48257375,-0.35287282,"('immoral', 'moral')",-0.4825737,-0.3528728,0.1297009
22,-0.52255154,-0.441,"('untrustworthy', 'trustworthy')",-0.5225515,-0.441,0.0815515
23,0.6805183,0.81731373,"('insincere', 'sincere')",0.6805183,0.8173137,0.1367954
24,-1.0119534,-1.0505744,"('dishonest', 'honest')",-1.0119534,-1.0505744,-0.038621
25,0.21654642,0.16182967,"('egoistic', 'altruistic')",0.2165464,0.1618297,-0.0547167
26,0.25668743,-0.07377536,"('hardhearted', 'benevolent')",0.2566874,-0.0737754,-0.3304628
27,-0.13613442,-0.094053,"('hardhearted', 'softhearted')",-0.1361344,-0.094053,0.0420814
28,-0.46858752,-0.55199176,"('disloyal', 'loyal')",-0.4685875,-0.5519918,-0.0834043
29,0.13090077,0.16879515,"('unfair', 'fair')",0.1309008,0.1687952,0.0378944
30,-0.45171985,-0.37874922,"('intolerant', 'tolerant')",-0.4517199,-0.3787492,0.0729707
31,-1.1153698,-1.1336808,"('evil', 'good')",-1.1153698,-1.1336808,-0.018311
32,0.49952966,0.40733245,"('unkind', 'kind')",0.4995297,0.4073325,-0.0921972
33,-0.20473154,-0.24601677,"('wrong', 'right')",-0.2047315,-0.2460168,-0.0412853
34,1.0854855,1.2027572,"('mean', 'honorable')",1.0854855,1.2027572,0.1172717
35,0.597316,0.40101305,"('corrupt', 'incorrupt')",0.597316,0.401013,-0.196303
36,-0.6162639,-0.69185376,"('hostile', 'amicable')",-0.6162639,-0.6918538,-0.0755899
37,-0.5542835,-0.5364043,"('fake', 'genuine')",-0.5542835,-0.5364043,0.0178792
38,-0.03387912,-0.043071415,"('untruthful', 'truthful')",-0.0338791,-0.0430714,-0.0091923
39,-0.34548157,-0.37338248,"('exploitative', 'cooperative')",-0.3454816,-0.3733825,-0.0279009
40,-1.1144767,-1.1926407,"('stingy', 'generous')",-1.1144767,-1.1926407,-0.078164
41,-0.52065545,-0.5782526,"('unforgiving', 'forgiving')",-0.5206555,-0.5782526,-0.0575971
42,-0.9276588,-0.82936764,"('unreliable', 'reliable')",-0.9276588,-0.8293676,0.0982912
43,-0.88707584,-0.9137962,"('irresponsible', 'responsible')",-0.8870758,-0.9137962,-0.0267204
44,-0.4912872,-0.41071966,"('prejudiced', 'unprejudiced')",-0.4912872,-0.4107197,0.0805675
45,-0.7886435,-0.82285553,"('incompetent', 'competent')",-0.7886435,-0.8228555,-0.034212
46,-1.1252358,-1.1337277,"('uncompetitive', 'competitive')",-1.1252358,-1.1337277,-0.0084919
47,1.558821,1.7725419,"('stupid', 'smart')",1.558821,1.7725419,0.2137209
48,-0.86355424,-0.7521227,"('unintelligent', 'intelligent')",-0.8635542,-0.7521227,0.1114315
49,-0.4643416,-0.26938635,"('unable', 'able')",-0.4643416,-0.2693864,0.1949552
50,-0.16677213,0.0496594,"('clumsy', 'skillful')",-0.1667721,0.0496594,0.2164315
51,-0.3454139,-0.18191104,"('uneducated', 'educated')",-0.3454139,-0.181911,0.1635029
52,-0.36368644,-0.45169136,"('irrational', 'rational')",-0.3636864,-0.4516914,-0.088005
53,-1.4627321,-1.4201884,"('uncreative', 'creative')",-1.4627321,-1.4201884,0.0425437
