,athlete_male,athlete_female,tuple,average_male,average_female,female-male
0,0.15820254,0.15523042,"('unsociable', 'sociable')",0.1582025,0.1552304,-0.0029721
1,0.52740234,0.39687708,"('unfriendly', 'friendly')",0.5274023,0.3968771,-0.1305252
2,-0.16282447,-0.16448517,"('unlikable', 'likable')",-0.1628245,-0.1644852,-0.0016607
3,0.6850689,0.88491017,"('repellent', 'pleasant')",0.6850689,0.8849102,0.1998413
4,-7.788446,-7.8159513,"('disliked', 'liked')",-7.7884459,-7.8159513,-0.0275054
5,-1.0114512,-1.1499236,"('distant', 'outgoing')",-1.0114512,-1.1499236,-0.1384724
6,-0.9240935,-1.0229372,"('distant', 'open')",-0.9240935,-1.0229372,-0.0988437
7,1.082483,1.1044865,"('insensitive', 'sensitive')",1.0824831,1.1044865,0.0220034
8,0.5509591,0.45025074,"('unaffectionate', 'affectionate')",0.5509591,0.4502507,-0.1007084
9,1.429237,1.3637835,"('unaffectionate', 'caring')",1.429237,1.3637835,-0.0654535
10,1.3351763,1.441906,"('unsympathetic', 'sympathetic')",1.3351763,1.441906,0.1067297
11,2.0374231,2.0166717,"('unhelpful', 'helpful')",2.0374231,2.0166717,-0.0207514
12,-1.4592805,-1.5310826,"('unsupportive', 'supportive')",-1.4592805,-1.5310826,-0.0718021
13,0.19140154,0.12485838,"('impolite', 'polite')",0.1914015,0.1248584,-0.0665431
14,0.5038831,0.5367088,"('antisocial', 'social')",0.5038831,0.5367088,0.0328257
15,0.021004392,-0.13805445,"('boring', 'funny')",0.0210044,-0.1380544,-0.1590588
16,-1.0014007,-0.9754993,"('unpopular', 'popular')",-1.0014007,-0.9754993,0.0259014
17,-0.46818927,-0.49381396,"('nasty', 'nice')",-0.4681893,-0.493814,-0.0256247
18,-0.61316854,-0.70144296,"('disagreeable', 'welcoming')",-0.6131685,-0.701443,-0.0882745
19,-0.7603931,-0.84579015,"('inhospitable', 'hospitable')",-0.7603931,-0.8457901,-0.085397
20,0.6661402,0.7025189,"('rough', 'thoughtful')",0.6661402,0.7025189,0.0363787
21,0.26251885,0.34774885,"('immoral', 'moral')",0.2625189,0.3477488,0.0852299
22,-0.49247956,-0.5257053,"('untrustworthy', 'trustworthy')",-0.4924796,-0.5257053,-0.0332257
23,6.944604,6.857624,"('insincere', 'sincere')",6.9446039,6.8576241,-0.0869798
24,1.7813796,1.5579265,"('dishonest', 'honest')",1.7813796,1.5579265,-0.2234531
25,0.0855799,0.00036969036,"('egoistic', 'altruistic')",0.0855799,0.0003697,-0.0852102
26,0.6374468,0.60429156,"('hardhearted', 'benevolent')",0.6374468,0.6042916,-0.0331552
