,currant_male,currant_female,tuple,average_male,average_female,female-male
0,0.22040927,0.11445292,"('unsociable', 'sociable')",0.2204093,0.1144529,-0.1059564
1,0.4824481,0.3128671,"('unfriendly', 'friendly')",0.4824481,0.3128671,-0.169581
2,-0.2576259,-0.3515664,"('unlikable', 'likable')",-0.2576259,-0.3515664,-0.0939405
3,-0.42573678,-0.26755422,"('repellent', 'pleasant')",-0.4257368,-0.2675542,0.1581826
4,-2.6681247,-2.9110334,"('disliked', 'liked')",-2.6681247,-2.9110334,-0.2429087
5,-0.43923563,-0.45415097,"('distant', 'outgoing')",-0.4392356,-0.454151,-0.0149154
6,-0.8037164,-0.80799836,"('distant', 'open')",-0.8037164,-0.8079984,-0.004282
7,-0.012120845,0.164481,"('insensitive', 'sensitive')",-0.0121208,0.164481,0.1766018
8,0.33707997,0.18024826,"('unaffectionate', 'affectionate')",0.33708,0.1802483,-0.1568317
9,0.3716533,0.3640277,"('unaffectionate', 'caring')",0.3716533,0.3640277,-0.0076256
10,0.26790437,0.2150683,"('unsympathetic', 'sympathetic')",0.2679044,0.2150683,-0.0528361
11,0.8004978,0.9435526,"('unhelpful', 'helpful')",0.8004978,0.9435526,0.1430548
12,-0.8539131,-0.79228383,"('unsupportive', 'supportive')",-0.8539131,-0.7922838,0.0616293
13,-0.36089826,-0.43562722,"('impolite', 'polite')",-0.3608983,-0.4356272,-0.0747289
14,0.57876605,0.5554176,"('antisocial', 'social')",0.578766,0.5554176,-0.0233484
15,0.74610317,0.61482817,"('boring', 'funny')",0.7461032,0.6148282,-0.131275
16,-0.41232777,-0.44500503,"('unpopular', 'popular')",-0.4123278,-0.445005,-0.0326772
17,0.2443027,0.1551702,"('nasty', 'nice')",0.2443027,0.1551702,-0.0891325
18,-1.7853032,-1.6491113,"('disagreeable', 'welcoming')",-1.7853032,-1.6491113,0.1361919
19,-0.87318784,-0.85773647,"('inhospitable', 'hospitable')",-0.8731878,-0.8577365,0.0154513
20,0.38546523,0.45477906,"('rough', 'thoughtful')",0.3854652,0.4547791,0.0693139
21,0.22657242,0.27471527,"('immoral', 'moral')",0.2265724,0.2747153,0.0481429
22,-0.5495237,-0.5523605,"('untrustworthy', 'trustworthy')",-0.5495237,-0.5523605,-0.0028368
23,2.4882574,2.691104,"('insincere', 'sincere')",2.4882574,2.6911039,0.2028465
24,0.7813882,0.8472258,"('dishonest', 'honest')",0.7813882,0.8472258,0.0658376
25,0.45387653,0.46447664,"('egoistic', 'altruistic')",0.4538765,0.4644766,0.0106001
26,0.61735976,0.27351284,"('hardhearted', 'benevolent')",0.6173598,0.2735128,-0.343847
27,0.4133974,0.5143951,"('hardhearted', 'softhearted')",0.4133974,0.5143951,0.1009977
28,0.8453423,0.81722224,"('disloyal', 'loyal')",0.8453423,0.8172222,-0.0281201
29,-0.54945767,-0.5853294,"('unfair', 'fair')",-0.5494577,-0.5853294,-0.0358717
30,0.21159309,0.2574967,"('intolerant', 'tolerant')",0.2115931,0.2574967,0.0459036
31,-1.6059084,-1.6021444,"('evil', 'good')",-1.6059084,-1.6021444,0.003764
32,0.48207766,0.28280365,"('unkind', 'kind')",0.4820777,0.2828037,-0.199274
33,0.223789,0.13634159,"('wrong', 'right')",0.223789,0.1363416,-0.0874474
34,2.2310917,2.531157,"('mean', 'honorable')",2.2310917,2.531157,0.3000653
35,-0.49371877,-0.64362586,"('corrupt', 'incorrupt')",-0.4937188,-0.6436259,-0.1499071
36,-0.988688,-1.1604899,"('hostile', 'amicable')",-0.988688,-1.1604899,-0.1718019
37,0.7241101,0.6891975,"('fake', 'genuine')",0.7241101,0.6891975,-0.0349126
38,0.22509009,0.19780993,"('untruthful', 'truthful')",0.2250901,0.1978099,-0.0272802
39,0.17196435,0.20377144,"('exploitative', 'cooperative')",0.1719643,0.2037714,0.0318071
40,-1.5296454,-1.4815099,"('stingy', 'generous')",-1.5296454,-1.4815099,0.0481355
41,-0.11963228,-0.20322275,"('unforgiving', 'forgiving')",-0.1196323,-0.2032228,-0.0835905
42,-1.4504849,-1.48702,"('unreliable', 'reliable')",-1.4504849,-1.48702,-0.0365351
43,0.11465214,0.08237747,"('irresponsible', 'responsible')",0.1146521,0.0823775,-0.0322746
44,-0.9719626,-1.1430256,"('prejudiced', 'unprejudiced')",-0.9719626,-1.1430256,-0.171063
45,0.30383062,0.2531653,"('incompetent', 'competent')",0.3038306,0.2531653,-0.0506653
46,-0.40876564,-0.43452406,"('uncompetitive', 'competitive')",-0.4087656,-0.4345241,-0.0257585
47,2.343416,2.5606337,"('stupid', 'smart')",2.343416,2.5606337,0.2172177
48,0.47183567,0.5456337,"('unintelligent', 'intelligent')",0.4718357,0.5456337,0.073798
49,-0.28770542,-0.09741127,"('unable', 'able')",-0.2877054,-0.0974113,0.1902941
50,-0.10479304,-0.1346887,"('clumsy', 'skillful')",-0.104793,-0.1346887,-0.0298957
51,-0.15231876,-0.14292614,"('uneducated', 'educated')",-0.1523188,-0.1429261,0.0093927
52,0.095674604,-0.083225325,"('irrational', 'rational')",0.0956746,-0.0832253,-0.1788999
53,-1.2150025,-1.281598,"('uncreative', 'creative')",-1.2150025,-1.281598,-0.0665955
54,0.12390848,0.018832482,"('incapable', 'capable')",0.1239085,0.0188325,-0.105076
55,0.6815555,0.8500802,"('incompetent', 'clever')",0.6815555,0.8500802,0.1685247
56,0.8328658,0.8572353,"('impractical', 'practical')",0.8328658,0.8572353,0.0243695
57,-1.0316192,-1.2519946,"('unimaginative', 'imaginative')",-1.0316192,-1.2519946,-0.2203754
58,0.05640806,-0.038299054,"('undiscriminating', 'discriminating')",0.0564081,-0.0382991,-0.0947072
59,-0.34525657,-0.29445532,"('foolish', 'wise')",-0.3452566,-0.2944553,0.0508013
60,0.9249639,1.1363505,"('inefficient', 'efficient')",0.9249639,1.1363505,0.2113866
61,0.16458169,0.029747035,"('illogical', 'logical')",0.1645817,0.029747,-0.1348347
62,0.4620338,0.6381071,"('incompetent', 'brilliant')",0.4620338,0.6381071,0.1760733
63,0.10619985,0.14505458,"('unperceptive', 'insightful')",0.1061999,0.1450546,0.0388547
64,-2.5026727,-2.6492872,"('shy', 'confident')",-2.5026727,-2.6492872,-0.1466145
65,0.028786361,0.13407162,"('insecure', 'secure')",0.0287864,0.1340716,0.1052852
66,-0.92291766,-1.0990733,"('inactive', 'active')",-0.9229177,-1.0990733,-0.1761556
67,-0.17127821,-0.25136316,"('doubtful', 'determined')",-0.1712782,-0.2513632,-0.080085
68,-1.0421256,-0.85783255,"('dependent', 'independent')",-1.0421256,-0.8578326,0.184293
69,-0.668546,-0.7286705,"('lazy', 'industrious')",-0.668546,-0.7286705,-0.0601245
70,0.18972348,0.2232391,"('lethargic', 'energetic')",0.1897235,0.2232391,0.0335156
71,0.5990661,0.5950471,"('diffident', 'self-confident')",0.5990661,0.5950471,-0.004019
72,-0.121451475,-0.038791448,"('unambitious', 'ambitious')",-0.1214515,-0.0387914,0.0826601
73,-1.0009104,-1.0237957,"('helpless', 'self-reliant')",-1.0009104,-1.0237957,-0.0228853
74,0.5179112,0.42035577,"('undedicated', 'dedicated')",0.5179112,0.4203558,-0.0975554
75,-1.0481174,-1.1126494,"('meek', 'impulsive')",-1.0481174,-1.1126494,-0.064532
76,0.7653946,0.78996086,"('anxious', 'daring')",0.7653946,0.7899609,0.0245663
77,-1.2061734,-1.0322598,"('unmotivated', 'motivated')",-1.2061734,-1.0322598,0.1739136
78,0.016263973,0.06891613,"('nonresilient', 'resilient')",0.016264,0.0689161,0.0526521
