,peoples_male,peoples_female,tuple,united_male,united_female,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,0.13444172,-0.06608846,"('unsociable', 'sociable')",0.34150088,0.25719506,0.38754547,0.22579703,-0.4964286,-0.5598443,0.0917649,-0.0357352,-0.1275001
1,0.03231724,0.1661846,"('unfriendly', 'friendly')",-0.8902594,-0.8328664,1.1276855,1.000075,1.7235807,1.4754261,0.498331,0.4522048,-0.0461262
2,-0.06375562,0.017292887,"('unlikable', 'likable')",0.78353846,0.9044082,2.4932988,2.605557,0.90353125,1.0980821,1.0291532,1.156335,0.1271818
3,-0.60846794,-0.5260424,"('repellent', 'pleasant')",-0.43403518,-0.24217688,-0.078403614,-0.031777278,0.052402772,0.15715769,-0.267126,-0.1607097,0.1064163
4,0.42220426,0.48889044,"('disliked', 'liked')",0.8713163,0.83961177,0.09543302,0.07181562,-5.7080774,-5.701039,-1.0797809,-1.0751803,0.0046006
5,-0.99478066,-0.78812426,"('distant', 'outgoing')",-0.009798974,0.023522884,0.3924378,0.40096003,-0.34549794,-0.41369754,-0.23941,-0.1943347,0.0450753
6,-1.1200765,-0.84293586,"('distant', 'open')",-0.5524985,-0.40791985,-0.8794579,-0.85324156,0.039284088,-0.09420705,-0.6281872,-0.5495761,0.0786111
7,0.76553816,0.69926447,"('insensitive', 'sensitive')",0.48812747,0.5451901,0.7006794,0.74475306,0.43931502,0.46726575,0.598415,0.6141184,0.0157034
8,0.44589064,0.5681501,"('unaffectionate', 'affectionate')",-0.8280214,-0.7521529,-0.5291758,-0.5469088,0.21759948,0.07607356,-0.1734268,-0.1637095,0.0097173
9,0.95449036,1.0205358,"('unaffectionate', 'caring')",0.09445431,0.15216693,0.949588,0.90674406,0.92333734,0.8492587,0.7304676,0.7321764,0.0017088
10,0.21852468,0.1739761,"('unsympathetic', 'sympathetic')",-0.0016355366,0.17471907,-0.9815343,-0.9922135,-0.47329745,-0.42567793,-0.3094856,-0.2672991,0.0421865
11,0.7199305,0.6650633,"('unhelpful', 'helpful')",1.795415,1.8809525,0.49064127,0.43899283,2.7033405,2.816557,1.4273319,1.4503913,0.0230594
12,1.5382513,1.7472544,"('unsupportive', 'supportive')",1.1089722,1.4113308,0.6755034,0.78555846,-1.8982172,-1.7589077,0.3561274,0.546309,0.1901816
13,-0.039787404,-0.24399416,"('impolite', 'polite')",0.037228584,-0.05855278,0.709589,0.75749224,-0.2947099,-0.24481747,0.1030801,0.052532,-0.0505481
14,0.57945085,0.43356472,"('antisocial', 'social')",0.9443858,0.8564034,2.0313907,2.055349,-0.53387076,-0.50159013,0.7553391,0.7109318,-0.0444073
15,1.1475439,1.0349854,"('boring', 'funny')",1.3922508,1.15152,0.44130132,0.45241106,0.77133954,0.7240938,0.9381089,0.8407526,-0.0973563
16,-1.4983855,-1.400264,"('unpopular', 'popular')",-1.4476771,-1.4197758,-0.6714917,-0.6683766,0.39451706,0.28925914,-0.8057593,-0.7997893,0.00597
17,-0.3811279,-0.2551229,"('nasty', 'nice')",-0.0064307284,0.058097027,0.08019078,0.16693233,-0.2385729,-0.18289995,-0.1364852,-0.0532484,0.0832368
18,-0.5439105,-0.3551994,"('disagreeable', 'welcoming')",-0.47572967,-0.26840055,-0.47691798,-0.40726906,-0.51927304,-0.5455508,-0.5039578,-0.394105,0.1098528
19,0.21899311,0.34927067,"('inhospitable', 'hospitable')",0.06418912,0.1866104,-0.43550444,-0.44707525,-0.069632754,-0.03494206,-0.0554887,0.0134659,0.0689546
20,-0.24095409,-0.24989018,"('rough', 'thoughtful')",-0.9697215,-0.9587472,-0.1269821,-0.0822182,0.30589235,0.29931957,-0.2579413,-0.247884,0.0100573
21,0.56088746,0.4090609,"('immoral', 'moral')",0.61218286,0.62862724,1.0398355,1.0854077,-0.6063588,-0.48393628,0.4016368,0.4097899,0.0081531
22,-0.056169476,-0.026183799,"('untrustworthy', 'trustworthy')",0.545816,0.6892266,-0.3216344,-0.345471,-0.9897595,-0.8683107,-0.2054369,-0.1376847,0.0677522
23,1.3976716,1.3770462,"('insincere', 'sincere')",1.1714224,1.2517502,0.93308437,0.8901529,6.1460967,6.037058,2.4120688,2.3890018,-0.023067
24,0.58479464,0.5063465,"('dishonest', 'honest')",0.72625816,0.7148939,0.11825627,0.101682596,0.5610831,0.5501355,0.4975981,0.4682646,-0.0293335
