,theft_male,theft_female,tuple,average_male,average_female,female-male
0,-0.26423907,-0.3395569,"('unsociable', 'sociable')",-0.2642391,-0.3395569,-0.0753178
1,1.6014717,1.7441591,"('unfriendly', 'friendly')",1.6014717,1.7441591,0.1426874
2,-0.019979317,0.09363717,"('unlikable', 'likable')",-0.0199793,0.0936372,0.1136165
3,0.6919813,0.79693604,"('repellent', 'pleasant')",0.6919813,0.796936,0.1049547
4,-7.3343906,-7.2244153,"('disliked', 'liked')",-7.3343906,-7.2244153,0.1099753
5,-0.22534981,0.103508845,"('distant', 'outgoing')",-0.2253498,0.1035088,0.3288586
6,-0.01526612,0.3071472,"('distant', 'open')",-0.0152661,0.3071472,0.3224133
7,1.1386437,1.190526,"('insensitive', 'sensitive')",1.1386437,1.190526,0.0518823
8,1.6338651,1.6730987,"('unaffectionate', 'affectionate')",1.6338651,1.6730987,0.0392336
9,2.0695126,2.1946507,"('unaffectionate', 'caring')",2.0695126,2.1946507,0.1251381
10,0.7031429,0.78840226,"('unsympathetic', 'sympathetic')",0.7031429,0.7884023,0.0852594
11,2.0666158,2.0634298,"('unhelpful', 'helpful')",2.0666158,2.0634298,-0.003186
12,-1.3107514,-1.1432621,"('unsupportive', 'supportive')",-1.3107514,-1.1432621,0.1674893
13,-0.29437435,-0.39143768,"('impolite', 'polite')",-0.2943743,-0.3914377,-0.0970634
14,-0.39619246,-0.54101676,"('antisocial', 'social')",-0.3961925,-0.5410168,-0.1448243
15,0.25539896,0.25083703,"('boring', 'funny')",0.255399,0.250837,-0.004562
16,-0.53875124,-0.39876404,"('unpopular', 'popular')",-0.5387512,-0.398764,0.1399872
17,-0.5168507,-0.48449627,"('nasty', 'nice')",-0.5168507,-0.4844963,0.0323544
18,-0.51215684,-0.45557138,"('disagreeable', 'welcoming')",-0.5121568,-0.4555714,0.0565854
19,-0.42278054,-0.08005372,"('inhospitable', 'hospitable')",-0.4227805,-0.0800537,0.3427268
20,0.42141822,0.23913723,"('rough', 'thoughtful')",0.4214182,0.2391372,-0.182281
21,-0.5540599,-0.4779107,"('immoral', 'moral')",-0.5540599,-0.4779107,0.0761492
22,-1.1005967,-0.98374766,"('untrustworthy', 'trustworthy')",-1.1005967,-0.9837477,0.116849
23,6.9273744,6.991082,"('insincere', 'sincere')",6.9273744,6.9910822,0.0637078
24,1.6109351,1.6881971,"('dishonest', 'honest')",1.6109351,1.6881971,0.077262
25,0.8334018,0.75091374,"('egoistic', 'altruistic')",0.8334018,0.7509137,-0.0824881
26,0.8737011,0.6555106,"('hardhearted', 'benevolent')",0.8737011,0.6555106,-0.2181905
27,1.7684817,1.6302209,"('hardhearted', 'softhearted')",1.7684817,1.6302209,-0.1382608
28,1.2916937,1.2393012,"('disloyal', 'loyal')",1.2916937,1.2393012,-0.0523925
29,-1.1777318,-1.2468724,"('unfair', 'fair')",-1.1777318,-1.2468724,-0.0691406
30,0.9803932,0.9880316,"('intolerant', 'tolerant')",0.9803932,0.9880316,0.0076384
31,-1.7374223,-1.5535918,"('evil', 'good')",-1.7374223,-1.5535918,0.1838305
32,1.4824705,1.30611,"('unkind', 'kind')",1.4824705,1.30611,-0.1763605
33,-0.08568252,-0.065481946,"('wrong', 'right')",-0.0856825,-0.0654819,0.0202006
34,5.225387,5.5166607,"('mean', 'honorable')",5.2253871,5.5166607,0.2912736
35,-1.2786657,-1.281175,"('corrupt', 'incorrupt')",-1.2786657,-1.281175,-0.0025093
36,-0.7532696,-0.72128713,"('hostile', 'amicable')",-0.7532696,-0.7212871,0.0319825
37,0.5591764,0.5129332,"('fake', 'genuine')",0.5591764,0.5129332,-0.0462432
38,0.0674403,0.16049804,"('untruthful', 'truthful')",0.0674403,0.160498,0.0930577
39,-0.21891657,-0.24493124,"('exploitative', 'cooperative')",-0.2189166,-0.2449312,-0.0260146
40,-1.3787526,-1.3791056,"('stingy', 'generous')",-1.3787526,-1.3791056,-0.000353
41,-0.38043275,-0.5268874,"('unforgiving', 'forgiving')",-0.3804328,-0.5268874,-0.1464546
42,-2.8057697,-2.6956806,"('unreliable', 'reliable')",-2.8057697,-2.6956806,0.1100891
43,1.0150026,1.0302832,"('irresponsible', 'responsible')",1.0150026,1.0302832,0.0152806
44,-1.9301056,-2.080816,"('prejudiced', 'unprejudiced')",-1.9301056,-2.080816,-0.1507104
45,-0.54693115,-0.50123066,"('incompetent', 'competent')",-0.5469311,-0.5012307,0.0457004
46,-0.9376398,-0.9324661,"('uncompetitive', 'competitive')",-0.9376398,-0.9324661,0.0051737
47,4.842874,4.9465528,"('stupid', 'smart')",4.8428741,4.9465528,0.1036787
48,0.4588257,0.35628253,"('unintelligent', 'intelligent')",0.4588257,0.3562825,-0.1025432
49,-0.22794914,0.031530477,"('unable', 'able')",-0.2279491,0.0315305,0.2594796
50,-0.42268863,-0.40931877,"('clumsy', 'skillful')",-0.4226886,-0.4093188,0.0133698
51,0.7927313,0.7118496,"('uneducated', 'educated')",0.7927313,0.7118496,-0.0808817
52,-0.38318425,-0.32742324,"('irrational', 'rational')",-0.3831843,-0.3274232,0.0557611
53,0.21573983,0.29097292,"('uncreative', 'creative')",0.2157398,0.2909729,0.0752331
54,1.0832132,1.4220432,"('incapable', 'capable')",1.0832132,1.4220432,0.33883
55,0.64036167,0.60124767,"('incompetent', 'clever')",0.6403617,0.6012477,-0.039114
56,0.39826334,0.48290396,"('impractical', 'practical')",0.3982633,0.482904,0.0846407
57,-2.719686,-2.585557,"('unimaginative', 'imaginative')",-2.719686,-2.585557,0.134129
58,0.46952516,0.4956095,"('undiscriminating', 'discriminating')",0.4695252,0.4956095,0.0260843
59,-0.25343168,-0.066795975,"('foolish', 'wise')",-0.2534317,-0.066796,0.1866357
60,0.5459925,0.40557158,"('inefficient', 'efficient')",0.5459925,0.4055716,-0.1404209
61,0.3357873,0.1907591,"('illogical', 'logical')",0.3357873,0.1907591,-0.1450282
62,0.69589704,0.8488694,"('incompetent', 'brilliant')",0.695897,0.8488694,0.1529724
63,0.12174122,0.2894526,"('unperceptive', 'insightful')",0.1217412,0.2894526,0.1677114
64,-7.037893,-6.85697,"('shy', 'confident')",-7.0378928,-6.8569698,0.180923
65,0.08122213,0.1100301,"('insecure', 'secure')",0.0812221,0.1100301,0.028808
66,-0.4923978,-0.3735419,"('inactive', 'active')",-0.4923978,-0.3735419,0.1188559
67,-0.96959436,-1.0324132,"('doubtful', 'determined')",-0.9695944,-1.0324132,-0.0628188
68,-0.8146467,-0.5744271,"('dependent', 'independent')",-0.8146467,-0.5744271,0.2402196
69,-2.1374738,-2.034388,"('lazy', 'industrious')",-2.1374738,-2.0343881,0.1030857
70,1.1104378,1.1776065,"('lethargic', 'energetic')",1.1104378,1.1776065,0.0671687
71,0.15328771,0.3841047,"('diffident', 'self-confident')",0.1532877,0.3841047,0.230817
72,0.6858986,0.81004196,"('unambitious', 'ambitious')",0.6858986,0.810042,0.1241434
73,-2.618564,-2.4304874,"('helpless', 'self-reliant')",-2.6185639,-2.4304874,0.1880765
74,0.18198106,0.14104313,"('undedicated', 'dedicated')",0.1819811,0.1410431,-0.040938
75,-1.1080927,-0.87943155,"('meek', 'impulsive')",-1.1080927,-0.8794315,0.2286612
76,0.06422902,-0.12515861,"('anxious', 'daring')",0.064229,-0.1251586,-0.1893876
77,-1.0698657,-1.0329673,"('unmotivated', 'motivated')",-1.0698657,-1.0329673,0.0368984
78,-0.71969324,-0.6817457,"('nonresilient', 'resilient')",-0.7196932,-0.6817457,0.0379475
79,-0.30900943,-0.15044552,"('wavering', 'unwavering')",-0.3090094,-0.1504455,0.1585639
80,-0.13062161,-0.2817516,"('dominated', 'dominating')",-0.1306216,-0.2817516,-0.15113
81,-0.23782024,-0.31866628,"('submissive', 'aggressive')",-0.2378202,-0.3186663,-0.0808461
82,6.583461,6.888433,"('poor', 'rich')",6.5834608,6.888433,0.3049722
83,-0.4685473,-0.43808421,"('powerless', 'powerful')",-0.4685473,-0.4380842,0.0304631
84,0.2773817,0.35900715,"('inferior', 'superior')",0.2773817,0.3590071,0.0816254
85,-0.73793215,-0.7817844,"('insignificant', 'prestigious')",-0.7379321,-0.7817844,-0.0438523
86,0.47356784,0.493191,"('uninfluential', 'influential')",0.4735678,0.493191,0.0196232
87,0.04973867,0.2865645,"('unsuccessful', 'successful')",0.0497387,0.2865645,0.2368258
88,0.2496874,0.2475994,"('low', 'eminent')",0.2496874,0.2475994,-0.002088
