,theater_male,theater_female,tuple,average_male,average_female,female-male
0,-0.021332126,0.058537442,"('unsociable', 'sociable')",-0.0213321,0.0585374,0.0798695
1,1.3888403,1.3391497,"('unfriendly', 'friendly')",1.3888403,1.3391497,-0.0496906
2,0.17351624,0.1965051,"('unlikable', 'likable')",0.1735162,0.1965051,0.0229889
3,0.47490054,0.5314736,"('repellent', 'pleasant')",0.4749005,0.5314736,0.0565731
4,-7.6908565,-7.758971,"('disliked', 'liked')",-7.6908565,-7.7589712,-0.0681147
5,-0.56138414,-0.64180446,"('distant', 'outgoing')",-0.5613841,-0.6418045,-0.0804204
6,-0.1360802,-0.2536129,"('distant', 'open')",-0.1360802,-0.2536129,-0.1175327
7,0.83063483,0.921698,"('insensitive', 'sensitive')",0.8306348,0.921698,0.0910632
8,1.0653533,0.9801434,"('unaffectionate', 'affectionate')",1.0653533,0.9801434,-0.0852099
9,1.4086246,1.4411882,"('unaffectionate', 'caring')",1.4086246,1.4411882,0.0325636
10,0.42518637,0.48450243,"('unsympathetic', 'sympathetic')",0.4251864,0.4845024,0.059316
11,1.5864702,1.7151574,"('unhelpful', 'helpful')",1.5864702,1.7151574,0.1286872
12,-1.579106,-1.5021217,"('unsupportive', 'supportive')",-1.579106,-1.5021217,0.0769843
13,-0.12729415,-0.05315133,"('impolite', 'polite')",-0.1272942,-0.0531513,0.0741429
14,0.33728164,0.3553135,"('antisocial', 'social')",0.3372816,0.3553135,0.0180319
15,0.55913794,0.5178007,"('boring', 'funny')",0.5591379,0.5178007,-0.0413372
16,-0.16494437,-0.107913464,"('unpopular', 'popular')",-0.1649444,-0.1079135,0.0570309
17,-0.2787224,-0.22623886,"('nasty', 'nice')",-0.2787224,-0.2262389,0.0524835
18,-0.15131786,-0.21568583,"('disagreeable', 'welcoming')",-0.1513179,-0.2156858,-0.0643679
19,-0.43557078,-0.43565643,"('inhospitable', 'hospitable')",-0.4355708,-0.4356564,-8.56e-05
20,0.78773206,0.6898057,"('rough', 'thoughtful')",0.7877321,0.6898057,-0.0979264
21,-0.19009043,-0.040123664,"('immoral', 'moral')",-0.1900904,-0.0401237,0.1499667
22,-0.68656254,-0.6562858,"('untrustworthy', 'trustworthy')",-0.6865625,-0.6562858,0.0302767
23,6.3970203,6.434381,"('insincere', 'sincere')",6.3970203,6.434381,0.0373607
24,1.315916,1.1648247,"('dishonest', 'honest')",1.3159159,1.1648247,-0.1510912
25,0.67768365,0.5954333,"('egoistic', 'altruistic')",0.6776837,0.5954333,-0.0822504
26,1.1175538,1.1078283,"('hardhearted', 'benevolent')",1.1175538,1.1078283,-0.0097255
27,1.7209681,1.5737791,"('hardhearted', 'softhearted')",1.7209681,1.5737791,-0.147189
28,1.1470189,1.1298009,"('disloyal', 'loyal')",1.1470189,1.1298009,-0.017218
29,-0.61822796,-0.78808695,"('unfair', 'fair')",-0.618228,-0.788087,-0.169859
30,0.7189265,0.74112463,"('intolerant', 'tolerant')",0.7189265,0.7411246,0.0221981
31,-1.2204766,-1.2838143,"('evil', 'good')",-1.2204766,-1.2838143,-0.0633377
32,0.9432676,0.9242767,"('unkind', 'kind')",0.9432676,0.9242767,-0.0189909
33,-0.17431441,-0.23846297,"('wrong', 'right')",-0.1743144,-0.238463,-0.0641486
34,4.687061,4.7817955,"('mean', 'honorable')",4.6870608,4.7817955,0.0947347
35,-0.6069447,-0.8754991,"('corrupt', 'incorrupt')",-0.6069447,-0.8754991,-0.2685544
36,-0.6554213,-0.79450864,"('hostile', 'amicable')",-0.6554213,-0.7945086,-0.1390873
37,0.66896015,0.6239209,"('fake', 'genuine')",0.6689602,0.6239209,-0.0450393
38,-0.5146788,-0.5014915,"('untruthful', 'truthful')",-0.5146788,-0.5014915,0.0131873
39,0.30842087,0.309667,"('exploitative', 'cooperative')",0.3084209,0.309667,0.0012461
40,-1.550875,-1.7006273,"('stingy', 'generous')",-1.5508749,-1.7006273,-0.1497524
41,0.24179056,0.23968372,"('unforgiving', 'forgiving')",0.2417906,0.2396837,-0.0021069
42,-2.5643432,-2.5527189,"('unreliable', 'reliable')",-2.5643432,-2.5527189,0.0116243
43,0.9784157,1.042118,"('irresponsible', 'responsible')",0.9784157,1.042118,0.0637023
44,-0.90576756,-0.95662004,"('prejudiced', 'unprejudiced')",-0.9057676,-0.95662,-0.0508524
45,0.017752483,0.04505611,"('incompetent', 'competent')",0.0177525,0.0450561,0.0273036
46,-0.9562254,-0.8577239,"('uncompetitive', 'competitive')",-0.9562254,-0.8577239,0.0985015
47,5.226648,5.3185434,"('stupid', 'smart')",5.2266479,5.3185434,0.0918955
48,0.82856345,0.85578537,"('unintelligent', 'intelligent')",0.8285635,0.8557854,0.0272219
