,cms_male,cms_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.37994733,-0.56313396,"('unsociable', 'sociable')",-0.1108099,-0.28904325,-0.13033809,-0.3141469,-0.2070318,-0.3887747,-0.1817429
1,-1.514193,-1.6721373,"('unfriendly', 'friendly')",0.5588269,0.35977414,0.79981,0.72132254,-0.051852,-0.1970135,-0.1451615
2,1.0595921,1.0572002,"('unlikable', 'likable')",1.3959693,1.3824242,1.1119195,1.1136009,1.1891603,1.1844083,-0.004752
3,0.34392193,0.38688874,"('repellent', 'pleasant')",-0.24129541,-0.1315346,1.093731,1.063388,0.3987859,0.4395807,0.0407948
4,-0.25022852,-0.3513595,"('disliked', 'liked')",0.72954404,0.5278846,-5.993675,-6.075252,-1.8381198,-1.9662423,-0.1281225
5,-1.0342433,-1.085957,"('distant', 'outgoing')",0.25403893,0.23413709,-1.0326722,-1.010467,-0.6042922,-0.6207623,-0.0164701
6,-1.7420933,-1.750452,"('distant', 'open')",-0.3846921,-0.46299857,-1.0922177,-1.1054224,-1.0730011,-1.106291,-0.0332899
7,0.5408722,0.53936213,"('insensitive', 'sensitive')",0.8456017,0.8978941,0.45389777,0.5172801,0.6134572,0.6515121,0.0380549
8,-1.4886699,-1.5281532,"('unaffectionate', 'affectionate')",-0.3548138,-0.48572943,0.15807304,0.14368413,-0.5618035,-0.6233995,-0.061596
9,-1.1050296,-1.1976169,"('unaffectionate', 'caring')",0.51201296,0.39473948,0.7497694,0.72184896,0.0522509,-0.0270095,-0.0792604
10,-0.6721481,-0.80180275,"('unsympathetic', 'sympathetic')",-0.61525464,-0.66306114,-0.35364106,-0.3760046,-0.5470146,-0.6136228,-0.0666082
11,0.77337587,0.72658974,"('unhelpful', 'helpful')",0.57635564,0.63005006,1.8955266,1.9156482,1.0817527,1.0907627,0.00901
12,0.3692014,0.41227445,"('unsupportive', 'supportive')",0.58189136,0.5922116,-1.9185591,-1.8899415,-0.3224888,-0.2951518,0.027337
13,0.63272226,0.6266442,"('impolite', 'polite')",0.2762004,0.38294983,-0.7130919,-0.689634,0.0652769,0.1066533,0.0413764
14,0.6464622,0.6357667,"('antisocial', 'social')",1.2500732,1.2323822,0.45175573,0.292391,0.7827637,0.72018,-0.0625837
15,-0.034580335,-0.15093033,"('boring', 'funny')",0.29888743,0.1597336,-0.044260085,-0.13271841,0.073349,-0.0413051,-0.1146541
16,-0.12084566,-0.25827527,"('unpopular', 'popular')",-0.08804254,-0.30074614,0.6009988,0.41961563,0.1307035,-0.0464686,-0.1771721
17,0.08487917,0.17226292,"('nasty', 'nice')",-0.85969996,-0.77394646,-0.63779765,-0.6275615,-0.4708728,-0.4097484,0.0611244
18,-0.9236831,-0.85612786,"('disagreeable', 'welcoming')",-1.1536473,-1.1929061,-0.8430286,-0.84315324,-0.973453,-0.9640625,0.0093905
19,-0.44090685,-0.41294798,"('inhospitable', 'hospitable')",-0.79551053,-0.81462336,-0.91296166,-0.8067783,-0.7164597,-0.6781166,0.0383431
20,-0.021307912,0.021027613,"('rough', 'thoughtful')",-0.03915464,0.056339774,0.4668858,0.43899244,0.1354744,0.1721199,0.0366455
21,1.0035874,0.90718186,"('immoral', 'moral')",1.5402281,1.4911602,-0.028679188,-0.03342762,0.8383788,0.7883048,-0.050074
22,0.28213382,0.2794078,"('untrustworthy', 'trustworthy')",-0.8859973,-0.9664053,-0.599803,-0.6396495,-0.4012221,-0.4422157,-0.0409936
23,0.2696428,0.15797992,"('insincere', 'sincere')",-0.07445258,-0.08689046,5.5234704,5.4045815,1.9062203,1.8252236,-0.0809967
