,etsy_male,etsy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.35367286,-0.44181126,"('unsociable', 'sociable')",-0.47992727,-0.58638066,-0.4168001,-0.514096,-0.0972959
1,-1.135736,-1.1688828,"('unfriendly', 'friendly')",1.9693631,1.8134674,0.4168136,0.3222923,-0.0945213
2,0.51145196,0.5283869,"('unlikable', 'likable')",0.45255923,0.5153195,0.4820056,0.5218532,0.0398476
3,-0.5702907,-0.5282061,"('repellent', 'pleasant')",0.033984356,0.08649722,-0.2681532,-0.2208544,0.0472988
4,-0.21346506,-0.2244698,"('disliked', 'liked')",-6.054455,-6.191037,-3.13396,-3.2077534,-0.0737934
5,-0.5968962,-0.5805574,"('distant', 'outgoing')",0.042337604,-0.02310919,-0.2772793,-0.3018333,-0.024554
6,-0.66051483,-0.6283891,"('distant', 'open')",0.49323508,0.3847354,-0.0836399,-0.1218269,-0.038187
7,-0.56178385,-0.54891187,"('insensitive', 'sensitive')",0.23012781,0.24338391,-0.165828,-0.152764,0.013064
8,-0.8991601,-0.92574346,"('unaffectionate', 'affectionate')",0.87238705,0.7199338,-0.0133865,-0.1029048,-0.0895183
9,-1.1057693,-1.1162434,"('unaffectionate', 'caring')",0.88707197,0.8055154,-0.1093487,-0.155364,-0.0460153
10,-1.6951784,-1.6487118,"('unsympathetic', 'sympathetic')",-1.1672095,-1.166946,-1.4311939,-1.4078289,0.023365
11,-0.19765317,-0.13396807,"('unhelpful', 'helpful')",1.2657604,1.3414384,0.5340536,0.6037351,0.0696815
12,-0.40795898,-0.26129985,"('unsupportive', 'supportive')",-1.977437,-1.9727736,-1.192698,-1.1170367,0.0756613
13,-0.7635998,-0.81000173,"('impolite', 'polite')",-0.97269726,-0.9174049,-0.8681486,-0.8637033,0.0044453
14,0.7183549,0.6682342,"('antisocial', 'social')",-0.54873884,-0.5717357,0.084808,0.0482493,-0.0365587
15,0.4013682,0.24671164,"('boring', 'funny')",0.9133336,0.81733257,0.6573509,0.5320221,-0.1253288
16,-0.6450721,-0.63962936,"('unpopular', 'popular')",0.88158345,0.8653883,0.1182557,0.1128795,-0.0053762
17,0.11629266,0.15375729,"('nasty', 'nice')",-0.28102952,-0.251563,-0.0823684,-0.0489029,0.0334655
18,-0.40624425,-0.41779047,"('disagreeable', 'welcoming')",-0.23333669,-0.34750587,-0.3197905,-0.3826482,-0.0628577
19,-1.0859994,-1.0190575,"('inhospitable', 'hospitable')",0.0129474625,0.04038415,-0.536526,-0.4893367,0.0471893
20,0.6684865,0.61186016,"('rough', 'thoughtful')",1.1733081,1.1190712,0.9208973,0.8654657,-0.0554316
21,-0.3050811,-0.3644626,"('immoral', 'moral')",-0.6808271,-0.62818366,-0.4929541,-0.4963231,-0.003369
22,-0.68541974,-0.69454473,"('untrustworthy', 'trustworthy')",-1.129931,-1.1968164,-0.9076754,-0.9456806,-0.0380052
23,-0.6514375,-0.6665332,"('insincere', 'sincere')",5.2342005,5.1969333,2.2913814,2.2652001,-0.0261813
24,-0.47890434,-0.49349654,"('dishonest', 'honest')",0.33175805,0.27749294,-0.0735731,-0.1080018,-0.0344287
25,-0.6464568,-0.7141391,"('egoistic', 'altruistic')",1.7410289,1.6778337,0.547286,0.4818473,-0.0654387
26,0.52789706,0.4832939,"('hardhearted', 'benevolent')",2.021254,1.9567231,1.2745756,1.2200085,-0.0545671
27,-0.5511972,-0.56276345,"('hardhearted', 'softhearted')",1.2453885,1.1091046,0.3470957,0.2731706,-0.0739251
28,-0.7124697,-0.7614957,"('disloyal', 'loyal')",0.85959256,0.7346087,0.0735614,-0.0134435,-0.0870049
29,-0.37462938,-0.47446182,"('unfair', 'fair')",-0.55170447,-0.7029982,-0.4631669,-0.58873,-0.1255631
30,0.75434154,0.7031662,"('intolerant', 'tolerant')",1.3374776,1.2820028,1.0459095,0.9925845,-0.053325
31,-1.1032827,-0.9891199,"('evil', 'good')",-0.35735804,-0.50424165,-0.7303203,-0.7466807,-0.0163604
32,-0.31036815,-0.3441844,"('unkind', 'kind')",0.54297465,0.39750278,0.1163033,0.0266592,-0.0896441
