,altice_male,altice_female,tuple,usa_male,usa_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5648976,-0.49758112,"('unsociable', 'sociable')",-0.034572754,-0.062173545,-0.8078985,-0.9279318,-0.469123,-0.4958955,-0.0267725
1,-0.78923345,-1.0525657,"('unfriendly', 'friendly')",0.35766578,0.29978862,2.2737727,2.1454995,0.6140683,0.4642408,-0.1498275
2,0.43099612,0.49407762,"('unlikable', 'likable')",1.2800138,1.3652545,0.5417137,0.63768774,0.7509079,0.8323399,0.081432
3,-0.4204079,-0.12566628,"('repellent', 'pleasant')",-0.07146479,0.00452442,0.13388592,0.16654491,-0.1193289,0.0151344,0.1344633
4,-0.34437114,-0.4381559,"('disliked', 'liked')",0.34067172,0.28378826,-6.446528,-6.533941,-2.1500758,-2.2294361,-0.0793603
5,-0.31296015,-0.48231602,"('distant', 'outgoing')",-0.26302326,-0.24271154,0.3080364,0.3052395,-0.0893157,-0.1399294,-0.0506137
6,-0.5179346,-0.70086414,"('distant', 'open')",-0.43827382,-0.38309976,0.89360285,0.8931436,-0.0208685,-0.0636068,-0.0427383
7,-0.099259004,0.20539182,"('insensitive', 'sensitive')",-0.08492757,0.051021446,0.6301748,0.6650778,0.1486627,0.3071637,0.158501
8,-1.1609325,-1.426097,"('unaffectionate', 'affectionate')",-0.96321625,-0.93690634,0.9991307,0.8797546,-0.375006,-0.4944162,-0.1194102
9,-0.9744462,-1.1486895,"('unaffectionate', 'caring')",-0.4553333,-0.4110033,1.2732493,1.2015941,-0.0521768,-0.1193662,-0.0671894
10,-1.0064131,-0.5682308,"('unsympathetic', 'sympathetic')",-0.7209557,-0.5376901,-0.9483081,-0.92345583,-0.8918923,-0.6764589,0.2154334
11,-0.3357942,-0.16265668,"('unhelpful', 'helpful')",0.10648005,0.26034668,1.1734855,1.3044062,0.3147238,0.4673654,0.1526416
12,-0.20653912,-0.018757284,"('unsupportive', 'supportive')",0.32059735,0.5406404,-1.8810754,-1.8679092,-0.5890057,-0.4486754,0.1403303
13,0.02070021,0.20995946,"('impolite', 'polite')",-0.3558983,-0.32545817,-0.67480046,-0.5997429,-0.3366662,-0.2384139,0.0982523
14,0.38359478,0.6016993,"('antisocial', 'social')",0.065435514,0.10725909,-0.9457386,-0.9773185,-0.1655694,-0.0894534,0.076116
15,0.19615576,0.005991373,"('boring', 'funny')",-0.11017544,-0.16836715,0.5946469,0.579916,0.2268757,0.1391801,-0.0876956
16,-0.97419715,-1.0238055,"('unpopular', 'popular')",-0.365062,-0.3647665,0.5085848,0.52817893,-0.2768915,-0.2867977,-0.0099062
17,0.14726648,0.21958111,"('nasty', 'nice')",-0.643835,-0.5030569,-0.34459037,-0.26413748,-0.2803863,-0.1825378,0.0978485
18,0.027622316,0.043369822,"('disagreeable', 'welcoming')",0.8155347,0.8911286,-0.19648308,-0.21849158,0.215558,0.238669,0.023111
19,-0.6593471,-0.7149425,"('inhospitable', 'hospitable')",0.021243075,0.08963062,0.23437457,0.28180894,-0.1345765,-0.114501,0.0200755
20,0.579359,0.7131549,"('rough', 'thoughtful')",0.30451047,0.27031282,1.1073127,1.0329106,0.6637274,0.6721261,0.0083987
21,0.49336663,0.7582628,"('immoral', 'moral')",0.24848044,0.36870277,-1.0038055,-0.9141873,-0.0873195,0.0709261,0.1582456
22,0.57945955,0.72260475,"('untrustworthy', 'trustworthy')",0.51253676,0.5680518,-0.85665196,-0.9049004,0.0784481,0.1285854,0.0501373
23,-0.49311966,-0.28687647,"('insincere', 'sincere')",0.17141399,0.2551245,5.6258783,5.6090484,1.7680575,1.8590988,0.0910413
24,0.048880994,0.21035348,"('dishonest', 'honest')",0.21308823,0.2815337,0.7723295,0.72859484,0.3447662,0.4068273,0.0620611
25,0.2099944,0.032773316,"('egoistic', 'altruistic')",0.71429753,0.7093627,1.8646941,1.7949624,0.9296621,0.8456995,-0.0839626
26,-0.15073535,-0.2721896,"('hardhearted', 'benevolent')",0.98923385,0.956835,1.7047365,1.620083,0.8477449,0.7682428,-0.0795021
27,-0.7112884,-0.6747506,"('hardhearted', 'softhearted')",0.099373095,0.08304216,1.6573894,1.5612249,0.3484914,0.3231722,-0.0253192
28,-0.17105535,-0.18226478,"('disloyal', 'loyal')",-0.13025133,-0.18601891,0.7091448,0.60193706,0.135946,0.0778845,-0.0580615
29,-0.15422097,-0.25471973,"('unfair', 'fair')",-0.46319255,-0.565394,-0.06603857,-0.2678149,-0.2278174,-0.3626429,-0.1348255
30,0.67885625,0.82501173,"('intolerant', 'tolerant')",1.0018792,1.039627,0.89794207,0.90167385,0.8595592,0.9221042,0.062545
31,-0.6359628,-0.9396359,"('evil', 'good')",0.050699767,-0.0077621713,-0.30257165,-0.446552,-0.2959449,-0.46465,-0.1687051
32,-0.3921053,-0.18523331,"('unkind', 'kind')",-0.24999513,-0.19963497,0.5729667,0.46069968,-0.0230446,0.0252771,0.0483217
33,0.7714686,0.5884026,"('wrong', 'right')",0.6117109,0.56951433,0.063695796,-0.027541578,0.4822917,0.3767918,-0.1054999
34,-0.18112975,0.0011313148,"('mean', 'honorable')",-0.205429,-0.04028941,5.931077,6.091883,1.8481728,2.0175751,0.1694023
35,0.2660496,-0.087357655,"('corrupt', 'incorrupt')",-0.71030724,-0.90465313,0.5197217,0.34446445,0.0251547,-0.2158488,-0.2410035
36,-0.4291794,-0.8014512,"('hostile', 'amicable')",-0.6477314,-0.8109465,0.8803884,0.63778865,-0.0655075,-0.3248697,-0.2593622
37,0.093350045,0.30055025,"('fake', 'genuine')",-0.66174924,-0.5911415,0.4273032,0.37676933,-0.047032,0.028726,0.075758
38,-0.68675333,-0.6131518,"('untruthful', 'truthful')",-0.16276997,-0.030041553,-0.07902448,0.008540556,-0.3095159,-0.2115509,0.097965
