,cob_male,cob_female,tuple,average_male,average_female,female-male
0,-0.10257305,-0.28755164,"('unsociable', 'sociable')",-0.1025731,-0.2875516,-0.1849785
1,-0.14281324,-0.2974441,"('unfriendly', 'friendly')",-0.1428132,-0.2974441,-0.1546309
2,0.79109174,0.7407574,"('unlikable', 'likable')",0.7910917,0.7407574,-0.0503343
3,-0.038765404,0.10479111,"('repellent', 'pleasant')",-0.0387654,0.1047911,0.1435565
4,-3.5185285,-3.6389558,"('disliked', 'liked')",-3.5185285,-3.6389558,-0.1204273
5,-0.9258248,-0.9729026,"('distant', 'outgoing')",-0.9258248,-0.9729026,-0.0470778
6,-1.281743,-1.3056165,"('distant', 'open')",-1.281743,-1.3056165,-0.0238735
7,0.05136812,0.14853892,"('insensitive', 'sensitive')",0.0513681,0.1485389,0.0971708
8,-0.53174233,-0.6226905,"('unaffectionate', 'affectionate')",-0.5317423,-0.6226905,-0.0909482
9,-0.024500603,-0.10845591,"('unaffectionate', 'caring')",-0.0245006,-0.1084559,-0.0839553
10,-0.12943126,-0.14189142,"('unsympathetic', 'sympathetic')",-0.1294313,-0.1418914,-0.0124601
11,0.9723429,1.0533692,"('unhelpful', 'helpful')",0.9723429,1.0533692,0.0810263
12,-0.71841437,-0.7076853,"('unsupportive', 'supportive')",-0.7184144,-0.7076853,0.0107291
13,-0.3091879,-0.35532835,"('impolite', 'polite')",-0.3091879,-0.3553284,-0.0461405
14,0.87326306,0.8514893,"('antisocial', 'social')",0.8732631,0.8514893,-0.0217738
15,0.3042338,0.11775654,"('boring', 'funny')",0.3042338,0.1177565,-0.1864773
16,-0.63634425,-0.6706741,"('unpopular', 'popular')",-0.6363443,-0.6706741,-0.0343298
17,-0.48896068,-0.328219,"('nasty', 'nice')",-0.4889607,-0.328219,0.1607417
18,-0.7250829,-0.746929,"('disagreeable', 'welcoming')",-0.7250829,-0.746929,-0.0218461
19,-1.2822976,-1.3383938,"('inhospitable', 'hospitable')",-1.2822976,-1.3383938,-0.0560962
20,0.10256302,0.1456267,"('rough', 'thoughtful')",0.102563,0.1456267,0.0430637
21,-0.0067598065,0.11649377,"('immoral', 'moral')",-0.0067598,0.1164938,0.1232536
22,0.011390869,0.037730794,"('untrustworthy', 'trustworthy')",0.0113909,0.0377308,0.0263399
23,2.8718977,2.9224758,"('insincere', 'sincere')",2.8718977,2.9224758,0.0505781
24,0.6131157,0.55028814,"('dishonest', 'honest')",0.6131157,0.5502881,-0.0628276
25,0.22438043,0.20351484,"('egoistic', 'altruistic')",0.2243804,0.2035148,-0.0208656
26,0.8676602,0.6001968,"('hardhearted', 'benevolent')",0.8676602,0.6001968,-0.2674634
27,0.39435026,0.33666065,"('hardhearted', 'softhearted')",0.3943503,0.3366607,-0.0576896
