,te_male,te_female,tuple,connectivity_male,connectivity_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.23152849,-0.35430017,"('unsociable', 'sociable')",1.0652816,0.933125,0.14123875,0.052940108,0.3249973,0.2105883,-0.114409
1,-0.13286525,-0.22366388,"('unfriendly', 'friendly')",0.78079474,0.77682644,1.4865586,1.365048,0.711496,0.6394035,-0.0720925
2,0.6881196,0.73377794,"('unlikable', 'likable')",1.2033553,1.1944374,0.6119789,0.61018133,0.8344846,0.8461322,0.0116476
3,0.09693174,0.2480992,"('repellent', 'pleasant')",-0.018462375,0.054161526,0.2932715,0.3706249,0.1239136,0.2242952,0.1003816
4,-0.427136,-0.36191761,"('disliked', 'liked')",-0.4190888,-0.44968033,-4.3032546,-4.419897,-1.7164931,-1.7438316,-0.0273385
5,-1.0294057,-1.0347332,"('distant', 'outgoing')",-0.17891908,-0.09076247,-0.19675195,-0.28988767,-0.4683589,-0.4717944,-0.0034355
6,-1.4628552,-1.4894787,"('distant', 'open')",-0.12291572,-0.06887411,0.18057904,0.04802165,-0.4683973,-0.5034437,-0.0350464
7,0.48631656,0.5082679,"('insensitive', 'sensitive')",0.8619721,0.84130836,0.52013654,0.58434695,0.6228084,0.6446411,0.0218327
8,-1.7998348,-1.846908,"('unaffectionate', 'affectionate')",-0.689586,-0.6758394,0.882483,0.76087976,-0.535646,-0.5872893,-0.0516433
9,-0.42137754,-0.4559839,"('unaffectionate', 'caring')",0.2743184,0.26288489,0.887926,0.8115326,0.2469556,0.2061445,-0.0408111
10,0.09734863,0.13047095,"('unsympathetic', 'sympathetic')",0.12930048,0.10231889,0.12817055,0.22545823,0.1182732,0.1527494,0.0344762
11,0.72898746,0.75128067,"('unhelpful', 'helpful')",1.3371724,1.3194991,1.9101115,1.9597728,1.3254237,1.3435176,0.0180939
12,0.395711,0.47395045,"('unsupportive', 'supportive')",1.0045307,1.0215073,-1.0093309,-1.0638123,0.1303036,0.1438818,0.0135782
13,0.40193975,0.41816434,"('impolite', 'polite')",0.86557937,0.82962596,-0.39777339,-0.39285022,0.2899152,0.28498,-0.0049352
14,1.5918691,1.5992604,"('antisocial', 'social')",1.4548471,1.3609327,0.08782238,0.17581037,1.0448462,1.0453345,0.0004883
15,0.90022475,0.74889374,"('boring', 'funny')",0.55136395,0.5105305,0.7508035,0.6704077,0.7341307,0.6432773,-0.0908534
