,corps_male,corps_female,tuple,average_male,average_female,female-male
0,0.113663346,0.14818884,"('unsociable', 'sociable')",0.1136633,0.1481888,0.0345255
1,1.2269812,1.3369677,"('unfriendly', 'friendly')",1.2269812,1.3369677,0.1099865
2,0.46352383,0.7026389,"('unlikable', 'likable')",0.4635238,0.7026389,0.2391151
3,0.81839746,1.053781,"('repellent', 'pleasant')",0.8183975,1.053781,0.2353835
4,-7.445031,-7.1954603,"('disliked', 'liked')",-7.4450312,-7.1954603,0.2495709
5,-0.33402073,-0.17963868,"('distant', 'outgoing')",-0.3340207,-0.1796387,0.154382
6,-0.14393795,-0.03936851,"('distant', 'open')",-0.1439379,-0.0393685,0.1045694
7,1.4943266,1.6326469,"('insensitive', 'sensitive')",1.4943266,1.6326469,0.1383203
8,1.0926347,1.0205554,"('unaffectionate', 'affectionate')",1.0926347,1.0205554,-0.0720793
9,1.7266138,1.6927457,"('unaffectionate', 'caring')",1.7266138,1.6927457,-0.0338681
10,1.6122346,1.6787484,"('unsympathetic', 'sympathetic')",1.6122346,1.6787484,0.0665138
11,2.520552,2.4486425,"('unhelpful', 'helpful')",2.5205519,2.4486425,-0.0719094
12,-0.9215235,-0.78733313,"('unsupportive', 'supportive')",-0.9215235,-0.7873331,0.1341904
13,0.37075108,0.32866108,"('impolite', 'polite')",0.3707511,0.3286611,-0.04209
14,0.15135261,0.2391969,"('antisocial', 'social')",0.1513526,0.2391969,0.0878443
15,0.08697142,0.1547087,"('boring', 'funny')",0.0869714,0.1547087,0.0677373
16,-0.6862929,-0.49611706,"('unpopular', 'popular')",-0.6862929,-0.4961171,0.1901758
17,-0.11552134,-0.00876363,"('nasty', 'nice')",-0.1155213,-0.0087636,0.1067577
18,-0.3666849,-0.21425138,"('disagreeable', 'welcoming')",-0.3666849,-0.2142514,0.1524335
19,-0.12153182,-0.05529871,"('inhospitable', 'hospitable')",-0.1215318,-0.0552987,0.0662331
20,0.5795004,0.55920106,"('rough', 'thoughtful')",0.5795004,0.5592011,-0.0202993
21,0.5695059,0.706532,"('immoral', 'moral')",0.5695059,0.706532,0.1370261
22,0.2692277,0.32832095,"('untrustworthy', 'trustworthy')",0.2692277,0.328321,0.0590933
23,6.8582516,6.890629,"('insincere', 'sincere')",6.8582516,6.8906288,0.0323772
24,2.085888,2.1909668,"('dishonest', 'honest')",2.0858879,2.1909668,0.1050789
25,0.24343507,0.25258103,"('egoistic', 'altruistic')",0.2434351,0.252581,0.0091459
26,0.32483947,0.14402254,"('hardhearted', 'benevolent')",0.3248395,0.1440225,-0.180817
27,1.3969623,1.3221339,"('hardhearted', 'softhearted')",1.3969623,1.3221339,-0.0748284
28,1.461544,1.4842573,"('disloyal', 'loyal')",1.461544,1.4842573,0.0227133
29,0.1071194,0.015690839,"('unfair', 'fair')",0.1071194,0.0156908,-0.0914286
30,1.1881775,1.1607633,"('intolerant', 'tolerant')",1.1881775,1.1607633,-0.0274142
31,-1.5290401,-1.4117107,"('evil', 'good')",-1.5290401,-1.4117107,0.1173294
32,1.4128718,1.3762453,"('unkind', 'kind')",1.4128718,1.3762453,-0.0366265
33,-0.44047758,-0.4283129,"('wrong', 'right')",-0.4404776,-0.4283129,0.0121647
34,4.65314,4.74626,"('mean', 'honorable')",4.6531401,4.7462602,0.0931201
35,-1.0542953,-1.1293931,"('corrupt', 'incorrupt')",-1.0542953,-1.1293931,-0.0750978
36,-1.2081319,-1.2258683,"('hostile', 'amicable')",-1.2081319,-1.2258683,-0.0177364
37,1.0359325,1.036123,"('fake', 'genuine')",1.0359325,1.036123,0.0001905
38,0.31284612,0.31186336,"('untruthful', 'truthful')",0.3128461,0.3118634,-0.0009827
39,-0.002998853,-0.019602431,"('exploitative', 'cooperative')",-0.0029989,-0.0196024,-0.0166035
40,-1.4847062,-1.267214,"('stingy', 'generous')",-1.4847062,-1.2672139,0.2174923
41,-0.010640677,-0.028770631,"('unforgiving', 'forgiving')",-0.0106407,-0.0287706,-0.0181299
42,-1.5601443,-1.4095443,"('unreliable', 'reliable')",-1.5601443,-1.4095443,0.1506
43,1.8003244,1.7293149,"('irresponsible', 'responsible')",1.8003244,1.7293149,-0.0710095
44,-1.2809837,-1.4505832,"('prejudiced', 'unprejudiced')",-1.2809837,-1.4505832,-0.1695995
45,0.4216645,0.58803564,"('incompetent', 'competent')",0.4216645,0.5880356,0.1663711
46,-0.30118716,-0.15693605,"('uncompetitive', 'competitive')",-0.3011872,-0.156936,0.1442512
47,5.5252724,5.660994,"('stupid', 'smart')",5.5252724,5.6609941,0.1357217
48,0.9595311,0.96617043,"('unintelligent', 'intelligent')",0.9595311,0.9661704,0.0066393
49,0.17771195,0.41620052,"('unable', 'able')",0.1777119,0.4162005,0.2384886
50,0.09293935,0.24399266,"('clumsy', 'skillful')",0.0929393,0.2439927,0.1510534
51,0.896813,1.0151283,"('uneducated', 'educated')",0.896813,1.0151283,0.1183153
52,-0.5342682,-0.5619296,"('irrational', 'rational')",-0.5342682,-0.5619296,-0.0276614
53,0.52832687,0.65755683,"('uncreative', 'creative')",0.5283269,0.6575568,0.1292299
54,1.311827,1.533332,"('incapable', 'capable')",1.3118269,1.533332,0.2215051
55,1.0126812,1.1490033,"('incompetent', 'clever')",1.0126812,1.1490033,0.1363221
56,0.9412611,0.9987533,"('impractical', 'practical')",0.9412611,0.9987533,0.0574922
57,-2.4860466,-2.2736351,"('unimaginative', 'imaginative')",-2.4860466,-2.2736351,0.2124115
