,imprisonment_male,imprisonment_female,tuple,average_male,average_female,female-male
36,-0.6474646,-0.73623526,"('hostile', 'amicable')",-0.6474646,-0.7362353,-0.0887707
37,1.0539799,1.0437214,"('fake', 'genuine')",1.0539799,1.0437214,-0.0102585
38,0.028193034,0.14524889,"('untruthful', 'truthful')",0.028193,0.1452489,0.1170559
39,-0.32911235,-0.24096079,"('exploitative', 'cooperative')",-0.3291124,-0.2409608,0.0881516
40,-1.3717358,-1.3417163,"('stingy', 'generous')",-1.3717358,-1.3417163,0.0300195
41,0.15641303,0.068455294,"('unforgiving', 'forgiving')",0.156413,0.0684553,-0.0879577
42,-2.811065,-2.650816,"('unreliable', 'reliable')",-2.811065,-2.650816,0.160249
43,0.91916156,1.0491297,"('irresponsible', 'responsible')",0.9191616,1.0491297,0.1299681
44,-1.5202976,-1.5904057,"('prejudiced', 'unprejudiced')",-1.5202976,-1.5904057,-0.0701081
45,0.20154412,0.10553528,"('incompetent', 'competent')",0.2015441,0.1055353,-0.0960088
46,-1.2764593,-1.1499529,"('uncompetitive', 'competitive')",-1.2764593,-1.1499529,0.1265064
47,4.91401,5.0903635,"('stupid', 'smart')",4.91401,5.0903635,0.1763535
48,0.38109434,0.45463744,"('unintelligent', 'intelligent')",0.3810943,0.4546374,0.0735431
49,-0.11643528,0.18973178,"('unable', 'able')",-0.1164353,0.1897318,0.3061671
50,-0.32909536,-0.28101352,"('clumsy', 'skillful')",-0.3290954,-0.2810135,0.0480819
51,0.52433115,0.61125505,"('uneducated', 'educated')",0.5243312,0.611255,0.0869238
52,-0.24933554,-0.2944372,"('irrational', 'rational')",-0.2493355,-0.2944372,-0.0451017
53,-0.046899304,-0.04786156,"('uncreative', 'creative')",-0.0468993,-0.0478616,-0.0009623
54,0.94022727,1.2178535,"('incapable', 'capable')",0.9402273,1.2178535,0.2776262
55,0.56199014,0.731364,"('incompetent', 'clever')",0.5619901,0.731364,0.1693739
56,0.35332364,0.45974052,"('impractical', 'practical')",0.3533236,0.4597405,0.1064169
57,-2.436758,-2.5415137,"('unimaginative', 'imaginative')",-2.436758,-2.5415137,-0.1047557
58,0.16178474,0.14679606,"('undiscriminating', 'discriminating')",0.1617847,0.1467961,-0.0149886
59,-0.07056709,0.02023923,"('foolish', 'wise')",-0.0705671,0.0202392,0.0908063
60,0.08422707,0.32015586,"('inefficient', 'efficient')",0.0842271,0.3201559,0.2359288
61,0.15361068,0.08406366,"('illogical', 'logical')",0.1536107,0.0840637,-0.069547
62,0.68947756,0.976918,"('incompetent', 'brilliant')",0.6894776,0.976918,0.2874404
63,0.2289589,0.50079346,"('unperceptive', 'insightful')",0.2289589,0.5007935,0.2718346
64,-6.697732,-6.5654073,"('shy', 'confident')",-6.697732,-6.5654073,0.1323247
65,-0.5062155,-0.22795534,"('insecure', 'secure')",-0.5062155,-0.2279553,0.2782602
66,-0.37428522,-0.52742565,"('inactive', 'active')",-0.3742852,-0.5274256,-0.1531404
67,-0.54959214,-0.6028391,"('doubtful', 'determined')",-0.5495921,-0.6028391,-0.053247
68,-0.9856607,-0.6485155,"('dependent', 'independent')",-0.9856607,-0.6485155,0.3371452
69,-1.743358,-1.7328613,"('lazy', 'industrious')",-1.743358,-1.7328613,0.0104967
70,0.8762368,0.95190156,"('lethargic', 'energetic')",0.8762368,0.9519016,0.0756648
71,0.4603593,0.51191646,"('diffident', 'self-confident')",0.4603593,0.5119165,0.0515572
72,1.1599433,1.3024452,"('unambitious', 'ambitious')",1.1599433,1.3024452,0.1425019
73,-2.9431963,-2.6940374,"('helpless', 'self-reliant')",-2.9431963,-2.6940374,0.2491589
74,0.08092201,-0.011093587,"('undedicated', 'dedicated')",0.080922,-0.0110936,-0.0920156
75,-1.0737113,-0.97284603,"('meek', 'impulsive')",-1.0737113,-0.972846,0.1008653
76,0.1215946,0.14353596,"('anxious', 'daring')",0.1215946,0.143536,0.0219414
77,-1.7034647,-1.4479867,"('unmotivated', 'motivated')",-1.7034647,-1.4479867,0.255478
78,-0.72419006,-0.7291747,"('nonresilient', 'resilient')",-0.7241901,-0.7291747,-0.0049846
79,0.11759279,0.021344302,"('wavering', 'unwavering')",0.1175928,0.0213443,-0.0962485
80,-0.18117058,-0.3254763,"('dominated', 'dominating')",-0.1811706,-0.3254763,-0.1443057
81,-0.43261433,-0.3354336,"('submissive', 'aggressive')",-0.4326143,-0.3354336,0.0971807
82,6.452697,6.6635804,"('poor', 'rich')",6.4526968,6.6635804,0.2108836
83,-0.37735814,-0.3452344,"('powerless', 'powerful')",-0.3773581,-0.3452344,0.0321237
84,0.14715289,0.31164852,"('inferior', 'superior')",0.1471529,0.3116485,0.1644956
85,-0.65249664,-0.7053791,"('insignificant', 'prestigious')",-0.6524966,-0.7053791,-0.0528825
86,0.5962528,0.5982898,"('uninfluential', 'influential')",0.5962528,0.5982898,0.002037
87,0.05228302,0.19425598,"('unsuccessful', 'successful')",0.052283,0.194256,0.141973
88,0.41456625,0.39947674,"('low', 'eminent')",0.4145662,0.3994767,-0.0150895
