,noble_male,noble_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,1.0463748,0.84693736,"('unsociable', 'sociable')",0.31750384,0.19597897,-0.52160597,-0.66913134,0.2807575,0.124595,-0.1561625
1,0.21537519,0.17189862,"('unfriendly', 'friendly')",-0.027314244,-0.23074102,1.7549499,1.5948244,0.6476703,0.511994,-0.1356763
2,1.8227335,1.8516569,"('unlikable', 'likable')",1.4736156,1.4783224,0.7071137,0.737648,1.3344876,1.3558758,0.0213882
3,0.051673155,0.14298548,"('repellent', 'pleasant')",0.0049508493,0.1652742,-0.010606078,0.029793525,0.0153393,0.1126844,0.0973451
4,-0.41067302,-0.45664376,"('disliked', 'liked')",0.28857246,0.20633712,-5.8105516,-5.7769904,-1.9775507,-2.009099,-0.0315483
5,-0.7196586,-0.7244009,"('distant', 'outgoing')",-0.48104572,-0.5115311,0.064374864,0.069145486,-0.3787765,-0.3889289,-0.0101524
6,-0.54771733,-0.51440287,"('distant', 'open')",-1.1379625,-1.223574,0.45080572,0.4116996,-0.4116247,-0.4420924,-0.0304677
7,1.7031305,1.6840507,"('insensitive', 'sensitive')",0.77159077,0.83814585,0.89665383,0.88846016,1.1237917,1.1368856,0.0130939
8,-0.1018795,-0.1174328,"('unaffectionate', 'affectionate')",-1.0253005,-1.1713115,0.6940014,0.5782308,-0.1443929,-0.2368378,-0.0924449
9,1.1608493,1.1666151,"('unaffectionate', 'caring')",0.07110766,0.0025914237,1.1140239,1.0611095,0.7819936,0.7434387,-0.0385549
10,1.691979,1.6129246,"('unsympathetic', 'sympathetic')",-0.06754257,-0.107628144,-0.31397513,-0.4062696,0.4368205,0.3663423,-0.0704782
11,0.4426489,0.46427193,"('unhelpful', 'helpful')",0.83564466,0.89233184,1.770989,1.7812814,1.0164275,1.0459617,0.0295342
12,1.5812317,1.6194268,"('unsupportive', 'supportive')",0.7339852,0.769443,-1.5430865,-1.539273,0.2573768,0.2831989,0.0258221
13,1.4376767,1.3112241,"('impolite', 'polite')",0.13583878,0.14217065,-0.37914035,-0.39991015,0.398125,0.3511616,-0.0469634
14,1.0869184,1.0169766,"('antisocial', 'social')",1.1504959,1.2001002,-0.63551676,-0.6456185,0.5339659,0.5238194,-0.0101465
