,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.9906322,-2.094271,"('unsociable', 'sociable')",0.11354569,-0.022145085,-0.6247634,-0.7541574,-0.83395,-0.9568578,-0.1229078
1,-0.06591694,-0.12977281,"('unfriendly', 'friendly')",1.5388677,1.4489367,2.5462623,2.409213,1.3397377,1.2427923,-0.0969454
2,1.512976,1.5797281,"('unlikable', 'likable')",2.271455,2.339487,0.5979604,0.689599,1.4607972,1.5362714,0.0754742
3,-1.6827077,-1.6450211,"('repellent', 'pleasant')",-0.07994588,-0.04288139,0.16287063,0.17884159,-0.533261,-0.5030203,0.0302407
4,0.5015569,0.5453538,"('disliked', 'liked')",0.13656203,0.16445713,-6.1981277,-6.224385,-1.8533363,-1.8381914,0.0151449
5,1.2603953,1.2986141,"('distant', 'outgoing')",0.57360923,0.59813595,0.3023197,0.3558768,0.7121081,0.7508756,0.0387675
6,0.8321997,0.8524707,"('distant', 'open')",-0.30623475,-0.3139003,0.76085824,0.7831236,0.4289411,0.4405647,0.0116236
7,-0.5709081,-0.60012156,"('insensitive', 'sensitive')",0.69460666,0.75612175,1.0997165,1.038218,0.407805,0.3980727,-0.0097323
8,-0.41586772,-0.39909935,"('unaffectionate', 'affectionate')",0.16403243,0.16283602,1.1042571,1.025087,0.2841406,0.2629412,-0.0211994
9,0.05948761,0.06389915,"('unaffectionate', 'caring')",1.5289304,1.5229068,1.6185017,1.6056448,1.0689732,1.0641503,-0.0048229
10,-2.0071058,-2.0531936,"('unsympathetic', 'sympathetic')",-0.93094057,-0.8947275,-0.46899867,-0.5040341,-1.1356817,-1.1506517,-0.01497
11,-0.96532804,-0.9479517,"('unhelpful', 'helpful')",0.11014817,0.11636177,1.7256888,1.8605555,0.2901697,0.3429885,0.0528188
12,0.15465055,0.2215027,"('unsupportive', 'supportive')",1.4194137,1.4998864,-1.5455993,-1.5577984,0.0094883,0.0545302,0.0450419
13,-0.68939126,-0.7762446,"('impolite', 'polite')",0.24143885,0.19975732,-0.3211877,-0.31964576,-0.25638,-0.298711,-0.042331
14,-1.177769,-1.1729108,"('antisocial', 'social')",1.1690544,1.216263,-0.90767807,-0.9441723,-0.3054642,-0.3002734,0.0051908
15,0.45755252,0.39264333,"('boring', 'funny')",-0.1380379,-0.10444994,0.5568626,0.5632581,0.2921257,0.2838172,-0.0083085
16,-0.075366884,0.038836516,"('unpopular', 'popular')",-0.1504368,-0.110378444,0.3898461,0.46442676,0.0546808,0.1309616,0.0762808
17,0.70335,0.77328986,"('nasty', 'nice')",-0.17172882,-0.053056143,-0.39168367,-0.27817398,0.0466458,0.1473533,0.1007075
18,-0.10687518,-0.121929206,"('disagreeable', 'welcoming')",-0.15521723,-0.15635815,-0.012239262,-0.05954715,-0.0914439,-0.1126115,-0.0211676
19,0.088800766,0.07989859,"('inhospitable', 'hospitable')",-0.14883998,-0.19815046,0.46215552,0.52764434,0.1340388,0.1364642,0.0024254
20,-0.21673042,-0.22118072,"('rough', 'thoughtful')",-0.012420036,0.02526319,0.81718004,0.7673254,0.1960099,0.1904693,-0.0055406
21,-0.40822363,-0.46726778,"('immoral', 'moral')",0.61294913,0.64973736,-0.6818257,-0.62523085,-0.1590334,-0.1475871,0.0114463
22,-0.6955111,-0.69119245,"('untrustworthy', 'trustworthy')",-0.53512657,-0.57422316,-0.96045935,-1.0076705,-0.7303657,-0.7576954,-0.0273297
23,-0.7073488,-0.80046713,"('insincere', 'sincere')",0.8322203,0.78213537,6.1583614,6.121628,2.0944109,2.0344321,-0.0599788
24,-0.9136089,-0.96035933,"('dishonest', 'honest')",-0.085640416,-0.07666713,0.9060151,0.8187173,-0.0310781,-0.0727697,-0.0416916
25,0.62468636,0.66915363,"('egoistic', 'altruistic')",0.20785496,0.2718846,1.7574103,1.6577874,0.8633172,0.8662752,0.002958
26,0.84247714,0.75949895,"('hardhearted', 'benevolent')",1.3258512,1.3380916,1.7646514,1.5965011,1.3109932,1.2313639,-0.0796293
27,0.4455931,0.41712713,"('hardhearted', 'softhearted')",-0.3056008,-0.36022502,1.9266309,1.7789814,0.6888744,0.6119612,-0.0769132
28,-1.2099216,-1.3152453,"('disloyal', 'loyal')",-0.08547285,-0.1685171,0.7962648,0.72153825,-0.1663765,-0.2540747,-0.0876982
29,-0.07081249,-0.055176914,"('unfair', 'fair')",-0.20583344,-0.18929625,-0.266694,-0.4385467,-0.1811133,-0.2276733,-0.04656
30,-0.16928598,-0.24215224,"('intolerant', 'tolerant')",0.37181723,0.33756015,0.9170893,0.8503065,0.3732069,0.3152381,-0.0579688
31,0.20451786,0.27529982,"('evil', 'good')",-0.6379553,-0.6459879,-0.6789868,-0.7275149,-0.3708081,-0.3660677,0.0047404
