,bio_male,bio_female,tuple,techne_male,techne_female,corp_male,corp_female,average_male,average_female,female-male
0,0.29413903,0.126275,"('unsociable', 'sociable')",-0.11262061,-0.18090616,-0.30733818,-0.44047454,-0.0419399,-0.1650352,-0.1230953
1,-0.25649285,-0.37901276,"('unfriendly', 'friendly')",-1.65069,-1.859365,1.02661,1.0582231,-0.2935243,-0.3933849,-0.0998606
2,0.9888491,0.8746653,"('unlikable', 'likable')",1.0837,0.9359097,1.1222466,0.9943002,1.0649319,0.9349584,-0.1299735
3,-1.0340842,-0.975524,"('repellent', 'pleasant')",-0.18875492,-0.13560079,1.2323093,1.2885331,0.0031567,0.0591361,0.0559794
4,-0.33888128,-0.3587202,"('disliked', 'liked')",-0.0036971439,-0.040836122,-6.634465,-6.823633,-2.3256812,-2.4077298,-0.0820486
5,-0.47505566,-0.37815166,"('distant', 'outgoing')",-1.5219668,-1.4720263,-0.9413488,-0.64605147,-0.9794571,-0.8320765,0.1473806
6,-0.88343585,-0.8162963,"('distant', 'open')",-1.9519553,-1.9228464,-1.1680809,-0.86215854,-1.3344906,-1.2004337,0.1340569
7,-0.37581336,-0.43047392,"('insensitive', 'sensitive')",-0.72442394,-0.65678185,0.4842131,0.5744074,-0.2053414,-0.1709494,0.034392
8,-0.10573178,-0.15589944,"('unaffectionate', 'affectionate')",-1.2987854,-1.4923718,0.4422621,0.49184114,-0.3207517,-0.3854767,-0.064725
9,0.31387028,0.34876782,"('unaffectionate', 'caring')",-1.6597308,-1.7684547,0.91779596,1.1310493,-0.1426882,-0.0962125,0.0464757
10,-0.9136559,-1.123203,"('unsympathetic', 'sympathetic')",-1.1443437,-1.2320315,-0.52338475,-0.52575,-0.8604615,-0.9603282,-0.0998667
11,0.11039176,0.05615244,"('unhelpful', 'helpful')",0.4797211,0.35340253,1.7918752,1.8584381,0.793996,0.7559977,-0.0379983
12,0.991203,1.005713,"('unsupportive', 'supportive')",-0.45289242,-0.40798593,-2.135446,-2.0330703,-0.5323785,-0.4784478,0.0539307
13,-0.035085503,-0.17524989,"('impolite', 'polite')",-0.33826822,-0.33381087,-0.87833494,-0.9322317,-0.4172296,-0.4804308,-0.0632012
14,0.57440776,0.51523805,"('antisocial', 'social')",1.0940557,1.1669167,0.5570437,0.3315764,0.7418358,0.6712437,-0.0705921
15,0.17389002,-0.0035272203,"('boring', 'funny')",0.54485935,0.35179046,0.3036241,0.1989834,0.3407911,0.1824155,-0.1583756
16,-0.21579829,-0.25185394,"('unpopular', 'popular')",-0.40668386,-0.571665,0.31825757,0.2532523,-0.1014082,-0.1900889,-0.0886807
17,0.28180805,0.25776982,"('nasty', 'nice')",-0.22554016,-0.2585506,-0.29759717,-0.3457561,-0.0804431,-0.1155123,-0.0350692
