,ryder_male,ryder_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.1340985,-0.4921632,"('unsociable', 'sociable')",0.1685832,0.059333492,-0.4019238,-0.5681301,-0.1224797,-0.3336533,-0.2111736
1,-0.9254668,-0.87227225,"('unfriendly', 'friendly')",0.18564224,0.09790734,2.007178,1.8680884,0.4224512,0.3645745,-0.0578767
2,0.69943374,0.7626659,"('unlikable', 'likable')",0.69788814,0.7002549,0.65983963,0.7517092,0.6857205,0.73821,0.0524895
3,0.33066157,0.46584916,"('repellent', 'pleasant')",0.57685417,0.7904524,-0.11352313,0.039827116,0.2646642,0.4320429,0.1673787
4,-0.5317399,-0.5140951,"('disliked', 'liked')",-0.88731277,-0.90813386,-5.7136497,-5.6911073,-2.3775675,-2.3711122,0.0064553
5,-0.9339506,-0.78737926,"('distant', 'outgoing')",-1.0361209,-1.0485077,0.31115153,0.35443467,-0.5529733,-0.4938174,0.0591559
6,-1.0510142,-0.9300936,"('distant', 'open')",-1.6690538,-1.648482,0.5902087,0.60553086,-0.7099531,-0.6576816,0.0522715
7,0.8305733,0.6896591,"('insensitive', 'sensitive')",0.36444023,0.53135467,0.8288875,0.8372384,0.6746337,0.686084,0.0114503
8,-0.6139664,-0.53150284,"('unaffectionate', 'affectionate')",-0.9485531,-0.95733577,0.69650656,0.59051454,-0.288671,-0.2994414,-0.0107704
9,-0.2909584,-0.2542984,"('unaffectionate', 'caring')",-0.24425472,-0.1430887,1.2659281,1.2599348,0.2435717,0.2875159,0.0439442
10,0.34533378,0.021941815,"('unsympathetic', 'sympathetic')",-0.74909574,-0.7124301,-0.4156708,-0.504953,-0.2731442,-0.3984804,-0.1253362
11,-0.6746072,-0.7374464,"('unhelpful', 'helpful')",0.8388475,0.8493429,1.9071506,1.9146516,0.6904636,0.675516,-0.0149476
12,0.36481783,0.27915257,"('unsupportive', 'supportive')",0.4736308,0.6110157,-1.5485299,-1.5755622,-0.2366937,-0.2284647,0.008229
13,0.49439064,0.2859908,"('impolite', 'polite')",-0.002144564,-0.10059221,0.012850516,0.011735104,0.1683655,0.0657112,-0.1026543
14,0.5378014,0.317938,"('antisocial', 'social')",0.8772436,0.9295738,-0.563421,-0.5137684,0.2838747,0.2445811,-0.0392936
15,-0.49693155,-0.6033884,"('boring', 'funny')",-1.0154909,-1.1454921,0.6582863,0.6189554,-0.2847121,-0.3766417,-0.0919296
16,-1.5918777,-1.5347997,"('unpopular', 'popular')",-0.44028392,-0.37707907,0.78010565,0.78042233,-0.417352,-0.3771522,0.0401998
17,-0.39628232,-0.30769077,"('nasty', 'nice')",-0.7407997,-0.6912701,-0.42620498,-0.40831593,-0.5210957,-0.4690922,0.0520035
18,-0.2525937,-0.2091892,"('disagreeable', 'welcoming')",0.016662769,0.07795556,-0.35551482,-0.41764745,-0.1971486,-0.1829604,0.0141882
19,-0.66275626,-0.50570977,"('inhospitable', 'hospitable')",-1.5574344,-1.6437575,0.15757227,0.12186131,-0.6875395,-0.6758687,0.0116708
20,0.62976265,0.5642571,"('rough', 'thoughtful')",0.546465,0.56433356,0.8445124,0.7758971,0.67358,0.6348292,-0.0387508
21,0.6967091,0.5666793,"('immoral', 'moral')",0.5336482,0.49785635,-0.7339572,-0.6797368,0.1654667,0.1282663,-0.0372004
22,0.24648665,0.13565226,"('untrustworthy', 'trustworthy')",0.3681085,0.29946995,-0.78458107,-0.70177156,-0.056662,-0.0888831,-0.0322211
23,1.1515462,1.1133388,"('insincere', 'sincere')",0.88653684,0.9927149,5.811433,5.8958044,2.6165053,2.6672859,0.0507806
24,1.3273422,1.2603904,"('dishonest', 'honest')",-1.0487628,-0.9870316,0.80768913,0.8299781,0.3620895,0.367779,0.0056895
25,-0.36737463,-0.16267782,"('egoistic', 'altruistic')",0.59908056,0.6821635,1.1615804,1.0769777,0.4644288,0.5321545,0.0677257
26,-0.3363316,-0.4556847,"('hardhearted', 'benevolent')",0.3332376,0.27965534,1.1744994,0.9753837,0.3904684,0.2664514,-0.124017
27,-0.8929142,-0.8667713,"('hardhearted', 'softhearted')",-0.20527227,-0.116245836,1.5061749,1.3610309,0.1359961,0.1260046,-0.0099915
28,1.1396372,1.1436512,"('disloyal', 'loyal')",0.5526695,0.64074606,1.0357465,1.0335212,0.909351,0.9393062,0.0299552
29,-0.30165097,-0.3012689,"('unfair', 'fair')",-0.27842346,-0.26963007,-0.5250865,-0.70167655,-0.368387,-0.4241919,-0.0558049
30,1.2445654,1.1287209,"('intolerant', 'tolerant')",1.4851314,1.3918117,1.3487885,1.2876936,1.3594952,1.2694087,-0.0900865
31,-1.5803683,-1.4144107,"('evil', 'good')",-0.882547,-0.92654985,-0.62284225,-0.74171793,-1.0285859,-1.0275594,0.0010265
32,-0.3528181,-0.45336238,"('unkind', 'kind')",-0.41789398,-0.414319,0.7841413,0.66455007,0.0044764,-0.0677104,-0.0721868
33,0.20942935,0.1845391,"('wrong', 'right')",-0.045230843,-0.13568904,-0.19144985,-0.23111251,-0.0090838,-0.0607542,-0.0516704
34,-0.13326667,-0.093195096,"('mean', 'honorable')",0.1652833,0.27176946,5.8470755,5.8865933,1.9596974,2.0217226,0.0620252
35,-0.7647346,-0.5185589,"('corrupt', 'incorrupt')",-1.3990644,-1.426601,-0.2827347,-0.34899527,-0.8155112,-0.7647184,0.0507928
36,-1.3431728,-1.118564,"('hostile', 'amicable')",-1.8244709,-1.9076731,0.2100882,0.092069015,-0.9858518,-0.978056,0.0077958
37,0.09303355,0.06648114,"('fake', 'genuine')",-0.12080685,-0.063059136,0.4847244,0.445167,0.152317,0.1495297,-0.0027873
38,0.083367914,0.10172818,"('untruthful', 'truthful')",-0.68771756,-0.64141494,0.3990849,0.51213723,-0.0684216,-0.0091832,0.0592384
39,1.8430241,1.8426725,"('exploitative', 'cooperative')",1.2532021,1.2759814,0.016357735,0.070619605,1.037528,1.0630911,0.0255631
40,-0.2882684,-0.20706704,"('stingy', 'generous')",0.2345359,0.44436926,-1.1573083,-1.1913774,-0.4036803,-0.3180251,0.0856552
41,0.13643894,-0.019106079,"('unforgiving', 'forgiving')",-0.57038164,-0.5956415,0.1311138,0.004039084,-0.100943,-0.2035695,-0.1026265
42,0.21038899,0.14434454,"('unreliable', 'reliable')",-1.023456,-0.9667736,-2.95013,-2.8666952,-1.254399,-1.229708,0.024691
43,0.3648653,0.17152394,"('irresponsible', 'responsible')",-0.18285188,-0.15818086,0.28953123,0.25824052,0.1571816,0.0905279,-0.0666537
44,-1.4378444,-1.3901131,"('prejudiced', 'unprejudiced')",-0.6461314,-0.67580223,-1.6667058,-1.7526176,-1.2502272,-1.2728443,-0.0226171
45,0.3886116,0.12646753,"('incompetent', 'competent')",-0.05544293,0.0014398694,-0.053112224,-0.14704877,0.0933522,-0.0063805,-0.0997327
46,0.80040306,0.63002443,"('uncompetitive', 'competitive')",0.7187607,0.7942482,-0.861601,-0.86083686,0.2191876,0.1878119,-0.0313757
47,-0.38872266,-0.351247,"('stupid', 'smart')",0.65531296,0.6738342,5.6873035,5.8175836,1.9846312,2.0467235,0.0620923
48,0.92583555,0.84021676,"('unintelligent', 'intelligent')",0.837666,0.82044435,0.7622896,0.6245459,0.8419304,0.7617357,-0.0801947
49,-0.19164053,-0.093278304,"('unable', 'able')",0.530945,0.60061777,0.2937374,0.51721406,0.211014,0.3415178,0.1305038
50,-0.5092269,-0.43311957,"('clumsy', 'skillful')",-0.17696522,-0.17647907,0.24122912,0.2608034,-0.148321,-0.1162651,0.0320559
51,0.18974046,0.016283214,"('uneducated', 'educated')",-0.34144774,-0.5387682,0.48128948,0.37355965,0.1098607,-0.0496418,-0.1595025
52,-0.63362575,-0.527888,"('irrational', 'rational')",-0.29535565,-0.33522594,0.10798431,0.08620923,-0.2736657,-0.2589682,0.0146975
53,-0.46476066,-0.36452746,"('uncreative', 'creative')",-0.1517153,-0.10399441,1.1435758,1.1300399,0.1756999,0.220506,0.0448061
54,0.20225745,0.28812182,"('incapable', 'capable')",-0.23993926,-0.31007847,1.357846,1.477412,0.4400547,0.4851518,0.0450971
55,1.2894471,0.9780024,"('incompetent', 'clever')",0.45616516,0.4230047,-0.050432004,-0.13802442,0.5650601,0.4209942,-0.1440659
56,1.7057207,1.5043018,"('impractical', 'practical')",0.61289096,0.6109718,0.106647596,0.129631,0.8084197,0.7483015,-0.0601182
57,-1.0441346,-1.248545,"('unimaginative', 'imaginative')",-0.56760406,-0.6922982,-2.419765,-2.5356193,-1.3438346,-1.4921541,-0.1483195
58,0.20950122,0.08000277,"('undiscriminating', 'discriminating')",0.17274293,0.08195395,0.048708905,-0.07582786,0.143651,0.0287096,-0.1149414
