,domination_male,domination_female,tuple,average_male,average_female,female-male
0,0.40443316,0.32654023,"('unsociable', 'sociable')",0.4044332,0.3265402,-0.077893
1,1.3604991,1.3229488,"('unfriendly', 'friendly')",1.3604991,1.3229488,-0.0375503
2,0.72066385,0.8052848,"('unlikable', 'likable')",0.7206638,0.8052848,0.084621
3,1.2139703,1.337258,"('repellent', 'pleasant')",1.2139703,1.337258,0.1232877
4,-7.0421805,-6.9792438,"('disliked', 'liked')",-7.0421805,-6.9792438,0.0629367
5,-0.18107383,-0.11952949,"('distant', 'outgoing')",-0.1810738,-0.1195295,0.0615443
6,-0.037892338,0.050904848,"('distant', 'open')",-0.0378923,0.0509048,0.0887971
7,1.7083753,1.6887778,"('insensitive', 'sensitive')",1.7083753,1.6887778,-0.0195975
8,0.8423803,0.8109463,"('unaffectionate', 'affectionate')",0.8423803,0.8109463,-0.031434
9,1.302433,1.3237364,"('unaffectionate', 'caring')",1.302433,1.3237364,0.0213034
10,1.7920042,1.7890435,"('unsympathetic', 'sympathetic')",1.7920042,1.7890435,-0.0029607
11,2.2219355,2.1922913,"('unhelpful', 'helpful')",2.2219355,2.1922913,-0.0296442
12,-0.8048054,-0.78541094,"('unsupportive', 'supportive')",-0.8048054,-0.7854109,0.0193945
13,0.50661063,0.42987606,"('impolite', 'polite')",0.5066106,0.4298761,-0.0767345
14,0.54264325,0.41436645,"('antisocial', 'social')",0.5426432,0.4143665,-0.1282767
15,0.18541951,0.17537755,"('boring', 'funny')",0.1854195,0.1753775,-0.010042
16,-0.6380784,-0.52537376,"('unpopular', 'popular')",-0.6380784,-0.5253738,0.1127046
17,-0.28239536,-0.29422033,"('nasty', 'nice')",-0.2823954,-0.2942203,-0.0118249
18,-0.14895634,-0.16898364,"('disagreeable', 'welcoming')",-0.1489563,-0.1689836,-0.0200273
19,-0.16199253,-0.10963176,"('inhospitable', 'hospitable')",-0.1619925,-0.1096318,0.0523607
20,0.7915175,0.70777583,"('rough', 'thoughtful')",0.7915175,0.7077758,-0.0837417
21,0.73174095,0.7663421,"('immoral', 'moral')",0.731741,0.7663421,0.0346011
22,0.3073941,0.20224237,"('untrustworthy', 'trustworthy')",0.3073941,0.2022424,-0.1051517
23,6.9325113,6.9062023,"('insincere', 'sincere')",6.9325113,6.9062023,-0.026309
24,2.400651,2.3330529,"('dishonest', 'honest')",2.400651,2.3330529,-0.0675981
25,0.12775406,0.04859545,"('egoistic', 'altruistic')",0.1277541,0.0485955,-0.0791586
26,-0.07142621,-0.07788422,"('hardhearted', 'benevolent')",-0.0714262,-0.0778842,-0.006458
27,1.3413382,1.2430755,"('hardhearted', 'softhearted')",1.3413382,1.2430755,-0.0982627
28,1.4162958,1.4115834,"('disloyal', 'loyal')",1.4162958,1.4115834,-0.0047124
29,-0.122170895,-0.19216979,"('unfair', 'fair')",-0.1221709,-0.1921698,-0.0699989
30,1.2968392,1.1776625,"('intolerant', 'tolerant')",1.2968392,1.1776625,-0.1191767
31,-1.6538367,-1.5786525,"('evil', 'good')",-1.6538367,-1.5786525,0.0751842
32,1.4532199,1.3323114,"('unkind', 'kind')",1.4532199,1.3323114,-0.1209085
33,-0.65788156,-0.6757789,"('wrong', 'right')",-0.6578816,-0.6757789,-0.0178973
34,4.5553555,4.6600375,"('mean', 'honorable')",4.5553555,4.6600375,0.104682
35,-1.1244068,-1.1831815,"('corrupt', 'incorrupt')",-1.1244068,-1.1831815,-0.0587747
36,-1.4185963,-1.3935382,"('hostile', 'amicable')",-1.4185963,-1.3935382,0.0250581
37,1.1560682,1.1372715,"('fake', 'genuine')",1.1560682,1.1372715,-0.0187967
38,0.2554209,0.14767507,"('untruthful', 'truthful')",0.2554209,0.1476751,-0.1077458
39,0.07747211,0.0715589,"('exploitative', 'cooperative')",0.0774721,0.0715589,-0.0059132
40,-1.0671813,-1.054887,"('stingy', 'generous')",-1.0671813,-1.0548871,0.0122942
41,-0.09544054,-0.15501949,"('unforgiving', 'forgiving')",-0.0954405,-0.1550195,-0.059579
42,-1.1779385,-1.2012291,"('unreliable', 'reliable')",-1.1779385,-1.2012291,-0.0232906
43,1.8084273,1.7101389,"('irresponsible', 'responsible')",1.8084273,1.7101389,-0.0982884
44,-1.3689903,-1.5050864,"('prejudiced', 'unprejudiced')",-1.3689903,-1.5050864,-0.1360961
45,0.9628259,0.9571111,"('incompetent', 'competent')",0.9628259,0.9571111,-0.0057148
46,0.21071656,0.22277135,"('uncompetitive', 'competitive')",0.2107166,0.2227713,0.0120547
47,5.404192,5.492087,"('stupid', 'smart')",5.404192,5.4920869,0.0878949
48,1.3513495,1.3067443,"('unintelligent', 'intelligent')",1.3513495,1.3067443,-0.0446052
49,0.5584565,0.66904587,"('unable', 'able')",0.5584565,0.6690459,0.1105894
50,0.45921573,0.57106984,"('clumsy', 'skillful')",0.4592157,0.5710698,0.1118541
51,1.2176284,1.2190425,"('uneducated', 'educated')",1.2176284,1.2190425,0.0014141
52,-0.5836845,-0.50583786,"('irrational', 'rational')",-0.5836845,-0.5058379,0.0778466
53,0.5956912,0.61308753,"('uncreative', 'creative')",0.5956912,0.6130875,0.0173963
54,1.4713866,1.5952448,"('incapable', 'capable')",1.4713866,1.5952448,0.1238582
55,1.5755116,1.5175958,"('incompetent', 'clever')",1.5755116,1.5175958,-0.0579158
56,1.2050617,1.1796939,"('impractical', 'practical')",1.2050617,1.1796939,-0.0253678
57,-2.1007876,-2.0315373,"('unimaginative', 'imaginative')",-2.1007876,-2.0315373,0.0692503
58,-0.1545837,-0.11350968,"('undiscriminating', 'discriminating')",-0.1545837,-0.1135097,0.041074
59,0.06375608,0.21225637,"('foolish', 'wise')",0.0637561,0.2122564,0.1485003
60,1.2871339,1.2239006,"('inefficient', 'efficient')",1.2871339,1.2239006,-0.0632333
61,0.6795846,0.6026564,"('illogical', 'logical')",0.6795846,0.6026564,-0.0769282
62,2.2888017,2.2902794,"('incompetent', 'brilliant')",2.2888017,2.2902794,0.0014777
63,1.7026109,1.7682498,"('unperceptive', 'insightful')",1.7026109,1.7682498,0.0656389
