,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.22327681,-0.26918995,"('unsociable', 'sociable')",-0.6169493,-0.8637614,-0.4201131,-0.5664757,-0.1463626
1,-0.46329322,-0.5207718,"('unfriendly', 'friendly')",1.6578002,1.5228257,0.5972535,0.501027,-0.0962265
2,0.9388497,0.97770786,"('unlikable', 'likable')",0.97304827,1.0999533,0.9559489,1.0388305,0.0828816
3,-0.5369666,-0.43079317,"('repellent', 'pleasant')",0.22333373,0.17976955,-0.1568165,-0.1255118,0.0313047
4,0.4734954,0.41543442,"('disliked', 'liked')",-5.714579,-5.7857428,-2.6205418,-2.6851542,-0.0646124
5,-0.37399963,-0.41787285,"('distant', 'outgoing')",-0.334561,-0.25288278,-0.3542803,-0.3353778,0.0189025
6,-0.8976413,-0.9464742,"('distant', 'open')",-0.049315285,0.028433941,-0.4734783,-0.4590201,0.0144582
7,-0.3041338,-0.19366613,"('insensitive', 'sensitive')",0.1605821,0.102819264,-0.0717759,-0.0454234,0.0263525
8,-0.71447825,-0.7785137,"('unaffectionate', 'affectionate')",0.20325366,0.22507207,-0.2556123,-0.2767208,-0.0211085
9,0.05780314,-0.0057609454,"('unaffectionate', 'caring')",0.66713357,0.63551295,0.3624684,0.314876,-0.0475924
10,-0.9855337,-0.91254735,"('unsympathetic', 'sympathetic')",-0.68958116,-0.86633766,-0.8375574,-0.8894425,-0.0518851
11,0.047843963,0.04438784,"('unhelpful', 'helpful')",1.8050712,1.8087342,0.9264576,0.926561,0.0001034
12,0.17703538,0.27958807,"('unsupportive', 'supportive')",-1.9452138,-1.9564588,-0.8840892,-0.8384354,0.0456538
13,-0.674083,-0.6544576,"('impolite', 'polite')",-0.50540704,-0.5787942,-0.589745,-0.6166259,-0.0268809
14,0.08742945,0.06772459,"('antisocial', 'social')",-0.50517565,-0.63542485,-0.2088731,-0.2838501,-0.074977
15,0.26746085,0.073457226,"('boring', 'funny')",0.6253271,0.60247993,0.446394,0.3379686,-0.1084254
16,0.32612568,0.3395157,"('unpopular', 'popular')",0.95609635,0.9114998,0.641111,0.6255077,-0.0156033
17,0.036727227,0.086985976,"('nasty', 'nice')",-0.11084322,-0.031140398,-0.037058,0.0279228,0.0649808
18,-0.7420665,-0.65425956,"('disagreeable', 'welcoming')",-0.5297555,-0.5468678,-0.635911,-0.6005636,0.0353474
19,-0.6488825,-0.671894,"('inhospitable', 'hospitable')",-0.061615773,0.081136666,-0.3552491,-0.2953787,0.0598704
