,amphenol_male,amphenol_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.58488613,-0.7608613,"('unsociable', 'sociable')",0.20942214,0.004467042,-0.187732,-0.3781971,-0.1904651
1,-0.7372723,-0.98591936,"('unfriendly', 'friendly')",1.2566241,1.1203505,0.2596759,0.0672156,-0.1924603
2,0.86825097,0.81505454,"('unlikable', 'likable')",0.81679493,0.7716835,0.842523,0.7933691,-0.0491539
3,-0.5272167,-0.51855695,"('repellent', 'pleasant')",1.1373719,1.1468258,0.3050776,0.3141344,0.0090568
4,0.28855026,0.18706416,"('disliked', 'liked')",-6.7857237,-6.881887,-3.2485867,-3.3474114,-0.0988247
5,-0.61188096,-0.59354645,"('distant', 'outgoing')",-0.8636651,-0.7740153,-0.7377731,-0.6837809,0.0539922
6,-0.72682464,-0.7104679,"('distant', 'open')",-0.82416606,-0.7459783,-0.7754954,-0.7282231,0.0472723
7,-1.3548139,-1.365442,"('insensitive', 'sensitive')",0.6405495,0.5770859,-0.3571322,-0.3941781,-0.0370459
8,-0.5589983,-0.7131376,"('unaffectionate', 'affectionate')",0.7320661,0.7105583,0.0865339,-0.0012897,-0.0878236
9,-1.0847007,-1.2011901,"('unaffectionate', 'caring')",1.1174407,1.113814,0.01637,-0.0436881,-0.0600581
10,-1.287396,-1.4064757,"('unsympathetic', 'sympathetic')",-0.27435428,-0.38835844,-0.7808751,-0.8974171,-0.116542
11,-0.6477737,-0.6538332,"('unhelpful', 'helpful')",1.475095,1.5622634,0.4136607,0.4542151,0.0405544
12,-0.42995563,-0.46809143,"('unsupportive', 'supportive')",-1.9154521,-1.9837419,-1.1727039,-1.2259166,-0.0532127
13,-1.0386894,-1.0662297,"('impolite', 'polite')",-0.80418,-0.7815985,-0.9214347,-0.9239141,-0.0024794
14,-0.33719742,-0.3325253,"('antisocial', 'social')",0.5558955,0.3598631,0.109349,0.0136689,-0.0956801
15,-0.07393117,-0.17866811,"('boring', 'funny')",0.03450245,0.03475284,-0.0197144,-0.0719576,-0.0522432
16,-0.17328517,-0.17041838,"('unpopular', 'popular')",0.23703136,0.25464255,0.0318731,0.0421121,0.010239
17,-0.17583911,-0.11046,"('nasty', 'nice')",-0.5419704,-0.47429547,-0.3589047,-0.2923777,0.066527
18,-0.36903882,-0.39827415,"('disagreeable', 'welcoming')",-0.5357339,-0.5978556,-0.4523863,-0.4980649,-0.0456786
19,-1.530258,-1.5802586,"('inhospitable', 'hospitable')",-0.68826014,-0.5813225,-1.1092591,-1.0807905,0.0284686
20,-0.3039766,-0.2695307,"('rough', 'thoughtful')",0.6842226,0.639567,0.190123,0.1850182,-0.0051048
21,-0.20731577,-0.24262568,"('immoral', 'moral')",-0.13152957,-0.14406869,-0.1694227,-0.1933472,-0.0239245
22,-0.53499925,-0.60692644,"('untrustworthy', 'trustworthy')",-0.57235277,-0.72960955,-0.553676,-0.668268,-0.114592
