,synopsys_male,synopsys_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.077157594,-0.18249549,"('unsociable', 'sociable')",-0.22251424,-0.34630483,-0.1498359,-0.2644002,-0.1145643
1,-0.8902061,-1.294056,"('unfriendly', 'friendly')",1.7965591,1.5479575,0.4531765,0.1269507,-0.3262258
2,0.11916378,0.052922703,"('unlikable', 'likable')",0.6918648,0.7465079,0.4055143,0.3997153,-0.005799
3,-0.057182554,0.08421307,"('repellent', 'pleasant')",-0.06656751,0.0060044937,-0.061875,0.0451088,0.1069838
4,-0.29668576,-0.33605084,"('disliked', 'liked')",-5.919246,-5.997947,-3.1079659,-3.1669991,-0.0590332
5,-0.6797403,-0.85854197,"('distant', 'outgoing')",0.04497297,-0.035458658,-0.3173837,-0.4470003,-0.1296166
6,-0.57234246,-0.8032323,"('distant', 'open')",0.65500903,0.54133576,0.0413333,-0.1309483,-0.1722816
7,-0.55133283,-0.5197074,"('insensitive', 'sensitive')",0.5013583,0.5247755,-0.0249873,0.0025341,0.0275214
8,-0.9483321,-1.2234224,"('unaffectionate', 'affectionate')",0.89544547,0.70224375,-0.0264433,-0.2605893,-0.234146
9,-1.1447456,-1.401997,"('unaffectionate', 'caring')",1.3325568,1.2347059,0.0939056,-0.0836455,-0.1775511
10,-1.469038,-1.4689298,"('unsympathetic', 'sympathetic')",-0.3311888,-0.3587002,-0.9001134,-0.913815,-0.0137016
11,-0.14762804,-0.19568904,"('unhelpful', 'helpful')",1.5445828,1.5750568,0.6984774,0.6896839,-0.0087935
12,-0.6104465,-0.6697215,"('unsupportive', 'supportive')",-1.6900237,-1.6954829,-1.1502351,-1.1826022,-0.0323671
13,-0.67665803,-0.72584033,"('impolite', 'polite')",-0.45303652,-0.37759143,-0.5648473,-0.5517159,0.0131314
14,0.6916216,0.79178053,"('antisocial', 'social')",-0.5862758,-0.6085737,0.0526729,0.0916034,0.0389305
15,0.31532857,0.23268096,"('boring', 'funny')",0.71602446,0.6281247,0.5156765,0.4304028,-0.0852737
16,-0.6959203,-0.73502755,"('unpopular', 'popular')",0.69531447,0.78090453,-0.0003029,0.0229385,0.0232414
17,-0.064072005,-0.07306533,"('nasty', 'nice')",-0.3427751,-0.3677469,-0.2034236,-0.2204061,-0.0169825
18,-0.025231779,-0.1433839,"('disagreeable', 'welcoming')",-0.4509884,-0.54408145,-0.2381101,-0.3437327,-0.1056226
