,envision_male,envision_female,tuple,healthcare_male,healthcare_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.8433828,-1.9497219,"('unsociable', 'sociable')",0.61356646,0.5102474,-0.21528861,-0.3929039,-0.4817017,-0.6107928,-0.1290911
1,-2.6775477,-2.606067,"('unfriendly', 'friendly')",0.7108666,0.7288311,0.97085327,1.0022829,-0.3319426,-0.291651,0.0402916
2,0.9205444,0.9496085,"('unlikable', 'likable')",1.4992607,1.5348741,1.5889267,1.6456012,1.3362439,1.3766945,0.0404506
3,-0.17498045,-0.12436233,"('repellent', 'pleasant')",-1.0565369,-0.9358579,0.67394674,0.6601322,-0.1858569,-0.1333627,0.0524942
4,-0.28290024,-0.29759946,"('disliked', 'liked')",0.4843838,0.48368075,-5.7460527,-5.8230996,-1.8481897,-1.8790061,-0.0308164
5,-1.0281738,-0.87061787,"('distant', 'outgoing')",0.46370167,0.5596719,-0.92965454,-0.8045313,-0.4980422,-0.3718258,0.1262164
6,-0.98712593,-0.8085966,"('distant', 'open')",0.24135587,0.3695774,-1.0252706,-0.890861,-0.5903469,-0.4432934,0.1470535
7,-0.55142987,-0.5862018,"('insensitive', 'sensitive')",0.28717646,0.29102904,0.2201205,0.24384473,-0.014711,-0.0171093,-0.0023983
8,-1.3817194,-1.3287001,"('unaffectionate', 'affectionate')",0.04330545,0.057571936,0.22474623,0.29563543,-0.3712226,-0.3251642,0.0460584
9,-1.3911146,-1.3804998,"('unaffectionate', 'caring')",1.3188405,1.3484354,0.96480376,1.049888,0.2975099,0.3392745,0.0417646
10,-0.6273176,-0.65754706,"('unsympathetic', 'sympathetic')",-0.34772083,-0.29134572,-0.44661614,-0.47173342,-0.4738849,-0.4735421,0.0003428
11,-0.54688597,-0.5910401,"('unhelpful', 'helpful')",0.48699856,0.4516574,1.8065448,1.7904056,0.5822191,0.550341,-0.0318781
12,-0.29097766,-0.17658336,"('unsupportive', 'supportive')",2.1465728,2.3131137,-1.5654429,-1.4622767,0.0967174,0.2247512,0.1280338
13,-0.38690692,-0.4689469,"('impolite', 'polite')",0.51833194,0.48390606,-0.51295435,-0.58166987,-0.1271764,-0.1889036,-0.0617272
14,-0.24917693,-0.2893853,"('antisocial', 'social')",0.5690392,0.50317335,0.30364802,0.10985474,0.2078368,0.1078809,-0.0999559
15,0.36602974,0.2539099,"('boring', 'funny')",0.7283462,0.6143011,-0.04316999,-0.07443942,0.350402,0.2645905,-0.0858115
16,-0.943786,-0.96949106,"('unpopular', 'popular')",-0.10402894,-0.04704871,0.10955105,0.03129816,-0.3127546,-0.3284139,-0.0156593
17,-0.38618144,-0.36306512,"('nasty', 'nice')",-0.6558831,-0.5789428,-0.49408752,-0.45456734,-0.5120507,-0.4655251,0.0465256
