,ketch_male,ketch_female,tuple,average_male,average_female,female-male
0,-0.22419235,-0.28214657,"('unsociable', 'sociable')",-0.2241924,-0.2821466,-0.0579542
1,-0.08506346,-0.12309556,"('unfriendly', 'friendly')",-0.0850635,-0.1230956,-0.0380321
2,0.48401207,0.5000432,"('unlikable', 'likable')",0.4840121,0.5000432,0.0160311
3,-1.0036719,-0.84510404,"('repellent', 'pleasant')",-1.0036719,-0.845104,0.1585679
4,-1.2582835,-1.1740116,"('disliked', 'liked')",-1.2582835,-1.1740116,0.0842719
5,-0.168252,-0.26607016,"('distant', 'outgoing')",-0.168252,-0.2660702,-0.0978182
6,-0.055002853,-0.2397353,"('distant', 'open')",-0.0550029,-0.2397353,-0.1847324
7,-0.33063728,-0.18310505,"('insensitive', 'sensitive')",-0.3306373,-0.1831051,0.1475322
8,0.08215875,-0.15103053,"('unaffectionate', 'affectionate')",0.0821588,-0.1510305,-0.2331893
9,-0.18465702,-0.3452659,"('unaffectionate', 'caring')",-0.184657,-0.3452659,-0.1606089
10,-0.8023282,-0.7638079,"('unsympathetic', 'sympathetic')",-0.8023282,-0.7638079,0.0385203
11,-0.5923474,-0.3707416,"('unhelpful', 'helpful')",-0.5923474,-0.3707416,0.2216058
12,-0.8112176,-0.69826704,"('unsupportive', 'supportive')",-0.8112176,-0.698267,0.1129506
13,-0.995971,-0.844279,"('impolite', 'polite')",-0.995971,-0.844279,0.151692
14,0.6505696,0.67273444,"('antisocial', 'social')",0.6505696,0.6727344,0.0221648
15,1.6503863,1.4355495,"('boring', 'funny')",1.6503863,1.4355495,-0.2148368
16,-0.51016396,-0.62252384,"('unpopular', 'popular')",-0.510164,-0.6225238,-0.1123598
17,0.107800476,0.10578698,"('nasty', 'nice')",0.1078005,0.105787,-0.0020135
18,-0.1751791,-0.06959338,"('disagreeable', 'welcoming')",-0.1751791,-0.0695934,0.1055857
19,-1.8468382,-1.723819,"('inhospitable', 'hospitable')",-1.8468382,-1.723819,0.1230192
20,-0.2216864,-0.19245692,"('rough', 'thoughtful')",-0.2216864,-0.1924569,0.0292295
21,-1.2759987,-1.1232281,"('immoral', 'moral')",-1.2759987,-1.1232281,0.1527706
22,0.13100022,0.33853772,"('untrustworthy', 'trustworthy')",0.1310002,0.3385377,0.2075375
23,0.57340086,0.73132485,"('insincere', 'sincere')",0.5734009,0.7313249,0.157924
24,-0.21278127,-0.09227664,"('dishonest', 'honest')",-0.2127813,-0.0922766,0.1205047
25,0.5380427,0.3679643,"('egoistic', 'altruistic')",0.5380427,0.3679643,-0.1700784
26,1.2682854,0.9961656,"('hardhearted', 'benevolent')",1.2682854,0.9961656,-0.2721198
27,0.9193435,0.73792213,"('hardhearted', 'softhearted')",0.9193435,0.7379221,-0.1814214
28,-0.34964257,-0.35858813,"('disloyal', 'loyal')",-0.3496426,-0.3585881,-0.0089455
29,-0.78937876,-0.71571,"('unfair', 'fair')",-0.7893788,-0.71571,0.0736688
30,-0.19730973,0.06859468,"('intolerant', 'tolerant')",-0.1973097,0.0685947,0.2659044
31,0.063282385,0.1046889,"('evil', 'good')",0.0632824,0.1046889,0.0414065
32,-0.135346,-0.33110207,"('unkind', 'kind')",-0.135346,-0.3311021,-0.1957561
33,0.0654632,0.06892348,"('wrong', 'right')",0.0654632,0.0689235,0.0034603
34,0.66855067,0.95795333,"('mean', 'honorable')",0.6685507,0.9579533,0.2894026
35,0.51074916,0.19110832,"('corrupt', 'incorrupt')",0.5107492,0.1911083,-0.3196409
36,0.71773094,0.61699015,"('hostile', 'amicable')",0.7177309,0.6169901,-0.1007408
37,-0.38885862,-0.3099047,"('fake', 'genuine')",-0.3888586,-0.3099047,0.0789539
38,-0.93113136,-0.851655,"('untruthful', 'truthful')",-0.9311314,-0.851655,0.0794764
39,0.37476766,0.5202843,"('exploitative', 'cooperative')",0.3747677,0.5202843,0.1455166
40,-0.14558806,-0.11478971,"('stingy', 'generous')",-0.1455881,-0.1147897,0.0307984
41,0.8913591,1.0569744,"('unforgiving', 'forgiving')",0.8913591,1.0569744,0.1656153
42,-0.27832782,-0.16036509,"('unreliable', 'reliable')",-0.2783278,-0.1603651,0.1179627
43,-0.6643928,-0.5445723,"('irresponsible', 'responsible')",-0.6643928,-0.5445723,0.1198205
44,-0.528988,-0.36763602,"('prejudiced', 'unprejudiced')",-0.528988,-0.367636,0.161352
45,0.44947892,0.5280756,"('incompetent', 'competent')",0.4494789,0.5280756,0.0785967
46,-0.846931,-0.7452785,"('uncompetitive', 'competitive')",-0.846931,-0.7452785,0.1016525
47,1.9663973,1.9026493,"('stupid', 'smart')",1.9663973,1.9026493,-0.063748
48,-0.65506,-0.5179606,"('unintelligent', 'intelligent')",-0.65506,-0.5179606,0.1370994
49,-0.28341097,-0.098762214,"('unable', 'able')",-0.283411,-0.0987622,0.1846488
50,-0.4028741,-0.5849934,"('clumsy', 'skillful')",-0.4028741,-0.5849934,-0.1821193
51,-1.0886652,-1.0981295,"('uneducated', 'educated')",-1.0886652,-1.0981295,-0.0094643
52,0.26909572,0.09709604,"('irrational', 'rational')",0.2690957,0.097096,-0.1719997
53,-1.0654223,-1.0950023,"('uncreative', 'creative')",-1.0654223,-1.0950023,-0.02958
54,-0.05851861,-0.12232447,"('incapable', 'capable')",-0.0585186,-0.1223245,-0.0638059
55,0.4239928,0.587875,"('incompetent', 'clever')",0.4239928,0.587875,0.1638822
56,-0.59593445,-0.36472887,"('impractical', 'practical')",-0.5959345,-0.3647289,0.2312056
57,-0.5756885,-0.50775224,"('unimaginative', 'imaginative')",-0.5756885,-0.5077522,0.0679363
58,0.5150266,0.4503134,"('undiscriminating', 'discriminating')",0.5150266,0.4503134,-0.0647132
59,-0.1015334,-0.11524954,"('foolish', 'wise')",-0.1015334,-0.1152495,-0.0137161
60,-0.8450863,-0.5433277,"('inefficient', 'efficient')",-0.8450863,-0.5433277,0.3017586
61,-0.5176149,-0.58894217,"('illogical', 'logical')",-0.5176149,-0.5889422,-0.0713273
62,-0.15031299,0.096653275,"('incompetent', 'brilliant')",-0.150313,0.0966533,0.2469663
