,eastman_male,eastman_female,tuple,chemical_male,chemical_female,co_male,co_female,average_male,average_female,female-male
0,-1.0990434,-1.0962571,"('unsociable', 'sociable')",0.25511488,0.12203893,0.099274114,-0.08216895,-0.2482181,-0.352129,-0.1039109
1,1.6759444,1.66051,"('unfriendly', 'friendly')",1.3513532,1.2104542,1.7619554,1.6404623,1.5964176,1.5038088,-0.0926088
2,0.57234854,0.67890567,"('unlikable', 'likable')",0.71978855,0.745876,0.95118135,1.0669339,0.7477729,0.8305718,0.0827989
3,-1.0201769,-0.8781242,"('repellent', 'pleasant')",-1.6082771,-1.5726968,0.36068904,0.37753785,-0.7559217,-0.6910944,0.0648273
4,0.46766648,0.36197436,"('disliked', 'liked')",-0.08351586,-0.11505352,-6.804473,-6.7233877,-2.1401075,-2.1588222,-0.0187147
5,1.4215139,1.321425,"('distant', 'outgoing')",0.23547524,0.22256505,-0.58065873,-0.46048117,0.3587768,0.3611696,0.0023928
6,1.3120667,1.2744133,"('distant', 'open')",0.22984263,0.25620532,-0.3301984,-0.19602162,0.4039036,0.4448657,0.0409621
7,-0.8493201,-0.7716769,"('insensitive', 'sensitive')",-0.6999561,-0.635543,0.09024139,0.0073218914,-0.4863449,-0.4666327,0.0197122
8,1.0486684,0.98336446,"('unaffectionate', 'affectionate')",0.9628098,0.90034604,0.6558367,0.5617493,0.889105,0.8151533,-0.0739517
9,1.3535775,1.3078384,"('unaffectionate', 'caring')",0.9147941,0.87235147,0.94144696,0.8361175,1.0699395,1.0054358,-0.0645037
10,-0.97823924,-0.8678163,"('unsympathetic', 'sympathetic')",-1.031835,-1.058671,0.095072806,-0.11061609,-0.6383338,-0.6790345,-0.0407007
11,-1.1065558,-1.1163689,"('unhelpful', 'helpful')",-0.07036942,-0.09789953,2.1497424,1.9706562,0.3242724,0.2521292,-0.0721432
12,0.7264224,0.78579056,"('unsupportive', 'supportive')",0.75074804,0.7814915,-1.7389677,-1.7610314,-0.0872657,-0.0645831,0.0226826
13,-1.6141579,-1.6390089,"('impolite', 'polite')",-0.60405374,-0.6174797,-0.31633276,-0.3616403,-0.8448482,-0.8727096,-0.0278614
14,-0.66703707,-0.7276524,"('antisocial', 'social')",-0.34005627,-0.45498705,0.036400244,-0.08455715,-0.3235644,-0.4223988,-0.0988344
15,1.146812,0.9862266,"('boring', 'funny')",0.17133062,0.10198784,0.6583131,0.64756274,0.6588186,0.5785924,-0.0802262
16,-0.37471852,-0.39304683,"('unpopular', 'popular')",-0.51091635,-0.47047132,0.13445067,0.088342816,-0.2503947,-0.2583918,-0.0079971
17,-0.52006674,-0.5870329,"('nasty', 'nice')",-0.5587517,-0.5316852,-0.40764245,-0.37577972,-0.495487,-0.498166,-0.002679
18,0.9496364,0.9574184,"('disagreeable', 'welcoming')",0.1421107,0.08392794,-0.9294424,-0.9435668,0.0541015,0.0325932,-0.0215083
19,0.25644925,0.24061766,"('inhospitable', 'hospitable')",-0.54549766,-0.5580681,-0.13907647,-0.08971453,-0.1427083,-0.1357217,0.0069866
20,0.13303438,0.19733614,"('rough', 'thoughtful')",0.23532304,0.30743107,0.5486458,0.5589728,0.3056677,0.35458,0.0489123
21,-2.0866497,-2.067925,"('immoral', 'moral')",-1.081635,-1.1182977,-1.1093585,-1.1276569,-1.4258811,-1.4379598,-0.0120787
22,-1.2613733,-1.2179571,"('untrustworthy', 'trustworthy')",-1.1028206,-1.1660496,-0.92727697,-0.96681774,-1.097157,-1.1169415,-0.0197845
23,-0.4071718,-0.32641882,"('insincere', 'sincere')",-0.30546474,-0.30708364,5.654084,5.430385,1.6471492,1.5989609,-0.0481883
24,-0.114805505,-0.08042666,"('dishonest', 'honest')",-0.5954638,-0.58409697,0.5932108,0.5116373,-0.0390195,-0.0509621,-0.0119426
25,0.38967553,0.3904931,"('egoistic', 'altruistic')",0.84753937,0.8077406,1.060129,1.0587099,0.7657813,0.7523146,-0.0134667
26,2.9370508,2.7823095,"('hardhearted', 'benevolent')",1.9702431,1.8383553,2.3580692,2.2193868,2.4217876,2.2800172,-0.1417704
27,0.44625443,0.47019145,"('hardhearted', 'softhearted')",-0.858692,-0.88043237,0.6478471,0.5868984,0.0784699,0.0588858,-0.0195841
28,-0.29254416,-0.3827638,"('disloyal', 'loyal')",0.6173318,0.49648857,1.2095441,0.9660548,0.5114439,0.3599265,-0.1515174
29,-0.9221554,-0.93148375,"('unfair', 'fair')",-0.8657371,-0.81445056,-1.1985543,-1.23104,-0.9954823,-0.9923247,0.0031576
30,-0.763746,-0.80222994,"('intolerant', 'tolerant')",-0.62656397,-0.76058525,0.10691413,0.04160228,-0.4277986,-0.507071,-0.0792724
31,0.6727207,0.7266819,"('evil', 'good')",0.02210697,0.09423797,-1.2202384,-1.1249554,-0.1751369,-0.1013452,0.0737917
32,-0.31387168,-0.40260407,"('unkind', 'kind')",0.25509208,0.1873851,0.98682165,0.73740363,0.3093474,0.1740616,-0.1352858
33,1.6006913,1.4999763,"('wrong', 'right')",1.2876137,1.2495494,-0.27529028,-0.22188066,0.871005,0.8425483,-0.0284567
34,-0.28293407,-0.15398277,"('mean', 'honorable')",-0.6193938,-0.55735385,4.9074636,4.973826,1.3350452,1.4208298,0.0857846
35,1.2918646,1.1068302,"('corrupt', 'incorrupt')",-0.014278852,-0.043222994,-0.4629543,-0.44378322,0.2715438,0.206608,-0.0649358
36,1.7026358,1.6171424,"('hostile', 'amicable')",-0.3951122,-0.45944995,-0.065968215,-0.15771356,0.4138518,0.3333263,-0.0805255
37,-0.37625253,-0.3027246,"('fake', 'genuine')",-0.53820854,-0.4505651,-0.05475869,-0.008703444,-0.3230732,-0.2539977,0.0690755
38,-0.76299983,-0.7611728,"('untruthful', 'truthful')",0.028080257,0.0045644715,0.03320179,0.08382507,-0.2339059,-0.2242611,0.0096448
