,smoke_male,smoke_female,tuple,average_male,average_female,female-male
0,0.0025284402,-0.12919721,"('unsociable', 'sociable')",0.0025284,-0.1291972,-0.1317256
1,1.2147822,1.2373745,"('unfriendly', 'friendly')",1.2147822,1.2373745,0.0225923
2,-0.114369474,-0.023699597,"('unlikable', 'likable')",-0.1143695,-0.0236996,0.0906699
3,0.69691676,0.72545105,"('repellent', 'pleasant')",0.6969168,0.7254511,0.0285343
4,-7.0965376,-7.2144923,"('disliked', 'liked')",-7.0965376,-7.2144923,-0.1179547
5,-0.895403,-0.8055916,"('distant', 'outgoing')",-0.895403,-0.8055916,0.0898114
6,-0.3449475,-0.32004994,"('distant', 'open')",-0.3449475,-0.3200499,0.0248976
7,0.9936736,1.0378456,"('insensitive', 'sensitive')",0.9936736,1.0378456,0.044172
8,1.1066374,1.0546843,"('unaffectionate', 'affectionate')",1.1066374,1.0546843,-0.0519531
9,1.4462113,1.477823,"('unaffectionate', 'caring')",1.4462113,1.477823,0.0316117
10,1.241937,1.1894875,"('unsympathetic', 'sympathetic')",1.241937,1.1894875,-0.0524495
11,1.622493,1.6648036,"('unhelpful', 'helpful')",1.622493,1.6648036,0.0423106
12,-1.4437807,-1.4546303,"('unsupportive', 'supportive')",-1.4437807,-1.4546303,-0.0108496
13,-0.30366707,-0.36917248,"('impolite', 'polite')",-0.3036671,-0.3691725,-0.0655054
14,0.19383109,0.13221052,"('antisocial', 'social')",0.1938311,0.1322105,-0.0616206
15,-0.003079703,-0.034638833,"('boring', 'funny')",-0.0030797,-0.0346388,-0.0315591
16,-0.56513727,-0.47605693,"('unpopular', 'popular')",-0.5651373,-0.4760569,0.0890804
17,-0.6940712,-0.5792121,"('nasty', 'nice')",-0.6940712,-0.5792121,0.1148591
18,-0.34416136,-0.3730095,"('disagreeable', 'welcoming')",-0.3441614,-0.3730095,-0.0288481
19,-0.7434947,-0.7310237,"('inhospitable', 'hospitable')",-0.7434947,-0.7310237,0.012471
20,0.8931104,0.86906016,"('rough', 'thoughtful')",0.8931104,0.8690602,-0.0240502
21,-0.16160543,-0.1475069,"('immoral', 'moral')",-0.1616054,-0.1475069,0.0140985
22,-0.49904397,-0.5661523,"('untrustworthy', 'trustworthy')",-0.499044,-0.5661523,-0.0671083
23,6.1930676,6.2758937,"('insincere', 'sincere')",6.1930676,6.2758937,0.0828261
24,1.6211369,1.4953206,"('dishonest', 'honest')",1.6211369,1.4953206,-0.1258163
25,0.78608054,0.75318235,"('egoistic', 'altruistic')",0.7860805,0.7531824,-0.0328981
26,0.8517342,0.83591664,"('hardhearted', 'benevolent')",0.8517342,0.8359166,-0.0158176
27,1.6934499,1.5729014,"('hardhearted', 'softhearted')",1.6934499,1.5729014,-0.1205485
28,0.9796688,0.94287163,"('disloyal', 'loyal')",0.9796688,0.9428716,-0.0367972
29,-1.0023822,-1.079803,"('unfair', 'fair')",-1.0023822,-1.079803,-0.0774208
