,hp_male,hp_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.13737015,-0.25105855,"('unsociable', 'sociable')",-0.3428661,-0.47179624,-0.2401181,-0.3614274,-0.1213093
1,1.2877883,1.1426353,"('unfriendly', 'friendly')",1.409816,1.2339299,1.3488021,1.1882826,-0.1605195
2,0.6118233,0.7293558,"('unlikable', 'likable')",0.39390236,0.40914932,0.5028628,0.5692526,0.0663898
3,-0.044538397,0.12786429,"('repellent', 'pleasant')",0.5623936,0.649768,0.2589276,0.3888161,0.1298885
4,-0.40557462,-0.47965086,"('disliked', 'liked')",-5.689027,-5.8531747,-3.0473008,-3.1664128,-0.119112
5,0.3890084,0.35839522,"('distant', 'outgoing')",-0.47085935,-0.51675814,-0.0409255,-0.0791815,-0.038256
6,0.25733986,0.23843166,"('distant', 'open')",-0.2639353,-0.30333328,-0.0032977,-0.0324508,-0.0291531
7,-0.59569925,-0.5501281,"('insensitive', 'sensitive')",0.39311287,0.45272353,-0.1012932,-0.0487023,0.0525909
8,-0.083307974,-0.15681516,"('unaffectionate', 'affectionate')",0.4254864,0.31454796,0.1710892,0.0788664,-0.0922228
9,0.8304301,0.82221854,"('unaffectionate', 'caring')",0.8374883,0.7658322,0.8339592,0.7940254,-0.0399338
10,-0.6037617,-0.58557415,"('unsympathetic', 'sympathetic')",-0.49317008,-0.4792916,-0.5484658,-0.5324329,0.0160329
11,0.14062084,0.17167601,"('unhelpful', 'helpful')",1.8897859,1.9258434,1.0152034,1.0487597,0.0335563
12,0.5461518,0.6429264,"('unsupportive', 'supportive')",-1.4628825,-1.4621379,-0.4583654,-0.4096058,0.0487596
13,-1.0305823,-1.1269848,"('impolite', 'polite')",-0.53314596,-0.551222,-0.7818642,-0.8391035,-0.0572393
14,-0.35644892,-0.31893528,"('antisocial', 'social')",-0.64731604,-0.6528422,-0.5018825,-0.4858887,0.0159938
15,-0.0049259905,-0.050381027,"('boring', 'funny')",0.091325864,0.08966036,0.0431999,0.0196397,-0.0235602
16,-0.654962,-0.7049366,"('unpopular', 'popular')",0.7102545,0.7445111,0.0276462,0.0197873,-0.0078589
17,0.04538211,0.06627609,"('nasty', 'nice')",-0.49193913,-0.43797538,-0.2232785,-0.1858496,0.0374289
18,-0.93777514,-1.0066177,"('disagreeable', 'welcoming')",-0.4373974,-0.50668174,-0.6875862,-0.7566497,-0.0690635
19,0.29237717,0.26982164,"('inhospitable', 'hospitable')",0.09215338,0.07037831,0.1922653,0.1701,-0.0221653
20,0.51692593,0.5303827,"('rough', 'thoughtful')",1.286416,1.289521,0.901671,0.9099518,0.0082808
21,0.39756167,0.40451944,"('immoral', 'moral')",-0.2572384,-0.21794187,0.0701616,0.0932888,0.0231272
22,0.21516672,0.2385206,"('untrustworthy', 'trustworthy')",-0.9087358,-0.89407384,-0.3467845,-0.3277766,0.0190079
23,0.9908736,0.9816684,"('insincere', 'sincere')",5.583488,5.620074,3.2871809,3.3008711,0.0136902
24,0.22511873,0.302895,"('dishonest', 'honest')",0.63367486,0.63656586,0.4293968,0.4697304,0.0403336
25,0.6074536,0.5755205,"('egoistic', 'altruistic')",1.2559547,1.2587625,0.9317042,0.9171415,-0.0145627
26,1.4865425,1.3484753,"('hardhearted', 'benevolent')",1.4127947,1.2118301,1.4496686,1.2801528,-0.1695158
27,-0.100267574,-0.11524176,"('hardhearted', 'softhearted')",0.9641807,0.91775805,0.4319566,0.4012581,-0.0306985
28,-0.66737705,-0.7870226,"('disloyal', 'loyal')",0.9278454,0.82294935,0.1302342,0.0179634,-0.1122708
29,-0.1288961,-0.16942394,"('unfair', 'fair')",-0.31033003,-0.42591837,-0.2196131,-0.2976711,-0.078058
30,0.45197803,0.44731778,"('intolerant', 'tolerant')",0.7728401,0.71858865,0.6124091,0.5829532,-0.0294559
31,-0.18603024,-0.26235473,"('evil', 'good')",-0.8711573,-0.91698736,-0.5285938,-0.589671,-0.0610772
32,0.45052454,0.4604361,"('unkind', 'kind')",0.79519475,0.68095636,0.6228597,0.5706962,-0.0521635
33,0.70145,0.52303195,"('wrong', 'right')",-0.3870747,-0.47549334,0.1571876,0.0237693,-0.1334183
34,1.0291296,1.2448343,"('mean', 'honorable')",6.0365124,6.238452,3.5328209,3.7416432,0.2088223
35,-0.28612986,-0.38762638,"('corrupt', 'incorrupt')",-0.14339598,-0.20724669,-0.2147629,-0.2974365,-0.0826736
36,-0.30875468,-0.45684782,"('hostile', 'amicable')",-0.12624803,-0.29518038,-0.2175014,-0.3760141,-0.1585127
37,0.027658664,0.16094387,"('fake', 'genuine')",0.2959724,0.39166468,0.1618155,0.2763043,0.1144888
38,-0.40965787,-0.44246244,"('untruthful', 'truthful')",0.22629145,0.27973717,-0.0916832,-0.0813626,0.0103206
39,1.4115576,1.5298773,"('exploitative', 'cooperative')",0.058979094,0.062115565,0.7352684,0.7959964,0.060728
40,-0.5828315,-0.5935594,"('stingy', 'generous')",-1.279008,-1.3241616,-0.9309198,-0.9588605,-0.0279407
41,0.19429937,0.06822201,"('unforgiving', 'forgiving')",-0.03420335,-0.17084312,0.080048,-0.0513106,-0.1313586
42,-1.6051319,-1.4424387,"('unreliable', 'reliable')",-3.61898,-3.5103657,-2.6120558,-2.4764023,0.1356535
43,-0.37034276,-0.22778866,"('irresponsible', 'responsible')",0.2739172,0.36705306,-0.0482128,0.0696322,0.117845
44,-1.666483,-1.6047801,"('prejudiced', 'unprejudiced')",-1.6718429,-1.6358918,-1.669163,-1.6203359,0.0488271
45,-0.4774197,-0.4752898,"('incompetent', 'competent')",-0.43723255,-0.42234692,-0.4573261,-0.4488184,0.0085077
46,-0.17597482,-0.13231349,"('uncompetitive', 'competitive')",0.07200155,0.006362565,-0.0519866,-0.0629755,-0.0109889
47,0.36907622,0.47778842,"('stupid', 'smart')",4.484418,4.662572,2.4267471,2.5701802,0.1434331
48,0.6092218,0.5696152,"('unintelligent', 'intelligent')",0.67167044,0.6342285,0.6404461,0.6019219,-0.0385242
49,0.6220594,0.6980647,"('unable', 'able')",-0.13542192,-0.07111187,0.2433187,0.3134764,0.0701577
50,-0.6682131,-0.70910007,"('clumsy', 'skillful')",0.2836743,0.25690174,-0.1922694,-0.2260992,-0.0338298
51,-0.2113298,-0.31973696,"('uneducated', 'educated')",1.4732637,1.364852,0.630967,0.5225575,-0.1084095
52,0.6962897,0.48041552,"('irrational', 'rational')",-0.16396219,-0.3036565,0.2661638,0.0883795,-0.1777843
53,1.139272,1.1145561,"('uncreative', 'creative')",0.5095749,0.45678094,0.8244234,0.7856685,-0.0387549
54,0.7555057,0.6761522,"('incapable', 'capable')",0.99896264,1.0343101,0.8772342,0.8552312,-0.022003
55,-0.3160118,-0.24217956,"('incompetent', 'clever')",0.15873644,0.1894455,-0.0786377,-0.026367,0.0522707
56,0.60257214,0.6796039,"('impractical', 'practical')",-0.38875455,-0.31314456,0.1069088,0.1832297,0.0763209
57,-0.7983615,-0.86936706,"('unimaginative', 'imaginative')",-2.5072153,-2.6105864,-1.6527884,-1.7399768,-0.0871884
58,0.54468274,0.44401982,"('undiscriminating', 'discriminating')",0.44797927,0.30649474,0.496331,0.3752573,-0.1210737
59,0.6723797,0.6459738,"('foolish', 'wise')",0.41400677,0.42564732,0.5431932,0.5358106,-0.0073826
60,0.55532134,0.6752407,"('inefficient', 'efficient')",-0.02239616,0.06461322,0.2664626,0.369927,0.1034644
61,1.4619356,1.3053927,"('illogical', 'logical')",0.5388835,0.36791778,1.0004096,0.8366553,-0.1637543
62,0.48440328,0.6318791,"('incompetent', 'brilliant')",0.37573487,0.5883975,0.4300691,0.6101383,0.1800692
63,0.54273635,0.5702803,"('unperceptive', 'insightful')",1.2139194,1.2591472,0.8783278,0.9147137,0.0363859
64,-0.6226815,-0.61198455,"('shy', 'confident')",-6.1576104,-6.192785,-3.390146,-3.4023848,-0.0122388
65,-0.33289886,-0.3760801,"('insecure', 'secure')",-0.88732314,-0.8364159,-0.610111,-0.606248,0.003863
66,-1.3942789,-1.3676794,"('inactive', 'active')",0.7847554,0.78259,-0.3047617,-0.2925447,0.012217
67,-0.13836525,-0.22312918,"('doubtful', 'determined')",-0.58142877,-0.5868592,-0.359897,-0.4049942,-0.0450972
68,-0.4752348,-0.48727918,"('dependent', 'independent')",0.08255299,0.0793003,-0.1963409,-0.2039894,-0.0076485
69,0.18015082,0.18573841,"('lazy', 'industrious')",-0.46708244,-0.42588264,-0.1434658,-0.1200721,0.0233937
70,-1.4378374,-1.2917284,"('lethargic', 'energetic')",0.58577895,0.67766297,-0.4260292,-0.3070327,0.1189965
71,1.2883466,1.2834504,"('diffident', 'self-confident')",0.43912622,0.39376736,0.8637365,0.8386089,-0.0251276
72,1.016787,1.1096832,"('unambitious', 'ambitious')",-1.027735,-1.0538481,-0.005474,0.0279175,0.0333915
73,0.28424856,0.350431,"('helpless', 'self-reliant')",-2.868841,-2.845042,-1.2922962,-1.2473055,0.0449907
74,0.703694,0.6711743,"('undedicated', 'dedicated')",0.23082504,0.16185743,0.4672595,0.4165159,-0.0507436
75,-0.3655214,-0.32363707,"('meek', 'impulsive')",-0.24085434,-0.17556441,-0.3031879,-0.2496007,0.0535872
76,-0.5967586,-0.36882457,"('anxious', 'daring')",-0.20599759,-0.03877289,-0.4013781,-0.2037987,0.1975794
77,0.11871402,0.23226061,"('unmotivated', 'motivated')",-0.69792014,-0.52191246,-0.2896031,-0.1448259,0.1447772
78,0.38625783,0.36207047,"('nonresilient', 'resilient')",0.69946927,0.7565674,0.5428635,0.559319,0.0164555
79,-0.5922007,-0.64704907,"('wavering', 'unwavering')",0.1091931,0.14904247,-0.2415038,-0.2490033,-0.0074995
80,-0.6218136,-0.60074645,"('dominated', 'dominating')",-0.8325112,-0.75497746,-0.7271624,-0.6778619,0.0493005
81,-1.294837,-1.237133,"('submissive', 'aggressive')",-1.2264949,-1.1178727,-1.2606659,-1.1775029,0.083163
82,-0.12021467,-0.083441004,"('poor', 'rich')",5.519771,5.6217885,2.6997783,2.7691739,0.0693956
83,0.9233622,0.9128926,"('powerless', 'powerful')",-0.36024767,-0.46805057,0.2815573,0.222421,-0.0591363
84,1.4866663,1.4006627,"('inferior', 'superior')",1.0370562,1.0305642,1.2618613,1.2156134,-0.0462479
85,0.9071301,0.85971206,"('insignificant', 'prestigious')",0.89179575,0.9234968,0.8994629,0.8916044,-0.0078585
86,1.3595301,1.1834388,"('uninfluential', 'influential')",0.5792084,0.3540851,0.9693692,0.7687619,-0.2006073
