,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.60712415,0.6091386,"('unsociable', 'sociable')",-0.12022032,-0.27633828,0.2434519,0.1664002,-0.0770517
1,-1.2684971,-1.3889022,"('unfriendly', 'friendly')",1.36466,1.2288266,0.0480815,-0.0800378,-0.1281193
2,0.6769273,0.62915194,"('unlikable', 'likable')",0.6252904,0.6221089,0.6511089,0.6256304,-0.0254785
3,-0.14140221,0.09915377,"('repellent', 'pleasant')",0.47983894,0.49460387,0.1692184,0.2968788,0.1276604
4,-0.65964127,-0.8400688,"('disliked', 'liked')",-6.4340134,-6.5656085,-3.5468273,-3.7028387,-0.1560114
5,-1.6298602,-1.7962488,"('distant', 'outgoing')",-0.4559723,-0.5032285,-1.0429163,-1.1497387,-0.1068224
6,-2.1091747,-2.216105,"('distant', 'open')",-0.45530325,-0.54026407,-1.282239,-1.3781846,-0.0959456
7,0.2984933,0.49104744,"('insensitive', 'sensitive')",0.09869907,0.10002467,0.1985962,0.295536,0.0969398
8,-1.4879916,-1.6421835,"('unaffectionate', 'affectionate')",0.7804094,0.70402855,-0.3537911,-0.4690775,-0.1152864
9,-1.2719799,-1.3128293,"('unaffectionate', 'caring')",0.9636679,0.912519,-0.154156,-0.2001551,-0.0459991
10,0.4176503,0.64704686,"('unsympathetic', 'sympathetic')",-0.64354384,-0.69020444,-0.1129468,-0.0215788,0.091368
11,0.84865487,1.0360901,"('unhelpful', 'helpful')",1.3767213,1.5025699,1.1126881,1.26933,0.1566419
12,0.099630736,0.34028402,"('unsupportive', 'supportive')",-2.09137,-2.0966687,-0.9958697,-0.8781924,0.1176773
13,0.75964737,0.7962842,"('impolite', 'polite')",-0.9982816,-0.9618684,-0.1193171,-0.0827921,0.036525
14,1.2820938,1.3649485,"('antisocial', 'social')",-0.014980647,-0.092570744,0.6335565,0.6361889,0.0026324
15,0.24979159,0.14143665,"('boring', 'funny')",-0.024136508,0.0011798246,0.1128275,0.0713082,-0.0415193
16,-1.1903341,-1.2759429,"('unpopular', 'popular')",0.21147792,0.13758788,-0.4894281,-0.5691775,-0.0797494
17,-0.4928032,-0.45275214,"('nasty', 'nice')",-0.56358767,-0.50101435,-0.5281954,-0.4768832,0.0513122
18,-0.5302699,-0.50966394,"('disagreeable', 'welcoming')",-0.48408428,-0.58742803,-0.5071771,-0.548546,-0.0413689
19,-1.4064987,-1.4716777,"('inhospitable', 'hospitable')",-0.5570136,-0.5263412,-0.9817561,-0.9990094,-0.0172533
20,0.2628707,0.32707864,"('rough', 'thoughtful')",1.0647892,1.0585955,0.6638299,0.6928371,0.0290072
21,1.6134574,1.7571812,"('immoral', 'moral')",-0.40911055,-0.4071033,0.6021734,0.6750389,0.0728655
22,1.0659918,1.11095,"('untrustworthy', 'trustworthy')",-0.9240613,-1.0019946,0.0709652,0.0544777,-0.0164875
23,0.3337967,0.5011461,"('insincere', 'sincere')",5.129963,5.138077,2.7318797,2.8196115,0.0877318
24,0.46089256,0.50642323,"('dishonest', 'honest')",0.34009618,0.32979777,0.4004944,0.4181105,0.0176161
25,-0.32707697,-0.4463136,"('egoistic', 'altruistic')",1.3860185,1.379144,0.5294708,0.4664152,-0.0630556
