,martin_male,martin_female,tuple,marietta_male,marietta_female,materials_male,materials_female,inc_male,inc_female,average_male,average_female,female-male
0,0.976358,0.8794588,"('unsociable', 'sociable')",-1.3814434,-1.5269189,1.0548276,0.92768276,-0.5500113,-0.7406638,0.0249327,-0.1151103,-0.140043
1,-0.56034666,-0.602772,"('unfriendly', 'friendly')",-0.861954,-1.0637283,0.87249184,0.68343955,1.0548612,0.9172411,0.1262631,-0.0164549,-0.142718
2,0.6888358,0.7576298,"('unlikable', 'likable')",0.9467796,0.94035685,0.5895667,0.6202144,0.37679225,0.5121185,0.6504936,0.7075799,0.0570863
3,0.9678351,0.9613095,"('repellent', 'pleasant')",-0.6892596,-0.5870258,0.35320842,0.48869222,0.24205628,0.28876823,0.2184601,0.287936,0.0694759
4,-1.840481,-1.8633732,"('disliked', 'liked')",0.19021176,0.16374418,-0.9880244,-1.0651959,-5.2091737,-5.1673555,-1.9618669,-1.9830451,-0.0211782
5,-1.78605,-1.7725507,"('distant', 'outgoing')",0.38764584,0.2936682,-0.88561225,-0.8798975,-0.17983776,-0.12257773,-0.6159635,-0.6203394,-0.0043759
6,-2.1631594,-2.1220489,"('distant', 'open')",0.22416075,0.113630936,-1.3100896,-1.2606151,-0.050828915,-0.01629265,-0.8249793,-0.8213314,0.0036479
7,0.744887,0.7396658,"('insensitive', 'sensitive')",-0.7696167,-0.7811421,0.6430032,0.6846896,0.29798508,0.24437466,0.2290646,0.221897,-0.0071676
8,-0.74458796,-0.74592793,"('unaffectionate', 'affectionate')",-0.19032913,-0.27471483,-0.17034987,-0.16643952,0.49697176,0.46822453,-0.1520738,-0.1797144,-0.0276406
9,0.42370415,0.38306215,"('unaffectionate', 'caring')",-0.60271716,-0.7290937,0.819444,0.79635394,0.9059857,0.89795387,0.3866042,0.3370691,-0.0495351
10,1.6260171,1.4876413,"('unsympathetic', 'sympathetic')",-1.0814195,-1.0689799,0.73694366,0.72542435,-0.10671504,-0.18981718,0.2937066,0.2385672,-0.0551394
11,1.1094043,1.0717728,"('unhelpful', 'helpful')",-0.6806503,-0.65240645,0.73382646,0.7338941,2.0358353,2.0623374,0.7996039,0.8038995,0.0042956
12,1.1230952,1.122961,"('unsupportive', 'supportive')",-0.07469731,-0.053874,1.1933836,1.239765,-1.4001337,-1.3254619,0.2104119,0.2458476,0.0354357
13,1.3961573,1.3892013,"('impolite', 'polite')",-0.48400795,-0.5479753,0.9319549,0.90762156,-0.32634264,-0.41664392,0.3794404,0.3330509,-0.0463895
14,1.0718807,1.0835295,"('antisocial', 'social')",-0.79805064,-0.7953028,1.7329656,1.7975082,-0.66844815,-0.6696562,0.3345869,0.3540196,0.0194327
15,-1.1014689,-1.081419,"('boring', 'funny')",0.20383303,0.14013457,-1.0824096,-1.1183304,0.14334798,0.13168168,-0.4591744,-0.4819832,-0.0228088
16,-0.7177416,-0.8005152,"('unpopular', 'popular')",-0.25040832,-0.24970756,-0.93243974,-0.9455803,0.67411864,0.6173492,-0.3066178,-0.3446135,-0.0379957
17,-0.48529127,-0.4024446,"('nasty', 'nice')",-0.09883114,-0.0105565,-0.40635687,-0.30198267,-0.29792333,-0.24773197,-0.3221006,-0.2406789,0.0814217
18,-0.4095612,-0.39900708,"('disagreeable', 'welcoming')",0.83328784,0.8632157,-0.22955993,-0.22581416,-0.55373454,-0.5647742,-0.089892,-0.0815949,0.0082971
19,-0.60698694,-0.48109567,"('inhospitable', 'hospitable')",0.032091163,0.07247777,-1.7907928,-1.7667308,-0.4765734,-0.37425923,-0.7105655,-0.637402,0.0731635
20,0.44022983,0.48933148,"('rough', 'thoughtful')",-0.50387836,-0.42822585,-0.09747887,-0.07627872,1.1661475,1.1106818,0.251255,0.2738772,0.0226222
21,1.7655207,1.7088857,"('immoral', 'moral')",-0.20185958,-0.26914772,1.2451116,1.2025867,-0.7691566,-0.83947223,0.509904,0.450713,-0.059191
22,0.966897,0.87900126,"('untrustworthy', 'trustworthy')",0.35010272,0.3636208,0.063227065,0.063051924,-0.76394457,-0.7962476,0.1540705,0.1273566,-0.0267139
23,2.0073512,1.9068347,"('insincere', 'sincere')",-0.29646727,-0.35649002,1.4620157,1.4222921,4.401336,4.2782655,1.893559,1.8127255,-0.0808335
24,0.8186568,0.71110934,"('dishonest', 'honest')",0.31594405,0.220294,0.85017663,0.8561122,0.5312721,0.48648682,0.6290124,0.5685006,-0.0605118
25,-0.5265799,-0.43911722,"('egoistic', 'altruistic')",0.66265297,0.5806577,1.2542559,1.2420241,1.2117953,1.1540635,0.6505311,0.634407,-0.0161241
26,-0.9638924,-0.99658644,"('hardhearted', 'benevolent')",-0.5964391,-0.6999411,0.77362686,0.6883654,1.2119466,1.131572,0.1063105,0.0308525,-0.075458
27,-0.26543435,-0.23992936,"('hardhearted', 'softhearted')",-0.12580153,-0.11339711,0.04738941,0.17743602,1.0260855,0.9607175,0.1705598,0.1962068,0.025647
28,-0.05674884,-0.09790927,"('disloyal', 'loyal')",-0.55963475,-0.7030766,0.40580332,0.20792317,0.5758355,0.41289076,0.0913138,-0.045043,-0.1363568
29,-0.7227049,-0.7242284,"('unfair', 'fair')",-0.24406543,-0.26206696,-1.1179197,-1.1717747,-0.77871764,-0.8573974,-0.7158519,-0.7538669,-0.038015
30,1.2980864,1.2969509,"('intolerant', 'tolerant')",-0.19632572,-0.20359765,1.5295224,1.5171611,1.2101417,1.138125,0.9603562,0.9371598,-0.0231964
