,cleveland_male,cleveland_female,tuple,cliffs_male,cliffs_female,inc_male,inc_female,average_male,average_female,female-male
0,0.6190281,0.5592276,"('unsociable', 'sociable')",1.4156271,1.3761417,-0.046743676,-0.23305914,0.6626372,0.5674367,-0.0952005
1,0.6106997,0.5948975,"('unfriendly', 'friendly')",0.39697793,0.30543122,1.8826002,1.6999484,0.963426,0.8667591,-0.0966669
2,0.7551413,0.88583547,"('unlikable', 'likable')",1.5507772,1.5928998,0.7580834,0.8881973,1.0213339,1.1223108,0.1009769
3,0.19247554,0.3073416,"('repellent', 'pleasant')",0.87005395,0.9676295,0.3546999,0.385565,0.4724098,0.5535121,0.0811023
4,-0.9017132,-0.8883444,"('disliked', 'liked')",-1.9365284,-1.9994621,-6.1830044,-6.1164412,-3.007082,-3.0014159,0.0056661
5,-0.15437895,-0.08944165,"('distant', 'outgoing')",-1.9730314,-1.9609492,-0.28602389,-0.2793603,-0.8044781,-0.7765837,0.0278944
6,-0.4043306,-0.30782932,"('distant', 'open')",-2.305535,-2.2931387,0.13861,0.10163391,-0.8570852,-0.8331114,0.0239738
7,0.7020615,0.6656082,"('insensitive', 'sensitive')",2.0151653,2.1042216,0.7031464,0.65582097,1.1401244,1.1418835,0.0017591
8,-0.54497576,-0.47835952,"('unaffectionate', 'affectionate')",-0.4543733,-0.49644515,0.5472223,0.43303183,-0.1507089,-0.1805909,-0.029882
9,0.72047424,0.75917244,"('unaffectionate', 'caring')",0.4777168,0.48685578,1.0770597,1.0230116,0.758417,0.7563465,-0.0020705
10,1.529375,1.5385196,"('unsympathetic', 'sympathetic')",2.0706873,2.1457074,-0.07199328,-0.104694836,1.176023,1.1931774,0.0171544
11,0.81082964,0.8181044,"('unhelpful', 'helpful')",0.8330454,0.94110864,2.1218884,2.2012038,1.2552545,1.3201389,0.0648844
12,1.0515627,1.1197351,"('unsupportive', 'supportive')",1.3557758,1.4321481,-1.4697291,-1.3726454,0.3125365,0.3930793,0.0805428
13,0.86346126,0.7967565,"('impolite', 'polite')",2.0798237,2.082083,-0.08383593,-0.16403489,0.9531497,0.9049349,-0.0482148
14,1.6795471,1.6247916,"('antisocial', 'social')",2.715685,2.8048482,-0.47119373,-0.46880972,1.3080128,1.3202767,0.0122639
15,-0.27607584,-0.27043435,"('boring', 'funny')",0.2568999,0.20194733,0.26063502,0.27573615,0.0804864,0.069083,-0.0114034
