,pupil_male,pupil_female,tuple,average_male,average_female,female-male
0,0.8374374,0.77091646,"('unsociable', 'sociable')",0.8374374,0.7709165,-0.0665209
1,1.0772904,0.9874532,"('unfriendly', 'friendly')",1.0772904,0.9874532,-0.0898372
2,-0.1378777,-0.07151562,"('unlikable', 'likable')",-0.1378777,-0.0715156,0.0663621
3,0.48070967,0.68698764,"('repellent', 'pleasant')",0.4807097,0.6869876,0.2062779
4,-6.7796693,-6.786625,"('disliked', 'liked')",-6.7796693,-6.7866249,-0.0069556
5,-1.0350983,-1.0186883,"('distant', 'outgoing')",-1.0350983,-1.0186883,0.01641
6,-0.3271068,-0.42068923,"('distant', 'open')",-0.3271068,-0.4206892,-0.0935824
7,1.703965,1.7943866,"('insensitive', 'sensitive')",1.7039649,1.7943866,0.0904217
8,0.83939683,0.8664834,"('unaffectionate', 'affectionate')",0.8393968,0.8664834,0.0270866
9,1.4258671,1.5106624,"('unaffectionate', 'caring')",1.4258671,1.5106624,0.0847953
10,1.120977,1.2784464,"('unsympathetic', 'sympathetic')",1.120977,1.2784464,0.1574694
11,1.9788983,2.0762074,"('unhelpful', 'helpful')",1.9788983,2.0762074,0.0973091
12,-1.191481,-1.0994909,"('unsupportive', 'supportive')",-1.191481,-1.0994909,0.0919901
13,-0.19265464,-0.0142978355,"('impolite', 'polite')",-0.1926546,-0.0142978,0.1783568
14,0.4984376,0.5904382,"('antisocial', 'social')",0.4984376,0.5904382,0.0920006
15,0.58008486,0.537442,"('boring', 'funny')",0.5800849,0.537442,-0.0426429
16,-0.6526272,-0.75432205,"('unpopular', 'popular')",-0.6526272,-0.7543221,-0.1016949
17,-0.04349865,-0.026005907,"('nasty', 'nice')",-0.0434987,-0.0260059,0.0174928
18,-0.7891155,-0.8098655,"('disagreeable', 'welcoming')",-0.7891155,-0.8098655,-0.02075
19,-0.62310433,-0.6807785,"('inhospitable', 'hospitable')",-0.6231043,-0.6807785,-0.0576742
20,0.42662418,0.33574024,"('rough', 'thoughtful')",0.4266242,0.3357402,-0.090884
21,-0.029011093,0.2167554,"('immoral', 'moral')",-0.0290111,0.2167554,0.2457665
22,-0.21346262,-0.23685412,"('untrustworthy', 'trustworthy')",-0.2134626,-0.2368541,-0.0233915
23,6.387249,6.4204407,"('insincere', 'sincere')",6.387249,6.4204407,0.0331917
24,1.3155905,1.2934884,"('dishonest', 'honest')",1.3155905,1.2934884,-0.0221021
25,0.62778777,0.5741387,"('egoistic', 'altruistic')",0.6277878,0.5741387,-0.0536491
26,2.1085358,1.9222246,"('hardhearted', 'benevolent')",2.1085358,1.9222246,-0.1863112
27,1.4163024,1.2027149,"('hardhearted', 'softhearted')",1.4163024,1.2027149,-0.2135875
28,1.7244632,1.5476712,"('disloyal', 'loyal')",1.7244632,1.5476712,-0.176792
29,-0.79825187,-0.93584317,"('unfair', 'fair')",-0.7982519,-0.9358432,-0.1375913
30,0.88584507,1.0379933,"('intolerant', 'tolerant')",0.8858451,1.0379933,0.1521482
31,-1.5231721,-1.6634837,"('evil', 'good')",-1.5231721,-1.6634837,-0.1403116
32,1.4770914,1.4262027,"('unkind', 'kind')",1.4770914,1.4262027,-0.0508887
33,-0.14354791,-0.31517866,"('wrong', 'right')",-0.1435479,-0.3151787,-0.1716308
34,3.8918314,3.999339,"('mean', 'honorable')",3.8918314,3.9993391,0.1075077
35,-1.2054673,-1.6262968,"('corrupt', 'incorrupt')",-1.2054673,-1.6262968,-0.4208295
36,-0.87903446,-1.1836241,"('hostile', 'amicable')",-0.8790345,-1.1836241,-0.3045896
37,0.77462494,0.7621261,"('fake', 'genuine')",0.7746249,0.7621261,-0.0124988
38,-0.38482127,-0.2963003,"('untruthful', 'truthful')",-0.3848213,-0.2963003,0.088521
39,0.6495817,0.663539,"('exploitative', 'cooperative')",0.6495817,0.663539,0.0139573
40,-1.2983128,-1.4036953,"('stingy', 'generous')",-1.2983128,-1.4036953,-0.1053825
41,0.7290221,0.6178416,"('unforgiving', 'forgiving')",0.7290221,0.6178416,-0.1111805
42,-2.368545,-2.2855885,"('unreliable', 'reliable')",-2.3685451,-2.2855885,0.0829566
43,1.1068265,1.2547379,"('irresponsible', 'responsible')",1.1068265,1.2547379,0.1479114
44,-1.554601,-1.5326215,"('prejudiced', 'unprejudiced')",-1.554601,-1.5326215,0.0219795
45,0.9660944,0.8326997,"('incompetent', 'competent')",0.9660944,0.8326997,-0.1333947
46,-0.12714244,-0.08863719,"('uncompetitive', 'competitive')",-0.1271424,-0.0886372,0.0385052
47,4.6894283,4.7120204,"('stupid', 'smart')",4.6894283,4.7120204,0.0225921
48,0.49248263,0.5346547,"('unintelligent', 'intelligent')",0.4924826,0.5346547,0.0421721
49,-0.4921577,-0.24093916,"('unable', 'able')",-0.4921577,-0.2409392,0.2512185
50,-0.44825995,-0.49890912,"('clumsy', 'skillful')",-0.4482599,-0.4989091,-0.0506492
51,0.61455095,0.66034037,"('uneducated', 'educated')",0.6145509,0.6603404,0.0457895
52,-0.17342445,-0.44650885,"('irrational', 'rational')",-0.1734245,-0.4465089,-0.2730844
53,0.7889632,0.6754011,"('uncreative', 'creative')",0.7889632,0.6754011,-0.1135621
54,1.0488819,1.0939509,"('incapable', 'capable')",1.0488819,1.0939509,0.045069
55,1.329687,1.5213554,"('incompetent', 'clever')",1.329687,1.5213554,0.1916684
56,0.50189686,0.58200395,"('impractical', 'practical')",0.5018969,0.582004,0.0801071
57,-1.2064773,-1.1476595,"('unimaginative', 'imaginative')",-1.2064773,-1.1476595,0.0588178
58,0.44767576,0.5211209,"('undiscriminating', 'discriminating')",0.4476758,0.5211209,0.0734451
59,-0.41448274,-0.41040307,"('foolish', 'wise')",-0.4144827,-0.4104031,0.0040796
60,0.102830835,0.48580375,"('inefficient', 'efficient')",0.1028308,0.4858038,0.382973
61,0.4641694,0.32791847,"('illogical', 'logical')",0.4641694,0.3279185,-0.1362509
62,0.6995859,0.93570125,"('incompetent', 'brilliant')",0.6995859,0.9357013,0.2361154
63,0.25667912,0.3261378,"('unperceptive', 'insightful')",0.2566791,0.3261378,0.0694587
64,-6.499489,-6.2865415,"('shy', 'confident')",-6.4994888,-6.2865415,0.2129473
65,0.32901114,0.48731643,"('insecure', 'secure')",0.3290111,0.4873164,0.1583053
66,0.05298046,-0.027286451,"('inactive', 'active')",0.0529805,-0.0272865,-0.080267
67,-0.23624688,-0.18272094,"('doubtful', 'determined')",-0.2362469,-0.1827209,0.053526
68,-1.5858196,-1.5336908,"('dependent', 'independent')",-1.5858196,-1.5336908,0.0521288
69,-1.898323,-2.105526,"('lazy', 'industrious')",-1.8983231,-2.105526,-0.2072029
70,1.5789857,1.6473674,"('lethargic', 'energetic')",1.5789857,1.6473674,0.0683817
71,0.2455689,0.23783603,"('diffident', 'self-confident')",0.2455689,0.237836,-0.0077329
72,0.71097314,0.87348527,"('unambitious', 'ambitious')",0.7109731,0.8734853,0.1625122
