,truist_male,truist_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.54085094,-0.6571074,"('unsociable', 'sociable')",0.17970109,0.024755802,-0.16565374,-0.32802907,-0.1756012,-0.3201269,-0.1445257
1,-1.7128601,-1.7142013,"('unfriendly', 'friendly')",1.4912791,1.339237,1.2355447,1.1258727,0.3379879,0.2503028,-0.0876851
2,0.6500392,0.7016792,"('unlikable', 'likable')",2.262504,2.3921802,0.9837724,1.0776995,1.2987719,1.3905196,0.0917477
3,-0.24399675,-0.16492471,"('repellent', 'pleasant')",-0.4227905,-0.35683325,0.91397595,0.91883045,0.0823962,0.1323575,0.0499613
4,-0.03861287,-0.024162441,"('disliked', 'liked')",0.0028160126,-0.0064707347,-6.329867,-6.3522096,-2.1218878,-2.1276142,-0.0057264
5,-0.5903562,-0.5239114,"('distant', 'outgoing')",0.8766653,0.8597727,-0.56402683,-0.5006873,-0.0925726,-0.054942,0.0376306
6,-1.190649,-1.0935258,"('distant', 'open')",0.16678831,0.15648577,-0.57629424,-0.5297016,-0.533385,-0.4889139,0.0444711
7,-0.14567211,-0.13395014,"('insensitive', 'sensitive')",0.28356436,0.2874451,0.3041096,0.3094442,0.1473339,0.154313,0.0069791
8,-1.2499132,-1.2716289,"('unaffectionate', 'affectionate')",0.44027388,0.37943417,0.45325947,0.4383772,-0.1187933,-0.1512725,-0.0324792
9,-1.367454,-1.3509482,"('unaffectionate', 'caring')",1.4072943,1.3228024,1.1692563,1.1631763,0.4030322,0.3783435,-0.0246887
10,-0.92154133,-0.95136684,"('unsympathetic', 'sympathetic')",-1.171643,-1.1388524,-0.3525381,-0.39555266,-0.8152409,-0.8285906,-0.0133497
11,-0.26269692,-0.24643615,"('unhelpful', 'helpful')",-0.06961872,-0.043478146,1.7291949,1.8108337,0.4656264,0.5069731,0.0413467
12,-0.6334758,-0.5796325,"('unsupportive', 'supportive')",0.8216852,0.89430827,-1.9651079,-1.9220381,-0.5922995,-0.5357874,0.0565121
13,0.17545436,0.14209922,"('impolite', 'polite')",0.0027061831,0.06647127,-0.65587735,-0.6522333,-0.1592389,-0.1478876,0.0113513
14,0.7122535,0.66047066,"('antisocial', 'social')",1.6064337,1.5996789,-0.015520662,-0.14896284,0.7677222,0.7037289,-0.0639933
15,0.25787592,0.21112278,"('boring', 'funny')",0.33545518,0.2820751,-0.37351507,-0.35589433,0.073272,0.0457679,-0.0275041
16,-0.9270069,-0.8871791,"('unpopular', 'popular')",-0.33495045,-0.327018,0.34595376,0.29307213,-0.3053345,-0.3070416,-0.0017071
17,-0.57439274,-0.5009254,"('nasty', 'nice')",-0.48727754,-0.35697097,-0.85793847,-0.76990545,-0.6398696,-0.5426006,0.097269
18,-1.1559623,-1.0735514,"('disagreeable', 'welcoming')",-0.36458302,-0.2853362,-0.6688536,-0.68209195,-0.7297997,-0.6803265,0.0494732
19,-1.3272983,-1.2405564,"('inhospitable', 'hospitable')",-0.49506152,-0.4863656,-0.8683506,-0.6953018,-0.8969035,-0.8074079,0.0894956
20,0.15301485,0.1461363,"('rough', 'thoughtful')",0.18540306,0.22848603,0.40821758,0.41238314,0.2488785,0.2623352,0.0134567
21,0.62930006,0.54718006,"('immoral', 'moral')",0.54627436,0.5600412,-0.44009307,-0.42386982,0.2451605,0.2277838,-0.0173767
22,0.62964076,0.6201778,"('untrustworthy', 'trustworthy')",-0.12609051,-0.18943755,-0.5005912,-0.5619301,0.0009863,-0.04373,-0.0447163
23,-0.52761793,-0.5852741,"('insincere', 'sincere')",0.69729906,0.6742932,5.659406,5.5536356,1.9430291,1.880885,-0.0621441
24,-0.4204912,-0.3970639,"('dishonest', 'honest')",0.4900524,0.53816414,0.6175866,0.61598057,0.2290493,0.2523603,0.023311
25,-0.8360087,-0.80739236,"('egoistic', 'altruistic')",0.17145807,0.15519196,0.9491084,0.8823526,0.0948526,0.0767174,-0.0181352
26,-0.6116024,-0.6712203,"('hardhearted', 'benevolent')",1.9616619,1.932557,1.5609136,1.5048304,0.9703244,0.9220557,-0.0482687
27,-0.63299876,-0.5833202,"('hardhearted', 'softhearted')",-0.45009762,-0.42768654,0.62336135,0.58258194,-0.153245,-0.1428083,0.0104367
28,-1.1070936,-1.1980747,"('disloyal', 'loyal')",0.39816383,0.24185415,1.1499735,1.0531275,0.1470146,0.0323023,-0.1147123
29,0.37880456,0.32018536,"('unfair', 'fair')",-0.2923573,-0.3392195,-0.51816124,-0.60679716,-0.1439047,-0.2086104,-0.0647057
30,0.682807,0.655378,"('intolerant', 'tolerant')",0.48635662,0.5350832,0.5105539,0.4897952,0.5599058,0.5600855,0.0001797
31,-0.905313,-0.73828155,"('evil', 'good')",-0.3746987,-0.36538446,-1.3711747,-1.3710687,-0.8837288,-0.8249116,0.0588172
32,-0.75937027,-0.8029941,"('unkind', 'kind')",-0.045753345,-0.07114998,0.7479538,0.65987366,-0.0190566,-0.0714235,-0.0523669
33,0.022276854,-0.061878525,"('wrong', 'right')",1.2662274,1.2647392,-0.7583429,-0.8110918,0.1767204,0.1305896,-0.0461308
34,-0.07628114,0.060674883,"('mean', 'honorable')",0.4450128,0.5832365,4.9839454,5.168793,1.7842256,1.9375682,0.1533426
35,0.07470029,0.055695415,"('corrupt', 'incorrupt')",-0.5148912,-0.55261433,-0.6833795,-0.7158148,-0.3745235,-0.4042446,-0.0297211
36,-0.4282295,-0.43982533,"('hostile', 'amicable')",0.3447554,0.23252955,-0.3476062,-0.48370814,-0.1436934,-0.2303346,-0.0866412
37,0.09729147,0.10935642,"('fake', 'genuine')",-0.6816899,-0.6477156,0.05053666,0.07892833,-0.1779539,-0.1531436,0.0248103
38,-0.5361633,-0.49991134,"('untruthful', 'truthful')",0.42145866,0.457106,-0.09315,-0.007823437,-0.0692849,-0.0168763,0.0524086
39,0.9225324,0.9192771,"('exploitative', 'cooperative')",1.2178863,1.2851349,0.42144236,0.46048918,0.8539537,0.8883004,0.0343467
40,-0.50076896,-0.54135716,"('stingy', 'generous')",1.0569854,1.0325929,-2.0954638,-2.2120895,-0.5130824,-0.5736179,-0.0605355
41,-0.21478619,-0.21251476,"('unforgiving', 'forgiving')",0.85966724,0.8436127,-0.060869537,-0.12845175,0.1946705,0.1675487,-0.0271218
42,0.93675363,1.0435185,"('unreliable', 'reliable')",0.6924631,0.87471694,-2.4533925,-2.3419163,-0.2747253,-0.1412269,0.1334984
43,-0.24218729,-0.21881905,"('irresponsible', 'responsible')",0.7002359,0.790115,0.51657665,0.5514211,0.3248751,0.374239,0.0493639
44,0.9055257,0.8970892,"('prejudiced', 'unprejudiced')",-0.39966077,-0.24194345,-1.1807998,-1.1461641,-0.2249783,-0.1636728,0.0613055
45,-0.33930054,-0.2985942,"('incompetent', 'competent')",-0.50071794,-0.51482266,0.16009071,0.11409782,-0.2266426,-0.2331063,-0.0064637
46,-0.5029577,-0.52551055,"('uncompetitive', 'competitive')",0.28750107,0.33450896,-0.524594,-0.5766874,-0.2466836,-0.2558963,-0.0092127
47,0.36632583,0.4400975,"('stupid', 'smart')",1.5046203,1.521095,5.4686913,5.5410295,2.4465459,2.5007407,0.0541948
48,-0.98893875,-1.0256593,"('unintelligent', 'intelligent')",-0.95635295,-0.9696674,0.21514787,0.20385547,-0.5767146,-0.5971571,-0.0204425
49,-0.34813777,-0.24675909,"('unable', 'able')",-0.957438,-0.83747077,-0.3936172,-0.29713097,-0.5663977,-0.4604536,0.1059441
50,-0.05632072,-0.019253705,"('clumsy', 'skillful')",0.3114408,0.35423756,0.005562581,-0.014495533,0.0868942,0.1068294,0.0199352
51,-0.6089505,-0.7050275,"('uneducated', 'educated')",-0.41552526,-0.47110805,0.21548542,0.14810824,-0.2696635,-0.3426758,-0.0730123
52,0.13029723,-0.052820504,"('irrational', 'rational')",0.7725308,0.55068934,0.1023867,-0.041743815,0.3350716,0.1520417,-0.1830299
53,-1.4116532,-1.4011242,"('uncreative', 'creative')",1.4799706,1.4085275,0.4377263,0.34533563,0.1686812,0.1175796,-0.0511016
54,-0.7147512,-0.7559806,"('incapable', 'capable')",0.89795494,0.8820488,0.6022503,0.61695886,0.261818,0.2476757,-0.0141423
55,-0.028487682,-0.023514105,"('incompetent', 'clever')",-0.66898537,-0.6425428,0.3782003,0.35092553,-0.1064243,-0.1050438,0.0013805
56,0.55403054,0.56325686,"('impractical', 'practical')",0.3618257,0.42778602,-0.5487302,-0.46343732,0.1223753,0.1758685,0.0534932
57,-0.7020644,-0.7503791,"('unimaginative', 'imaginative')",-0.3825352,-0.3537923,-2.878476,-2.9211912,-1.3210252,-1.3417875,-0.0207623
58,-0.13325335,-0.17993344,"('undiscriminating', 'discriminating')",1.1476051,1.1476927,0.03969287,-0.00081920624,0.3513482,0.3223133,-0.0290349
59,0.3122345,0.31425136,"('foolish', 'wise')",1.1520839,1.0718985,0.11627929,0.14464913,0.5268659,0.5102663,-0.0165996
60,0.5361808,0.5743512,"('inefficient', 'efficient')",-0.18086755,-0.043386847,-0.18153857,-0.07255943,0.0579249,0.1528017,0.0948768
61,0.31794715,0.17786361,"('illogical', 'logical')",1.4486893,1.3810638,0.6975336,0.51319534,0.82139,0.6907076,-0.1306824
62,0.3619557,0.43063033,"('incompetent', 'brilliant')",0.44345587,0.6031929,0.52547234,0.6572994,0.443628,0.5637076,0.1200796
63,-0.26225844,-0.23277207,"('unperceptive', 'insightful')",0.8434862,0.85204744,0.6822216,0.7568414,0.4211498,0.4587056,0.0375558
64,0.8252449,0.8299586,"('shy', 'confident')",0.33379334,0.3485158,-5.532115,-5.563877,-1.4576921,-1.4618009,-0.0041088
65,0.48024598,0.3545201,"('insecure', 'secure')",-0.4334755,-0.454893,-0.0029354896,-0.017296717,0.0146117,-0.0392232,-0.0538349
66,-0.78747064,-0.7608091,"('inactive', 'active')",0.85465074,0.8332906,0.6915149,0.65391856,0.2528983,0.2421333,-0.010765
67,0.943907,0.91403913,"('doubtful', 'determined')",0.020117778,0.030732073,-0.53315824,-0.52166545,0.1436222,0.1410353,-0.0025869
68,0.2872742,0.23688711,"('dependent', 'independent')",-1.7795042,-1.8055922,-1.1859099,-1.1634942,-0.8927132,-0.9107331,-0.0180199
69,0.4818364,0.57934105,"('lazy', 'industrious')",1.0753194,1.0853602,-1.0899118,-1.003911,0.155748,0.2202634,0.0645154
70,-0.12200084,-0.055802003,"('lethargic', 'energetic')",-0.20708878,-0.084354706,0.42525232,0.48469317,0.0320542,0.1148455,0.0827913
71,-0.53921396,-0.47925046,"('diffident', 'self-confident')",1.695759,1.6774335,0.4248178,0.42193478,0.527121,0.5400393,0.0129183
72,-0.6565751,-0.70698977,"('unambitious', 'ambitious')",-0.19927678,-0.18178894,-0.6461871,-0.6136337,-0.5006797,-0.5008041,-0.0001244
73,1.3261061,1.2906468,"('helpless', 'self-reliant')",1.0681498,1.0353928,-3.194551,-3.1397588,-0.266765,-0.2712398,-0.0044748
74,-0.25058207,-0.22310093,"('undedicated', 'dedicated')",0.7764975,0.8067609,-0.17815222,-0.16917837,0.1159211,0.1381605,0.0222394
75,-0.039758768,0.0061050337,"('meek', 'impulsive')",-0.6804869,-0.59684026,-0.68611676,-0.6003751,-0.4687875,-0.3970368,0.0717507
76,0.42665678,0.4418363,"('anxious', 'daring')",-0.4396948,-0.31910172,-0.113109045,-0.091489375,-0.042049,0.0104151,0.0524641
77,-0.32501253,-0.33507544,"('unmotivated', 'motivated')",0.6019373,0.6253511,-1.3532932,-1.2963398,-0.3587895,-0.3353547,0.0234348
78,-1.3063104,-1.2714875,"('nonresilient', 'resilient')",0.31667337,0.338831,-0.1607455,-0.15211117,-0.3834608,-0.3615892,0.0218716
79,-1.0189284,-1.0118738,"('wavering', 'unwavering')",-0.46685728,-0.4936843,-0.5365362,-0.44957846,-0.6741073,-0.6517122,0.0223951
80,0.6410827,0.558396,"('dominated', 'dominating')",-0.36379677,-0.34975716,-0.37307593,-0.3217073,-0.03193,-0.0376895,-0.0057595
81,0.46760812,0.38703284,"('submissive', 'aggressive')",0.044011224,0.07292617,-0.68830466,-0.62905365,-0.0588951,-0.0563649,0.0025302
82,-0.8030885,-0.79420185,"('poor', 'rich')",-0.20713992,-0.1814261,6.23242,6.181087,1.7407306,1.735153,-0.0055776
83,0.14321207,0.068244696,"('powerless', 'powerful')",0.53012747,0.54374516,-0.9133891,-0.93592155,-0.0800165,-0.1079772,-0.0279607
84,0.5452731,0.42802364,"('inferior', 'superior')",0.2671499,0.24880739,0.65909183,0.62779945,0.4905049,0.4348768,-0.0556281
85,-0.5816377,-0.5925596,"('insignificant', 'prestigious')",1.6600581,1.635601,-0.11082783,-0.11303851,0.3225309,0.310001,-0.0125299
86,-1.5354551,-1.6305705,"('uninfluential', 'influential')",-0.20307729,-0.3319017,-0.22302362,-0.35926068,-0.653852,-0.773911,-0.120059
