,kla_male,kla_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.17330042,0.026324393,"('unsociable', 'sociable')",-0.29549578,-0.4781567,-0.0610977,-0.2259161,-0.1648184
1,-1.1424556,-1.0818086,"('unfriendly', 'friendly')",1.206868,0.9355362,0.0322062,-0.0731362,-0.1053424
2,0.3727926,0.43720227,"('unlikable', 'likable')",0.5712477,0.606351,0.4720201,0.5217767,0.0497566
3,-0.1573155,-0.07851842,"('repellent', 'pleasant')",0.5727012,0.59200317,0.2076929,0.2567424,0.0490495
4,-0.2842422,-0.28719106,"('disliked', 'liked')",-6.549512,-6.5702677,-3.416877,-3.4287293,-0.0118523
5,-1.0243229,-0.9561688,"('distant', 'outgoing')",-0.41758108,-0.5121943,-0.720952,-0.7341815,-0.0132295
6,-1.2987975,-1.1728237,"('distant', 'open')",-0.4125496,-0.53864384,-0.8556736,-0.8557338,-6.02e-05
7,-0.2724264,-0.19817564,"('insensitive', 'sensitive')",0.07819301,0.11970408,-0.0971167,-0.0392358,0.0578809
8,-0.32045457,-0.28084883,"('unaffectionate', 'affectionate')",0.74374706,0.6339007,0.2116462,0.1765259,-0.0351203
9,-0.65376663,-0.60498285,"('unaffectionate', 'caring')",0.90146774,0.784673,0.1238506,0.0898451,-0.0340055
10,-0.43037313,-0.42527094,"('unsympathetic', 'sympathetic')",-1.0537391,-1.0892651,-0.7420561,-0.757268,-0.0152119
11,-0.13986202,-0.17678323,"('unhelpful', 'helpful')",1.2634507,1.3661346,0.5617943,0.5946757,0.0328814
12,-0.37823537,-0.2449443,"('unsupportive', 'supportive')",-2.295418,-2.3095157,-1.3368267,-1.27723,0.0595967
13,-0.19532278,-0.24787268,"('impolite', 'polite')",-0.85663885,-0.8356092,-0.5259808,-0.541741,-0.0157602
14,0.5338888,0.44174197,"('antisocial', 'social')",0.06947902,-0.018676605,0.3016839,0.2115327,-0.0901512
15,0.34357792,0.24323176,"('boring', 'funny')",0.18906453,0.122594036,0.2663212,0.1829129,-0.0834083
16,-0.37127414,-0.27923593,"('unpopular', 'popular')",0.5457039,0.43891722,0.0872149,0.0798406,-0.0073743
17,-0.05373311,0.005582694,"('nasty', 'nice')",-0.8212345,-0.77982986,-0.4374838,-0.3871236,0.0503602
18,-0.010326579,0.1277305,"('disagreeable', 'welcoming')",-0.6199509,-0.74411833,-0.3151387,-0.3081939,0.0069448
19,-0.9813112,-0.8969422,"('inhospitable', 'hospitable')",-0.7979742,-0.7395915,-0.8896427,-0.8182669,0.0713758
20,-0.13428037,-0.10232213,"('rough', 'thoughtful')",0.86383164,0.869907,0.3647756,0.3837925,0.0190169
21,0.29815283,0.27794623,"('immoral', 'moral')",-0.4595369,-0.42705116,-0.080692,-0.0745525,0.0061395
22,0.03145598,0.04098112,"('untrustworthy', 'trustworthy')",-1.144192,-1.1841224,-0.556368,-0.5715706,-0.0152026
23,-0.017083878,-0.039989248,"('insincere', 'sincere')",5.409391,5.3048553,2.6961536,2.6324329,-0.0637207
24,-0.20509651,-0.2390585,"('dishonest', 'honest')",0.27622113,0.24937323,0.0355623,0.0051574,-0.0304049
25,-0.23625901,-0.24913383,"('egoistic', 'altruistic')",0.95551753,0.82166255,0.3596293,0.2862644,-0.0733649
26,-0.35265306,-0.39244872,"('hardhearted', 'benevolent')",1.6953973,1.5354148,0.6713721,0.571483,-0.0998891
27,0.01742779,0.033268612,"('hardhearted', 'softhearted')",0.9177009,0.7786164,0.4675643,0.4059425,-0.0616218
28,-0.11270566,-0.09530584,"('disloyal', 'loyal')",1.0092412,0.90089697,0.4482678,0.4027956,-0.0454722
29,-0.37141052,-0.41644236,"('unfair', 'fair')",-0.606874,-0.7521844,-0.4891422,-0.5843134,-0.0951712
30,0.6680486,0.5970702,"('intolerant', 'tolerant')",1.1085777,1.0971582,0.8883132,0.8471142,-0.041199
31,-1.6330984,-1.4373637,"('evil', 'good')",-0.78347033,-0.9517985,-1.2082844,-1.1945812,0.0137032
32,0.28109357,0.24528636,"('unkind', 'kind')",0.42280075,0.23808649,0.3519472,0.2416864,-0.1102608
33,-0.43058956,-0.44814265,"('wrong', 'right')",-0.5471106,-0.57874715,-0.4888501,-0.5134449,-0.0245948
34,-0.489645,-0.35309467,"('mean', 'honorable')",5.383847,5.5252795,2.4471011,2.5860925,0.1389914
35,-0.8223197,-0.8855883,"('corrupt', 'incorrupt')",-0.21267524,-0.29291296,-0.5174975,-0.5892506,-0.0717531
36,-1.1843226,-1.0305465,"('hostile', 'amicable')",-0.029335242,-0.23055425,-0.6068289,-0.6305504,-0.0237215
37,-0.65665364,-0.7091787,"('fake', 'genuine')",-0.044328213,-0.032361947,-0.3504909,-0.3707703,-0.0202794
38,-0.7296974,-0.687897,"('untruthful', 'truthful')",-0.19495586,-0.10662798,-0.4623266,-0.3972625,0.0650641
39,0.8890714,0.8844126,"('exploitative', 'cooperative')",0.064871274,0.120926395,0.4769713,0.5026695,0.0256982
40,-0.45848206,-0.45165646,"('stingy', 'generous')",-2.171326,-2.303427,-1.314904,-1.3775418,-0.0626378
41,0.13488261,0.25739583,"('unforgiving', 'forgiving')",0.03184786,-0.094174385,0.0833652,0.0816107,-0.0017545
42,0.7850866,0.88503236,"('unreliable', 'reliable')",-3.2665865,-3.2421713,-1.24075,-1.1785694,0.0621806
43,0.07934108,0.16385622,"('irresponsible', 'responsible')",0.25996184,0.27964112,0.1696515,0.2217487,0.0520972
44,-0.011964586,-0.06310625,"('prejudiced', 'unprejudiced')",-1.2540339,-1.2456115,-0.6329992,-0.6543589,-0.0213597
45,0.047500778,0.15061136,"('incompetent', 'competent')",0.015563517,-0.05105522,0.0315321,0.0497781,0.018246
46,-0.01215332,0.04715408,"('uncompetitive', 'competitive')",-1.0223038,-0.95098275,-0.5172285,-0.4519143,0.0653142
47,-0.01453864,-0.035462838,"('stupid', 'smart')",5.035856,5.058796,2.5106585,2.5116665,0.001008
48,0.17848438,0.29212067,"('unintelligent', 'intelligent')",0.65449756,0.7136501,0.416491,0.5028854,0.0863944
49,0.37897933,0.61074513,"('unable', 'able')",-0.20667271,-0.098624736,0.0861533,0.2560602,0.1699069
50,0.096532755,0.18605375,"('clumsy', 'skillful')",0.058836978,0.026269488,0.0776849,0.1061616,0.0284767
51,0.16877136,0.0313384,"('uneducated', 'educated')",-0.19557196,-0.22146901,-0.0134003,-0.0950653,-0.081665
52,-0.32465875,-0.44456953,"('irrational', 'rational')",0.17772846,-0.05741896,-0.0734651,-0.2509942,-0.1775291
53,-1.3795608,-1.3277901,"('uncreative', 'creative')",0.105922446,-0.020755947,-0.6368192,-0.674273,-0.0374538
54,-0.4701765,-0.5273491,"('incapable', 'capable')",0.6319344,0.62897986,0.080879,0.0508154,-0.0300636
55,0.9431917,1.0439168,"('incompetent', 'clever')",0.034202002,0.08082664,0.4886968,0.5623717,0.0736749
56,1.0718896,1.0547751,"('impractical', 'practical')",-0.2919749,-0.2842514,0.3899574,0.3852619,-0.0046955
57,-0.6046568,-0.5993823,"('unimaginative', 'imaginative')",-3.2529373,-3.2652526,-1.928797,-1.9323175,-0.0035205
58,-0.027532078,0.018684214,"('undiscriminating', 'discriminating')",0.25051776,0.20744476,0.1114928,0.1130645,0.0015717
59,0.47303426,0.42963868,"('foolish', 'wise')",0.16266157,0.12290959,0.3178479,0.2762741,-0.0415738
60,0.95298886,1.0543095,"('inefficient', 'efficient')",-0.12040356,0.057383522,0.4162927,0.5558465,0.1395538
61,-0.38169035,-0.4900132,"('illogical', 'logical')",0.35858896,0.1831736,-0.0115507,-0.1534198,-0.1418691
62,0.90608484,0.9822338,"('incompetent', 'brilliant')",0.49879345,0.66840637,0.7024391,0.8253201,0.122881
63,-0.11842102,-0.0175435,"('unperceptive', 'insightful')",0.24515766,0.3121184,0.0633683,0.1472875,0.0839192
64,-0.10909652,-0.21781287,"('shy', 'confident')",-6.4517326,-6.4161997,-3.2804146,-3.3170063,-0.0365917
65,0.40680775,0.31367916,"('insecure', 'secure')",-0.48820868,-0.38785553,-0.0407005,-0.0370882,0.0036123
66,-1.783961,-1.891394,"('inactive', 'active')",-0.1347099,-0.18852162,-0.9593354,-1.0399578,-0.0806224
67,0.50304973,0.41150275,"('doubtful', 'determined')",-0.34088957,-0.34251252,0.0810801,0.0344951,-0.046585
68,-0.49645782,-0.5668075,"('dependent', 'independent')",-0.9629986,-0.96298057,-0.7297282,-0.764894,-0.0351658
69,-1.1577774,-1.118852,"('lazy', 'industrious')",-0.31466237,-0.3688007,-0.7362199,-0.7438264,-0.0076065
70,-0.036275104,-0.003714893,"('lethargic', 'energetic')",-0.19669189,-0.16326314,-0.1164835,-0.083489,0.0329945
71,-1.0233027,-0.9603547,"('diffident', 'self-confident')",0.29749048,0.17738305,-0.3629061,-0.3914858,-0.0285797
72,-0.0019042268,0.036757693,"('unambitious', 'ambitious')",-0.5846466,-0.49232888,-0.2932754,-0.2277856,0.0654898
73,0.5679781,0.47104222,"('helpless', 'self-reliant')",-3.0396357,-2.975191,-1.2358288,-1.2520745,-0.0162457
74,-0.22236837,-0.16469783,"('undedicated', 'dedicated')",-0.55208564,-0.6539398,-0.387227,-0.4093188,-0.0220918
75,-0.65311474,-0.6254866,"('meek', 'impulsive')",-0.6637056,-0.55261266,-0.6584102,-0.5890496,0.0693606
76,0.5125621,0.553671,"('anxious', 'daring')",-0.5126121,-0.40159023,-2.5e-05,0.0760404,0.0760654
77,0.0728951,0.19995633,"('unmotivated', 'motivated')",-1.057775,-0.92159045,-0.49244,-0.3608171,0.1316229
78,-0.6420889,-0.46425065,"('nonresilient', 'resilient')",-0.05978307,-0.07521459,-0.350936,-0.2697326,0.0812034
79,-1.6662222,-1.6264434,"('wavering', 'unwavering')",-0.73734605,-0.7794269,-1.2017841,-1.2029351,-0.001151
80,0.16807887,-0.017702699,"('dominated', 'dominating')",-1.068129,-0.92513925,-0.450025,-0.471421,-0.021396
81,0.7492256,0.5189106,"('submissive', 'aggressive')",-0.8815279,-0.68987095,-0.0661511,-0.0854802,-0.0193291
82,0.14610425,0.15886894,"('poor', 'rich')",6.198025,6.138434,3.1720648,3.1486514,-0.0234134
83,-0.35247123,-0.38790613,"('powerless', 'powerful')",-1.189089,-1.1645224,-0.7707801,-0.7762142,-0.0054341
84,0.26720804,0.19796646,"('inferior', 'superior')",0.8827351,0.94714767,0.5749716,0.5725571,-0.0024145
85,-0.06794125,-0.010414196,"('insignificant', 'prestigious')",0.094280675,-0.016794506,0.0131697,-0.0136044,-0.0267741
86,-0.7745255,-0.77568275,"('uninfluential', 'influential')",-0.5904087,-0.6807725,-0.6824671,-0.7282276,-0.0457605
87,-0.15111938,-0.3214796,"('unsuccessful', 'successful')",0.9410712,0.9959552,0.3949759,0.3372378,-0.0577381
88,-0.6004885,-0.6950582,"('low', 'eminent')",-0.26223743,-0.36438102,-0.431363,-0.5297196,-0.0983566
