,amgen_male,amgen_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.2576218,-1.4642888,"('unsociable', 'sociable')",-0.4707366,-0.6153568,-0.8641792,-1.0398228,-0.1756436
1,-0.4387725,-0.567597,"('unfriendly', 'friendly')",1.8230021,1.7377417,0.6921148,0.5850724,-0.1070424
2,0.91125673,0.895016,"('unlikable', 'likable')",0.8161944,0.8224261,0.8637255,0.858721,-0.0050045
3,-0.13318564,-0.068636924,"('repellent', 'pleasant')",0.2753688,0.32575208,0.0710916,0.1285576,0.057466
4,0.12897642,0.015444592,"('disliked', 'liked')",-6.237548,-6.3168564,-3.0542858,-3.1507058,-0.09642
5,-0.30195186,-0.23502086,"('distant', 'outgoing')",-0.3150117,-0.26797178,-0.3084818,-0.2514963,0.0569855
6,-0.4321609,-0.3685059,"('distant', 'open')",0.048342656,0.10667298,-0.1919091,-0.1309165,0.0609926
7,-0.662254,-0.67073214,"('insensitive', 'sensitive')",0.49755046,0.54208064,-0.0823518,-0.0643257,0.0180261
8,-0.061953887,-0.12147888,"('unaffectionate', 'affectionate')",0.8144606,0.73241746,0.3762533,0.3054693,-0.070784
9,-0.4065842,-0.5267632,"('unaffectionate', 'caring')",0.9393494,0.8826702,0.2663826,0.1779535,-0.0884291
10,-1.4525924,-1.5398959,"('unsympathetic', 'sympathetic')",-0.542182,-0.5436405,-0.9973872,-1.0417682,-0.044381
11,-0.64123887,-0.67015487,"('unhelpful', 'helpful')",1.7208196,1.7709427,0.5397904,0.5503939,0.0106035
12,-0.54698205,-0.5028017,"('unsupportive', 'supportive')",-1.8306568,-1.8116229,-1.1888194,-1.1572123,0.0316071
13,-0.8722073,-0.93583155,"('impolite', 'polite')",-0.5582857,-0.5412506,-0.7152465,-0.7385411,-0.0232946
14,-0.5150291,-0.54861575,"('antisocial', 'social')",-0.25797674,-0.35279566,-0.3865029,-0.4507057,-0.0642028
15,0.30414048,0.23809305,"('boring', 'funny')",0.71167606,0.6661654,0.5079083,0.4521292,-0.0557791
16,-0.36644652,-0.31881532,"('unpopular', 'popular')",0.24772525,0.35158068,-0.0593606,0.0163827,0.0757433
17,-0.7152985,-0.5735532,"('nasty', 'nice')",-0.28467917,-0.21402916,-0.4999888,-0.3937912,0.1061976
18,-0.17497858,-0.20033672,"('disagreeable', 'welcoming')",-0.28644744,-0.27773368,-0.230713,-0.2390352,-0.0083222
19,-0.5798793,-0.58213407,"('inhospitable', 'hospitable')",0.19868597,0.2385179,-0.1905967,-0.1718081,0.0187886
20,0.32689244,0.38701403,"('rough', 'thoughtful')",1.2282822,1.2198925,0.7775873,0.8034533,0.025866
21,-0.4118894,-0.5155294,"('immoral', 'moral')",-0.2078406,-0.16820158,-0.309865,-0.3418655,-0.0320005
22,-0.6598094,-0.7400039,"('untrustworthy', 'trustworthy')",-0.8094392,-0.8920445,-0.7346243,-0.8160242,-0.0813999
23,-0.54156715,-0.6537255,"('insincere', 'sincere')",5.792517,5.733697,2.6254749,2.5399857,-0.0854892
24,-0.18924561,-0.24145184,"('dishonest', 'honest')",0.7385415,0.6787321,0.274648,0.2186401,-0.0560079
25,0.28654945,0.31704468,"('egoistic', 'altruistic')",1.5835619,1.5851378,0.9350557,0.9510913,0.0160356
26,0.4093147,0.32128936,"('hardhearted', 'benevolent')",1.7423912,1.6220376,1.075853,0.9716635,-0.1041895
27,-0.5794086,-0.52128524,"('hardhearted', 'softhearted')",1.4025191,1.3982215,0.4115553,0.4384681,0.0269128
28,0.19717358,0.008408878,"('disloyal', 'loyal')",1.0456926,0.88489175,0.6214331,0.4466503,-0.1747828
29,-0.6414328,-0.60969406,"('unfair', 'fair')",-0.4373293,-0.592626,-0.539381,-0.60116,-0.061779
30,0.3681013,0.25750253,"('intolerant', 'tolerant')",1.3326923,1.2928712,0.8503968,0.7751869,-0.0752099
31,-0.6496795,-0.5069999,"('evil', 'good')",-0.86939114,-0.8826376,-0.7595353,-0.6948187,0.0647166
32,-0.36013106,-0.49812007,"('unkind', 'kind')",1.0609597,0.8739343,0.3504143,0.1879071,-0.1625072
33,0.27230102,0.19886196,"('wrong', 'right')",-0.54652846,-0.6405308,-0.1371137,-0.2208344,-0.0837207
34,-0.299534,-0.1411296,"('mean', 'honorable')",5.980061,6.1897388,2.8402636,3.0243046,0.184041
35,0.16595438,0.17874263,"('corrupt', 'incorrupt')",-0.16650352,-0.29682854,-0.0002746,-0.059043,-0.0587684
36,-0.34015208,-0.42576674,"('hostile', 'amicable')",0.20573646,0.011729836,-0.0672078,-0.2070184,-0.1398106
37,0.47374964,0.45537734,"('fake', 'genuine')",0.36609507,0.39952806,0.4199224,0.4274527,0.0075303
38,-0.3803613,-0.37873194,"('untruthful', 'truthful')",-0.041736946,-0.009809896,-0.2110491,-0.1942709,0.0167782
39,0.4809913,0.43678707,"('exploitative', 'cooperative')",0.17527078,0.13106374,0.328131,0.2839254,-0.0442056
40,0.11020827,0.064925216,"('stingy', 'generous')",-1.5332218,-1.5783886,-0.7115068,-0.7567317,-0.0452249
41,0.02988761,0.02106091,"('unforgiving', 'forgiving')",0.34874806,0.21774463,0.1893178,0.1194028,-0.069915
