,urban_male,urban_female,tuple,outfitters_male,outfitters_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.10152669,-0.1499596,"('unsociable', 'sociable')",0.40756884,0.36654285,-0.41303992,-0.6055912,-0.0356659,-0.1296693,-0.0940034
1,0.10902095,0.11818401,"('unfriendly', 'friendly')",-0.22574484,-0.1536761,2.103694,1.9975938,0.6623234,0.6540339,-0.0082895
2,0.6675235,0.82836807,"('unlikable', 'likable')",0.54121655,0.68584436,0.7850361,0.887676,0.664592,0.8006295,0.1360375
3,-0.6931628,-0.60367393,"('repellent', 'pleasant')",-0.3253839,-0.17725708,0.23612782,0.2389288,-0.2608063,-0.1806674,0.0801389
4,-0.5672033,-0.6374022,"('disliked', 'liked')",-0.2475192,-0.2150261,-6.334203,-6.3184085,-2.3829751,-2.390279,-0.0073039
5,0.5843612,0.6555668,"('distant', 'outgoing')",0.33309695,0.39751488,0.40522727,0.45239696,0.4408952,0.5018262,0.060931
6,0.29051304,0.35426143,"('distant', 'open')",-0.3633175,-0.27088815,0.98933554,1.0164051,0.3055104,0.3665928,0.0610824
7,0.16208741,0.28670102,"('insensitive', 'sensitive')",0.8919705,1.0570909,0.49937886,0.4491011,0.5178123,0.597631,0.0798187
8,-0.06929192,-0.047483392,"('unaffectionate', 'affectionate')",-0.6981719,-0.60717505,0.967982,0.94416285,0.0668394,0.0965015,0.0296621
9,1.1298068,1.1745617,"('unaffectionate', 'caring')",0.5002093,0.6148154,1.6203833,1.6451808,1.0834665,1.1448526,0.0613861
10,-0.63915,-0.5784667,"('unsympathetic', 'sympathetic')",0.04497596,0.15159099,-0.63014054,-0.6724609,-0.4081049,-0.3664455,0.0416594
11,0.7212304,0.7960292,"('unhelpful', 'helpful')",0.28179803,0.3322833,2.026913,2.11999,1.0099804,1.0827675,0.0727871
12,1.4723282,1.6416644,"('unsupportive', 'supportive')",1.0076725,1.2142901,-1.7908287,-1.7482865,0.229724,0.3692227,0.1394987
