,agenda_male,agenda_female,tuple,average_male,average_female,female-male
0,0.19580014,0.14458784,"('unsociable', 'sociable')",0.1958001,0.1445878,-0.0512123
1,0.702131,0.7594956,"('unfriendly', 'friendly')",0.702131,0.7594956,0.0573646
2,0.4967725,0.6462377,"('unlikable', 'likable')",0.4967725,0.6462377,0.1494652
3,0.913822,1.0527809,"('repellent', 'pleasant')",0.913822,1.0527809,0.1389589
4,-7.3832374,-7.3490114,"('disliked', 'liked')",-7.3832374,-7.3490114,0.034226
5,-0.7115914,-0.7078861,"('distant', 'outgoing')",-0.7115914,-0.7078861,0.0037053
6,-0.4889331,-0.4453656,"('distant', 'open')",-0.4889331,-0.4453656,0.0435675
7,1.5684162,1.5870699,"('insensitive', 'sensitive')",1.5684162,1.5870699,0.0186537
8,0.78952056,0.77371883,"('unaffectionate', 'affectionate')",0.7895206,0.7737188,-0.0158018
9,1.4723037,1.4711185,"('unaffectionate', 'caring')",1.4723037,1.4711185,-0.0011852
10,1.7012383,1.7496641,"('unsympathetic', 'sympathetic')",1.7012383,1.7496641,0.0484258
11,2.2738886,2.2406387,"('unhelpful', 'helpful')",2.2738886,2.2406387,-0.0332499
12,-1.1586175,-1.1166502,"('unsupportive', 'supportive')",-1.1586175,-1.1166502,0.0419673
13,0.41623738,0.3840767,"('impolite', 'polite')",0.4162374,0.3840767,-0.0321607
14,0.6048197,0.5147203,"('antisocial', 'social')",0.6048197,0.5147203,-0.0900994
15,-0.2038444,-0.18359543,"('boring', 'funny')",-0.2038444,-0.1835954,0.020249
16,-0.8509444,-0.7784074,"('unpopular', 'popular')",-0.8509444,-0.7784074,0.072537
17,-0.73292255,-0.6379517,"('nasty', 'nice')",-0.7329226,-0.6379517,0.0949709
18,-0.43273783,-0.36870986,"('disagreeable', 'welcoming')",-0.4327378,-0.3687099,0.0640279
19,-0.55987054,-0.5285209,"('inhospitable', 'hospitable')",-0.5598705,-0.5285209,0.0313496
20,0.9246836,0.86364263,"('rough', 'thoughtful')",0.9246836,0.8636426,-0.061041
21,0.7645032,0.8292698,"('immoral', 'moral')",0.7645032,0.8292698,0.0647666
22,0.21448766,0.1737651,"('untrustworthy', 'trustworthy')",0.2144877,0.1737651,-0.0407226
23,6.960196,6.956105,"('insincere', 'sincere')",6.960196,6.9561052,-0.0040908
24,2.4560096,2.4604416,"('dishonest', 'honest')",2.4560096,2.4604416,0.004432
25,0.03420187,0.015524805,"('egoistic', 'altruistic')",0.0342019,0.0155248,-0.0186771
26,-0.10013838,-0.0027286112,"('hardhearted', 'benevolent')",-0.1001384,-0.0027286,0.0974098
27,1.4224834,1.4086162,"('hardhearted', 'softhearted')",1.4224834,1.4086162,-0.0138672
28,1.4485973,1.4020069,"('disloyal', 'loyal')",1.4485973,1.4020069,-0.0465904
29,-0.36617523,-0.4743856,"('unfair', 'fair')",-0.3661752,-0.4743856,-0.1082104
30,1.3820115,1.3240254,"('intolerant', 'tolerant')",1.3820115,1.3240254,-0.0579861
31,-1.800602,-1.7944723,"('evil', 'good')",-1.800602,-1.7944723,0.0061297
32,1.2629411,1.2560911,"('unkind', 'kind')",1.2629411,1.2560911,-0.00685
33,-0.4913803,-0.46978304,"('wrong', 'right')",-0.4913803,-0.469783,0.0215973
34,4.42094,4.5781655,"('mean', 'honorable')",4.4209399,4.5781655,0.1572256
35,-0.87897253,-1.0142313,"('corrupt', 'incorrupt')",-0.8789725,-1.0142313,-0.1352588
36,-1.3235476,-1.3881059,"('hostile', 'amicable')",-1.3235476,-1.3881059,-0.0645583
37,1.1661414,1.1158409,"('fake', 'genuine')",1.1661414,1.1158409,-0.0503005
38,0.1582976,0.06904325,"('untruthful', 'truthful')",0.1582976,0.0690432,-0.0892544
39,0.1295725,0.12949702,"('exploitative', 'cooperative')",0.1295725,0.129497,-7.55e-05
40,-1.4853547,-1.4869398,"('stingy', 'generous')",-1.4853547,-1.4869398,-0.0015851
41,-0.09661127,-0.13008595,"('unforgiving', 'forgiving')",-0.0966113,-0.1300859,-0.0334746
42,-1.5613374,-1.5352029,"('unreliable', 'reliable')",-1.5613374,-1.5352029,0.0261345
43,1.8477833,1.7878923,"('irresponsible', 'responsible')",1.8477833,1.7878923,-0.059891
44,-1.6191891,-1.705883,"('prejudiced', 'unprejudiced')",-1.6191891,-1.705883,-0.0866939
45,0.61998206,0.65759116,"('incompetent', 'competent')",0.6199821,0.6575912,0.0376091
46,0.21060398,0.25647235,"('uncompetitive', 'competitive')",0.210604,0.2564723,0.0458683
47,5.6936088,5.8476067,"('stupid', 'smart')",5.6936088,5.8476067,0.1539979
48,1.3457626,1.3212364,"('unintelligent', 'intelligent')",1.3457626,1.3212364,-0.0245262
49,0.41285914,0.497649,"('unable', 'able')",0.4128591,0.497649,0.0847899
50,0.2520407,0.38206425,"('clumsy', 'skillful')",0.2520407,0.3820643,0.1300236
51,0.7913897,0.8627644,"('uneducated', 'educated')",0.7913897,0.8627644,0.0713747
52,-0.8749261,-0.8818682,"('irrational', 'rational')",-0.8749261,-0.8818682,-0.0069421
53,0.26220313,0.2477199,"('uncreative', 'creative')",0.2622031,0.2477199,-0.0144832
54,1.1098572,1.2087653,"('incapable', 'capable')",1.1098572,1.2087653,0.0989081
55,1.7951245,1.7800491,"('incompetent', 'clever')",1.7951245,1.7800491,-0.0150754
56,1.1952912,1.1579312,"('impractical', 'practical')",1.1952912,1.1579312,-0.03736
57,-2.3029358,-2.2041388,"('unimaginative', 'imaginative')",-2.3029358,-2.2041388,0.098797
58,-0.06446709,-0.10187642,"('undiscriminating', 'discriminating')",-0.0644671,-0.1018764,-0.0374093
59,-0.29907924,-0.19287635,"('foolish', 'wise')",-0.2990792,-0.1928764,0.1062028
60,1.5703801,1.5557692,"('inefficient', 'efficient')",1.5703801,1.5557692,-0.0146109
61,0.7745898,0.6087864,"('illogical', 'logical')",0.7745898,0.6087864,-0.1658034
62,1.9136741,1.9523934,"('incompetent', 'brilliant')",1.9136741,1.9523934,0.0387193
63,1.3037307,1.2885814,"('unperceptive', 'insightful')",1.3037307,1.2885814,-0.0151493
64,-5.2569494,-5.275849,"('shy', 'confident')",-5.2569494,-5.2758489,-0.0188995
65,1.5635647,1.5511396,"('insecure', 'secure')",1.5635647,1.5511396,-0.0124251
66,-0.14989486,-0.18837927,"('inactive', 'active')",-0.1498949,-0.1883793,-0.0384844
67,-0.29620844,-0.31296664,"('doubtful', 'determined')",-0.2962084,-0.3129666,-0.0167582
68,0.20535035,0.16734412,"('dependent', 'independent')",0.2053504,0.1673441,-0.0380063
69,-1.9282141,-1.9491587,"('lazy', 'industrious')",-1.9282141,-1.9491587,-0.0209446
70,1.7376508,1.748265,"('lethargic', 'energetic')",1.7376508,1.748265,0.0106142
71,0.1823509,0.2865065,"('diffident', 'self-confident')",0.1823509,0.2865065,0.1041556
72,1.0272069,1.1199666,"('unambitious', 'ambitious')",1.0272069,1.1199666,0.0927597
73,-2.936161,-2.8941176,"('helpless', 'self-reliant')",-2.936161,-2.8941176,0.0420434
74,0.46998012,0.39763576,"('undedicated', 'dedicated')",0.4699801,0.3976358,-0.0723443
75,-1.1887681,-1.0862454,"('meek', 'impulsive')",-1.1887681,-1.0862454,0.1025227
76,1.0423687,0.9914571,"('anxious', 'daring')",1.0423687,0.9914571,-0.0509116
77,-0.40259263,-0.41671342,"('unmotivated', 'motivated')",-0.4025926,-0.4167134,-0.0141208
78,-0.21050778,-0.18864238,"('nonresilient', 'resilient')",-0.2105078,-0.1886424,0.0218654
79,-0.5527674,-0.5444505,"('wavering', 'unwavering')",-0.5527674,-0.5444505,0.0083169
80,0.60247266,0.56441295,"('dominated', 'dominating')",0.6024727,0.564413,-0.0380597
81,0.85332114,0.93086565,"('submissive', 'aggressive')",0.8533211,0.9308656,0.0775445
82,6.0578184,6.3945804,"('poor', 'rich')",6.0578184,6.3945804,0.336762
83,0.09480338,0.05935381,"('powerless', 'powerful')",0.0948034,0.0593538,-0.0354496
84,-0.20269775,-0.2003834,"('inferior', 'superior')",-0.2026978,-0.2003834,0.0023144
85,-2.159843,-2.1813374,"('insignificant', 'prestigious')",-2.159843,-2.1813374,-0.0214944
86,1.0803707,1.1030222,"('uninfluential', 'influential')",1.0803707,1.1030222,0.0226515
87,0.06992918,0.24655534,"('unsuccessful', 'successful')",0.0699292,0.2465553,0.1766261
88,0.19721872,0.2755551,"('low', 'eminent')",0.1972187,0.2755551,0.0783364
