,hospice_male,hospice_female,tuple,average_male,average_female,female-male
0,0.0689335,-0.084541574,"('unsociable', 'sociable')",0.0689335,-0.0845416,-0.1534751
1,1.8519869,1.9334767,"('unfriendly', 'friendly')",1.8519869,1.9334767,0.0814898
2,0.1447685,0.2610017,"('unlikable', 'likable')",0.1447685,0.2610017,0.1162332
3,0.5098618,0.55563307,"('repellent', 'pleasant')",0.5098618,0.5556331,0.0457713
4,-7.5521603,-7.616955,"('disliked', 'liked')",-7.5521603,-7.6169548,-0.0647945
5,-0.22579576,-0.14356846,"('distant', 'outgoing')",-0.2257958,-0.1435685,0.0822273
6,0.20344913,0.279337,"('distant', 'open')",0.2034491,0.279337,0.0758879
7,0.93955296,0.99139434,"('insensitive', 'sensitive')",0.939553,0.9913943,0.0518413
8,1.5012958,1.5119911,"('unaffectionate', 'affectionate')",1.5012958,1.5119911,0.0106953
9,2.2064216,2.3658223,"('unaffectionate', 'caring')",2.2064216,2.3658223,0.1594007
10,0.6689143,0.6177112,"('unsympathetic', 'sympathetic')",0.6689143,0.6177112,-0.0512031
11,1.8402091,1.9491851,"('unhelpful', 'helpful')",1.8402091,1.9491851,0.108976
12,-1.159723,-1.0682436,"('unsupportive', 'supportive')",-1.159723,-1.0682436,0.0914794
13,-0.037987515,-0.19257337,"('impolite', 'polite')",-0.0379875,-0.1925734,-0.1545859
14,-0.2842822,-0.3471906,"('antisocial', 'social')",-0.2842822,-0.3471906,-0.0629084
15,0.3949983,0.3192762,"('boring', 'funny')",0.3949983,0.3192762,-0.0757221
16,-0.47348344,-0.36573675,"('unpopular', 'popular')",-0.4734834,-0.3657368,0.1077466
17,0.2792348,0.34837264,"('nasty', 'nice')",0.2792348,0.3483726,0.0691378
18,-0.26786512,-0.22882882,"('disagreeable', 'welcoming')",-0.2678651,-0.2288288,0.0390363
19,-0.3113334,-0.15937778,"('inhospitable', 'hospitable')",-0.3113334,-0.1593778,0.1519556
20,0.71386915,0.59672153,"('rough', 'thoughtful')",0.7138692,0.5967215,-0.1171477
21,-0.29561573,-0.23572776,"('immoral', 'moral')",-0.2956157,-0.2357278,0.0598879
22,-0.6074085,-0.5710423,"('untrustworthy', 'trustworthy')",-0.6074085,-0.5710423,0.0363662
23,7.2013683,7.355377,"('insincere', 'sincere')",7.2013683,7.3553772,0.1540089
24,1.704137,1.6753389,"('dishonest', 'honest')",1.704137,1.6753389,-0.0287981
25,1.1826013,1.1790254,"('egoistic', 'altruistic')",1.1826013,1.1790254,-0.0035759
26,1.1790768,1.1021256,"('hardhearted', 'benevolent')",1.1790768,1.1021256,-0.0769512
27,2.23204,2.093987,"('hardhearted', 'softhearted')",2.2320399,2.093987,-0.1380529
28,1.1791059,1.165765,"('disloyal', 'loyal')",1.1791059,1.165765,-0.0133409
29,-0.44457838,-0.6249305,"('unfair', 'fair')",-0.4445784,-0.6249305,-0.1803521
30,1.0295494,1.0374985,"('intolerant', 'tolerant')",1.0295494,1.0374985,0.0079491
31,-1.1831883,-1.1662475,"('evil', 'good')",-1.1831883,-1.1662475,0.0169408
32,1.0649723,0.95512694,"('unkind', 'kind')",1.0649723,0.9551269,-0.1098454
33,0.09191339,0.16532364,"('wrong', 'right')",0.0919134,0.1653236,0.0734102
34,5.451169,5.760327,"('mean', 'honorable')",5.451169,5.7603269,0.3091579
35,-0.47655702,-0.5744631,"('corrupt', 'incorrupt')",-0.476557,-0.5744631,-0.0979061
36,-0.5443627,-0.49645337,"('hostile', 'amicable')",-0.5443627,-0.4964534,0.0479093
37,1.169598,1.0951765,"('fake', 'genuine')",1.169598,1.0951765,-0.0744215
38,0.42793477,0.5465459,"('untruthful', 'truthful')",0.4279348,0.5465459,0.1186111
39,0.6796451,0.6880327,"('exploitative', 'cooperative')",0.6796451,0.6880327,0.0083876
40,-1.3786378,-1.529616,"('stingy', 'generous')",-1.3786378,-1.529616,-0.1509782
41,0.46316144,0.3761161,"('unforgiving', 'forgiving')",0.4631614,0.3761161,-0.0870453
42,-3.2496402,-3.2958233,"('unreliable', 'reliable')",-3.2496402,-3.2958233,-0.0461831
43,1.102084,1.1095244,"('irresponsible', 'responsible')",1.102084,1.1095244,0.0074404
44,-1.7442904,-1.84171,"('prejudiced', 'unprejudiced')",-1.7442904,-1.84171,-0.0974196
45,-0.03254509,-0.043492705,"('incompetent', 'competent')",-0.0325451,-0.0434927,-0.0109476
46,-1.1300312,-1.2075561,"('uncompetitive', 'competitive')",-1.1300312,-1.2075561,-0.0775249
