,huntington_male,huntington_female,tuple,ingalls_male,ingalls_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,female-male
0,0.0015752222,0.0033369027,"('unsociable', 'sociable')",-1.5003457,-1.5867146,-0.49813837,-0.53341717,-0.42209524,-0.55407035,-0.6047511,-0.6677163,-0.0629652
1,-0.27486533,-0.31338322,"('unfriendly', 'friendly')",-1.9800082,-2.1465294,-1.8801309,-1.9557121,1.3095723,1.1492915,-0.7063581,-0.8165833,-0.1102252
2,0.49289262,0.60001415,"('unlikable', 'likable')",0.3282321,0.40424708,0.2812408,0.4019927,0.1445178,0.2600427,0.3117208,0.4165742,0.1048534
3,0.30388206,0.48035315,"('repellent', 'pleasant')",-1.1409678,-1.1538886,0.14824133,0.14406778,0.09375852,0.14032024,-0.1487715,-0.0972869,0.0514846
4,-1.4472368,-1.4569639,"('disliked', 'liked')",-0.05991709,-0.1251979,-0.60123,-0.6939906,-6.0474977,-6.0641575,-2.0389705,-2.0850775,-0.046107
5,-1.1489376,-1.2397869,"('distant', 'outgoing')",-0.104886204,-0.13200648,-1.5439392,-1.5562747,-0.5999603,-0.6125496,-0.8494308,-0.8851544,-0.0357236
6,-1.4020143,-1.4563818,"('distant', 'open')",-0.015626412,-0.024192914,-1.0030626,-1.0553595,0.29635647,0.24660031,-0.5310867,-0.5723335,-0.0412468
7,2.0147693,2.1102085,"('insensitive', 'sensitive')",-0.5755919,-0.5662063,-0.2762339,-0.20841701,0.5002765,0.5448835,0.415805,0.4701172,0.0543122
8,0.09956463,0.08303284,"('unaffectionate', 'affectionate')",-0.43514633,-0.4802222,-2.2645233,-2.265725,0.23124045,0.09130738,-0.5922161,-0.6429017,-0.0506856
9,0.87651056,0.8231443,"('unaffectionate', 'caring')",-0.60717803,-0.70119375,-1.4917673,-1.5584662,0.924624,0.7736373,-0.0744527,-0.1657196,-0.0912669
10,1.1426456,1.2354962,"('unsympathetic', 'sympathetic')",-2.2978365,-2.3381052,-0.58085537,-0.63759995,0.18160024,0.052436836,-0.3886115,-0.421943,-0.0333315
11,-0.08925503,-0.10657215,"('unhelpful', 'helpful')",-1.043136,-1.1078805,-0.58711916,-0.6396322,1.7795548,1.7328626,0.0150112,-0.0303056,-0.0453168
12,0.9811845,1.0698935,"('unsupportive', 'supportive')",-0.8447328,-0.87362045,-1.3439698,-1.3213683,-2.0845516,-2.10806,-0.8230174,-0.8082888,0.0147286
13,0.3374359,0.27323955,"('impolite', 'polite')",-1.0393832,-1.0558522,0.7752372,0.85345876,-0.11075104,-0.08057309,-0.0093653,-0.0024317,0.0069336
14,0.84547997,0.9714788,"('antisocial', 'social')",-0.39373374,-0.3232286,0.9128282,1.0162448,-0.56999916,-0.5474771,0.1986438,0.2792545,0.0806107
15,-0.5964993,-0.7312854,"('boring', 'funny')",0.15594138,0.17987685,0.5887998,0.562394,0.420551,0.47269726,0.1421982,0.1209207,-0.0212775
16,-1.0981836,-1.0735298,"('unpopular', 'popular')",-0.15226991,-0.16578478,-0.59352124,-0.6047566,0.36899778,0.48156708,-0.3687443,-0.340626,0.0281183
17,0.2772979,0.3118451,"('nasty', 'nice')",-0.027003737,0.01084953,-0.166811,-0.100336924,-0.58479875,-0.47299516,-0.1253289,-0.0626594,0.0626695
18,0.4611444,0.5158891,"('disagreeable', 'welcoming')",-0.46124983,-0.3809113,-0.76356554,-0.7109601,-0.6691397,-0.71519846,-0.3582027,-0.3227952,0.0354075
19,-0.34523606,-0.34508502,"('inhospitable', 'hospitable')",-0.5587791,-0.57829314,-1.3754343,-1.3985769,-0.3562594,-0.3252293,-0.6589272,-0.6617961,-0.0028689
20,0.7178109,0.844602,"('rough', 'thoughtful')",-0.6642277,-0.5921936,0.23064682,0.27411565,0.93855804,0.92208433,0.305697,0.3621521,0.0564551
21,0.51291883,0.59578556,"('immoral', 'moral')",-1.9133276,-1.8956711,-0.78226584,-0.7306746,-1.1922823,-1.1438557,-0.8437393,-0.7936039,0.0501354
22,-0.0070361607,0.0340114,"('untrustworthy', 'trustworthy')",-0.6722267,-0.6492557,-0.9803655,-0.90040433,-1.8231419,-1.7410592,-0.8706926,-0.8141769,0.0565157
