,athlete_male,athlete_female,tuple,average_male,average_female,female-male
0,0.54293823,0.4135267,"('unsociable', 'sociable')",0.5429382,0.4135267,-0.1294115
1,0.30255127,0.23259692,"('unfriendly', 'friendly')",0.3025513,0.2325969,-0.0699544
2,0.09986399,0.21684784,"('unlikable', 'likable')",0.099864,0.2168478,0.1169838
3,1.1346672,1.2309349,"('repellent', 'pleasant')",1.1346672,1.2309349,0.0962677
4,-7.6649494,-7.5676417,"('disliked', 'liked')",-7.6649494,-7.5676417,0.0973077
5,-1.0644199,-1.0420765,"('distant', 'outgoing')",-1.0644199,-1.0420765,0.0223434
6,-1.2485713,-1.2137411,"('distant', 'open')",-1.2485713,-1.2137411,0.0348302
7,1.1622384,1.1759175,"('insensitive', 'sensitive')",1.1622384,1.1759175,0.0136791
8,0.2841474,0.27111104,"('unaffectionate', 'affectionate')",0.2841474,0.271111,-0.0130364
9,1.3650571,1.4197395,"('unaffectionate', 'caring')",1.3650571,1.4197395,0.0546824
10,1.8021438,1.9291945,"('unsympathetic', 'sympathetic')",1.8021438,1.9291945,0.1270507
11,2.6427274,2.7246423,"('unhelpful', 'helpful')",2.6427274,2.7246423,0.0819149
12,-1.2442248,-1.257038,"('unsupportive', 'supportive')",-1.2442248,-1.257038,-0.0128132
13,0.7890894,0.63931483,"('impolite', 'polite')",0.7890894,0.6393148,-0.1497746
14,0.36290023,0.2328151,"('antisocial', 'social')",0.3629002,0.2328151,-0.1300851
15,0.14422506,0.12497325,"('boring', 'funny')",0.1442251,0.1249733,-0.0192518
16,-0.7936856,-0.68953204,"('unpopular', 'popular')",-0.7936856,-0.689532,0.1041536
17,-0.37641835,-0.39915004,"('nasty', 'nice')",-0.3764184,-0.39915,-0.0227316
18,-0.91149825,-1.0488868,"('disagreeable', 'welcoming')",-0.9114982,-1.0488868,-0.1373886
19,-1.045034,-0.981019,"('inhospitable', 'hospitable')",-1.0450341,-0.981019,0.0640151
20,0.6985585,0.615155,"('rough', 'thoughtful')",0.6985585,0.615155,-0.0834035
21,0.9240846,1.0202243,"('immoral', 'moral')",0.9240846,1.0202243,0.0961397
