,tegna_male,tegna_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.46096426,-0.5300769,"('unsociable', 'sociable')",-0.403356,-0.6037392,-0.4321601,-0.5669081,-0.134748
1,-1.3285408,-1.3497596,"('unfriendly', 'friendly')",1.2938728,1.1520759,-0.017334,-0.0988418,-0.0815078
2,1.0819798,1.1910673,"('unlikable', 'likable')",0.5692754,0.6740822,0.8256276,0.9325747,0.1069471
3,-0.05177898,0.14029036,"('repellent', 'pleasant')",0.47762492,0.5354773,0.212923,0.3378838,0.1249608
4,-0.38780454,-0.39690045,"('disliked', 'liked')",-6.7538695,-6.7070403,-3.570837,-3.5519705,0.0188665
5,-1.4643239,-1.5203362,"('distant', 'outgoing')",-0.5459364,-0.55565953,-1.0051302,-1.0379978,-0.0328676
6,-1.8544496,-1.7973956,"('distant', 'open')",-0.22697143,-0.22944754,-1.0407106,-1.0134215,0.0272891
7,-0.17949222,-0.04362481,"('insensitive', 'sensitive')",0.15678103,0.21821429,-0.0113556,0.0872947,0.0986503
8,-1.1741704,-1.2638634,"('unaffectionate', 'affectionate')",0.5107616,0.46746114,-0.3317044,-0.3982012,-0.0664968
9,-1.0194155,-1.0942762,"('unaffectionate', 'caring')",0.64898086,0.6311753,-0.1852173,-0.2315505,-0.0463332
10,0.22461644,0.30792812,"('unsympathetic', 'sympathetic')",-0.2824477,-0.3327757,-0.0289156,-0.0124238,0.0164918
11,0.21838307,0.22669698,"('unhelpful', 'helpful')",1.8552222,1.8945329,1.0368026,1.0606149,0.0238123
12,-0.13526727,-0.0038845986,"('unsupportive', 'supportive')",-1.985295,-1.9106882,-1.0602812,-0.9572864,0.1029948
13,0.127616,0.007114943,"('impolite', 'polite')",-0.6056257,-0.60714376,-0.2390049,-0.3000144,-0.0610095
14,0.82140523,0.85362077,"('antisocial', 'social')",-0.17220314,-0.24728844,0.3246011,0.3031662,-0.0214349
15,0.20785336,-0.0070126313,"('boring', 'funny')",0.62074,0.5739841,0.4142967,0.2834857,-0.130811
16,-0.4446284,-0.30449465,"('unpopular', 'popular')",0.4438751,0.46086216,-0.0003766,0.0781838,0.0785604
17,-0.24349904,-0.1264469,"('nasty', 'nice')",-0.37123057,-0.34565142,-0.3073648,-0.2360492,0.0713156
18,-0.11844303,0.1644451,"('disagreeable', 'welcoming')",-0.567419,-0.5355662,-0.342931,-0.1855606,0.1573704
19,-1.2297434,-1.1415381,"('inhospitable', 'hospitable')",-0.41648188,-0.32879272,-0.8231126,-0.7351654,0.0879472
20,0.37866563,0.4825263,"('rough', 'thoughtful')",1.2642208,1.1902546,0.8214432,0.8363904,0.0149472
21,1.1247953,1.0888823,"('immoral', 'moral')",-0.28570247,-0.240213,0.4195464,0.4243346,0.0047882
22,0.5694354,0.6241682,"('untrustworthy', 'trustworthy')",-0.89259005,-0.9781077,-0.1615773,-0.1769697,-0.0153924
23,0.13442785,0.16940059,"('insincere', 'sincere')",5.6686807,5.5269446,2.9015543,2.8481727,-0.0533816
24,0.7657552,0.67154765,"('dishonest', 'honest')",0.7934017,0.7110886,0.7795784,0.6913182,-0.0882602
25,-0.55123496,-0.73310786,"('egoistic', 'altruistic')",1.0527087,0.95986605,0.2507369,0.1133791,-0.1373578
26,0.27748916,0.1176499,"('hardhearted', 'benevolent')",1.6925974,1.5116079,0.9850433,0.8146289,-0.1704144
27,-0.44602636,-0.36492133,"('hardhearted', 'softhearted')",1.1593742,1.1507248,0.356674,0.3929017,0.0362277
28,0.14130436,-0.12930633,"('disloyal', 'loyal')",0.9359468,0.7555356,0.5386256,0.3131146,-0.225511
29,-0.3529634,-0.40801817,"('unfair', 'fair')",-0.3956906,-0.6130556,-0.374327,-0.5105369,-0.1362099
30,1.3128482,1.3935729,"('intolerant', 'tolerant')",1.5560211,1.5682828,1.4344347,1.4809279,0.0464932
31,-1.7041262,-1.5982949,"('evil', 'good')",-1.2242635,-1.3131769,-1.4641949,-1.4557359,0.008459
32,0.6681375,0.54058444,"('unkind', 'kind')",0.9294724,0.69133765,0.7988049,0.6159611,-0.1828438
33,-0.027261415,-0.15194315,"('wrong', 'right')",-0.6502968,-0.73718774,-0.3387791,-0.4445654,-0.1057863
34,-0.038046986,0.13235083,"('mean', 'honorable')",5.8918295,6.027512,2.9268913,3.0799315,0.1530402
35,-1.0570796,-1.2676073,"('corrupt', 'incorrupt')",-0.50401723,-0.6475224,-0.7805484,-0.9575648,-0.1770164
36,-1.4552817,-1.5904802,"('hostile', 'amicable')",0.013891578,-0.18907776,-0.7206951,-0.889779,-0.1690839
37,0.57850003,0.5242769,"('fake', 'genuine')",0.34330764,0.32353827,0.4609038,0.4239076,-0.0369962
38,-0.3959238,-0.43766892,"('untruthful', 'truthful')",-0.050369453,-0.02510894,-0.2231466,-0.2313889,-0.0082423
39,0.9197618,1.0318567,"('exploitative', 'cooperative')",0.18841292,0.1966675,0.5540873,0.6142621,0.0601748
40,0.39895698,0.34530056,"('stingy', 'generous')",-1.9196672,-2.057815,-0.7603551,-0.8562573,-0.0959022
41,0.20170143,0.4154997,"('unforgiving', 'forgiving')",0.09020748,0.05843141,0.1459545,0.2369656,0.0910111
42,0.98529214,1.1947246,"('unreliable', 'reliable')",-3.1522982,-2.9887977,-1.083503,-0.8970366,0.1864664
43,0.796079,0.9156697,"('irresponsible', 'responsible')",0.88122654,0.84831965,0.8386527,0.8819947,0.043342
44,0.66898453,0.66772217,"('prejudiced', 'unprejudiced')",-1.4152738,-1.4237942,-0.3731446,-0.378036,-0.0048914
45,0.09073598,0.23069647,"('incompetent', 'competent')",-0.026404837,-0.05281016,0.0321656,0.0889432,0.0567776
46,0.6512122,0.7703212,"('uncompetitive', 'competitive')",-0.36835006,-0.27289668,0.1414311,0.2487123,0.1072812
47,0.4135799,0.5309278,"('stupid', 'smart')",5.457634,5.4544044,2.935607,2.992666,0.057059
48,-0.2106324,-0.1947717,"('unintelligent', 'intelligent')",0.70663553,0.7506814,0.2480016,0.2779548,0.0299532
49,-0.14827842,0.11882424,"('unable', 'able')",-0.2932918,-0.15454294,-0.2207851,-0.0178593,0.2029258
50,0.26353943,0.37011266,"('clumsy', 'skillful')",0.0699041,0.09281511,0.1667218,0.2314639,0.0647421
51,-0.66361254,-0.7345243,"('uneducated', 'educated')",0.2652721,0.19373351,-0.1991702,-0.2703954,-0.0712252
52,-0.17007755,-0.38354307,"('irrational', 'rational')",0.049774505,-0.11327802,-0.0601515,-0.2484106,-0.1882591
53,-1.0357484,-0.8875734,"('uncreative', 'creative')",0.50642484,0.47231174,-0.2646618,-0.2076308,0.057031
54,-0.41213414,-0.43599388,"('incapable', 'capable')",1.0033666,1.0286336,0.2956162,0.2963198,0.0007036
55,0.64849645,0.85349965,"('incompetent', 'clever')",0.337754,0.38446707,0.4931252,0.6189834,0.1258582
56,1.0550895,1.0184287,"('impractical', 'practical')",0.42498153,0.4351572,0.7400355,0.7267929,-0.0132426
57,-0.6760549,-0.678178,"('unimaginative', 'imaginative')",-2.4917703,-2.4984949,-1.5839126,-1.5883365,-0.0044239
58,0.10022518,0.18359551,"('undiscriminating', 'discriminating')",0.19476871,0.19805169,0.1474969,0.1908236,0.0433267
59,0.32835653,0.31197,"('foolish', 'wise')",0.30467597,0.27007458,0.3165163,0.2910223,-0.025494
60,1.2442105,1.443411,"('inefficient', 'efficient')",0.23183942,0.43953833,0.738025,0.9414747,0.2034497
61,-0.3353706,-0.3406559,"('illogical', 'logical')",0.19759911,0.0084532015,-0.0688857,-0.1661014,-0.0972157
62,1.0427659,1.2423352,"('incompetent', 'brilliant')",0.37486294,0.5818196,0.7088144,0.9120774,0.203263
63,-0.47760832,-0.29646713,"('unperceptive', 'insightful')",0.63797444,0.7900289,0.0801831,0.2467809,0.1665978
64,0.41966912,0.47192356,"('shy', 'confident')",-6.4829226,-6.418043,-3.0316267,-2.9730599,0.0585668
