,birthday_male,birthday_female,tuple,average_male,average_female,female-male
0,-0.5217282,-0.59067196,"('unsociable', 'sociable')",-0.5217282,-0.590672,-0.0689438
1,2.0126266,1.9106053,"('unfriendly', 'friendly')",2.0126266,1.9106053,-0.1020213
2,-0.1051995,-0.029535025,"('unlikable', 'likable')",-0.1051995,-0.029535,0.0756645
3,0.11377564,0.12321381,"('repellent', 'pleasant')",0.1137756,0.1232138,0.0094382
4,-7.125575,-7.2269597,"('disliked', 'liked')",-7.1255751,-7.2269597,-0.1013846
5,0.30264342,0.26510677,"('distant', 'outgoing')",0.3026434,0.2651068,-0.0375366
6,0.87997955,0.84365296,"('distant', 'open')",0.8799796,0.843653,-0.0363266
7,0.23165387,0.22408625,"('insensitive', 'sensitive')",0.2316539,0.2240863,-0.0075676
8,1.8985559,1.8303235,"('unaffectionate', 'affectionate')",1.8985559,1.8303235,-0.0682324
9,1.828275,1.877323,"('unaffectionate', 'caring')",1.828275,1.877323,0.049048
10,-0.17527856,-0.21707591,"('unsympathetic', 'sympathetic')",-0.1752786,-0.2170759,-0.0417973
11,1.039097,1.0338771,"('unhelpful', 'helpful')",1.039097,1.0338771,-0.0052199
12,-1.955049,-2.0209675,"('unsupportive', 'supportive')",-1.955049,-2.0209675,-0.0659185
13,-0.6817322,-0.7210931,"('impolite', 'polite')",-0.6817322,-0.7210931,-0.0393609
14,-0.61115175,-0.63506526,"('antisocial', 'social')",-0.6111518,-0.6350653,-0.0239135
15,0.39524695,0.3269519,"('boring', 'funny')",0.395247,0.3269519,-0.0682951
16,-0.22820953,-0.19875719,"('unpopular', 'popular')",-0.2282095,-0.1987572,0.0294523
17,-0.2847078,-0.21725391,"('nasty', 'nice')",-0.2847078,-0.2172539,0.0674539
18,0.13686374,-0.010718681,"('disagreeable', 'welcoming')",0.1368637,-0.0107187,-0.1475824
19,0.09947094,0.120038405,"('inhospitable', 'hospitable')",0.0994709,0.1200384,0.0205675
20,0.91992694,0.8397817,"('rough', 'thoughtful')",0.9199269,0.8397817,-0.0801452
21,-1.4638876,-1.416455,"('immoral', 'moral')",-1.4638876,-1.416455,0.0474326
22,-1.0625846,-1.1079009,"('untrustworthy', 'trustworthy')",-1.0625846,-1.1079009,-0.0453163
23,6.392758,6.415113,"('insincere', 'sincere')",6.3927579,6.415113,0.0223551
24,1.3128264,1.1780434,"('dishonest', 'honest')",1.3128264,1.1780434,-0.134783
25,1.2668892,1.2051735,"('egoistic', 'altruistic')",1.2668892,1.2051735,-0.0617157
26,1.1021075,1.1017536,"('hardhearted', 'benevolent')",1.1021075,1.1017536,-0.0003539
27,1.6179354,1.4250748,"('hardhearted', 'softhearted')",1.6179354,1.4250748,-0.1928606
28,1.3235306,1.3278252,"('disloyal', 'loyal')",1.3235306,1.3278252,0.0042946
29,-0.46854258,-0.6258241,"('unfair', 'fair')",-0.4685426,-0.6258241,-0.1572815
30,0.41602048,0.39953107,"('intolerant', 'tolerant')",0.4160205,0.3995311,-0.0164894
31,-0.3791694,-0.38244066,"('evil', 'good')",-0.3791694,-0.3824407,-0.0032713
32,0.5584928,0.4755712,"('unkind', 'kind')",0.5584928,0.4755712,-0.0829216
33,-0.21272267,-0.218579,"('wrong', 'right')",-0.2127227,-0.218579,-0.0058563
34,5.017756,5.115729,"('mean', 'honorable')",5.017756,5.1157289,0.0979729
35,0.23790185,0.12118772,"('corrupt', 'incorrupt')",0.2379019,0.1211877,-0.1167142
36,0.18102328,0.1592689,"('hostile', 'amicable')",0.1810233,0.1592689,-0.0217544
37,0.7684843,0.6897937,"('fake', 'genuine')",0.7684843,0.6897937,-0.0786906
38,-0.04511854,-0.020563513,"('untruthful', 'truthful')",-0.0451185,-0.0205635,0.024555
39,0.13096595,0.1133834,"('exploitative', 'cooperative')",0.1309659,0.1133834,-0.0175825
40,-1.1928165,-1.4444972,"('stingy', 'generous')",-1.1928165,-1.4444972,-0.2516807
41,-0.30683082,-0.34506053,"('unforgiving', 'forgiving')",-0.3068308,-0.3450605,-0.0382297
42,-2.7993279,-2.9723818,"('unreliable', 'reliable')",-2.7993279,-2.9723818,-0.1730539
43,0.43051115,0.405043,"('irresponsible', 'responsible')",0.4305111,0.405043,-0.0254681
44,-1.0984837,-1.0770025,"('prejudiced', 'unprejudiced')",-1.0984837,-1.0770025,0.0214812
45,-0.41238526,-0.42524558,"('incompetent', 'competent')",-0.4123853,-0.4252456,-0.0128603
46,-1.6927235,-1.8628688,"('uncompetitive', 'competitive')",-1.6927235,-1.8628688,-0.1701453
47,5.091701,5.270194,"('stupid', 'smart')",5.091701,5.2701941,0.1784931
48,0.2926594,0.19471622,"('unintelligent', 'intelligent')",0.2926594,0.1947162,-0.0979432
49,0.31922776,0.30963236,"('unable', 'able')",0.3192278,0.3096324,-0.0095954
50,0.026165113,-0.065039515,"('clumsy', 'skillful')",0.0261651,-0.0650395,-0.0912046
51,0.21448433,0.03345403,"('uneducated', 'educated')",0.2144843,0.033454,-0.1810303
52,-0.09956292,-0.15049985,"('irrational', 'rational')",-0.0995629,-0.1504999,-0.050937
53,0.267194,0.16806492,"('uncreative', 'creative')",0.267194,0.1680649,-0.0991291
54,1.4981545,1.5213294,"('incapable', 'capable')",1.4981545,1.5213294,0.0231749
55,0.27001154,0.22463937,"('incompetent', 'clever')",0.2700115,0.2246394,-0.0453721
56,-0.13218261,-0.11705636,"('impractical', 'practical')",-0.1321826,-0.1170564,0.0151262
57,-3.4541874,-3.5365145,"('unimaginative', 'imaginative')",-3.4541874,-3.5365145,-0.0823271
58,0.104445696,-0.042363595,"('undiscriminating', 'discriminating')",0.1044457,-0.0423636,-0.1468093
59,0.20533864,0.21026674,"('foolish', 'wise')",0.2053386,0.2102667,0.0049281
60,-0.6292602,-0.60659516,"('inefficient', 'efficient')",-0.6292602,-0.6065952,0.022665
61,0.12645485,-0.06498617,"('illogical', 'logical')",0.1264548,-0.0649862,-0.191441
62,-0.13023402,-0.061103214,"('incompetent', 'brilliant')",-0.130234,-0.0611032,0.0691308
63,-0.21662043,-0.2488756,"('unperceptive', 'insightful')",-0.2166204,-0.2488756,-0.0322552
64,-7.2481656,-7.2765245,"('shy', 'confident')",-7.2481656,-7.2765245,-0.0283589
65,-0.622552,-0.6303046,"('insecure', 'secure')",-0.622552,-0.6303046,-0.0077526
66,0.16848582,0.11702746,"('inactive', 'active')",0.1684858,0.1170275,-0.0514583
67,-0.13836998,-0.050225608,"('doubtful', 'determined')",-0.13837,-0.0502256,0.0881444
68,-0.5619312,-0.70059854,"('dependent', 'independent')",-0.5619312,-0.7005985,-0.1386673
69,-1.3986155,-1.338213,"('lazy', 'industrious')",-1.3986155,-1.338213,0.0604025
70,0.27823582,0.169056,"('lethargic', 'energetic')",0.2782358,0.169056,-0.1091798
71,1.0973923,1.1289958,"('diffident', 'self-confident')",1.0973923,1.1289958,0.0316035
72,0.5852688,0.62074417,"('unambitious', 'ambitious')",0.5852688,0.6207442,0.0354754
73,-2.8327658,-2.8512805,"('helpless', 'self-reliant')",-2.8327658,-2.8512805,-0.0185147
74,0.21316174,0.098151326,"('undedicated', 'dedicated')",0.2131617,0.0981513,-0.1150104
75,-0.41502368,-0.28857416,"('meek', 'impulsive')",-0.4150237,-0.2885742,0.1264495
76,0.3207754,0.17296568,"('anxious', 'daring')",0.3207754,0.1729657,-0.1478097
