,birthday_male,birthday_female,tuple,average_male,average_female,female-male
77,-1.739219,-1.5675503,"('unmotivated', 'motivated')",-1.739219,-1.5675503,0.1716687
78,-0.6044163,-0.6522939,"('nonresilient', 'resilient')",-0.6044163,-0.6522939,-0.0478776
79,0.57859,0.60661423,"('wavering', 'unwavering')",0.57859,0.6066142,0.0280242
80,-0.8981267,-0.9712975,"('dominated', 'dominating')",-0.8981267,-0.9712975,-0.0731708
81,-0.9002569,-0.8954688,"('submissive', 'aggressive')",-0.9002569,-0.8954688,0.0047881
82,6.5007215,6.592184,"('poor', 'rich')",6.5007215,6.5921841,0.0914626
83,-0.25096107,-0.25431463,"('powerless', 'powerful')",-0.2509611,-0.2543146,-0.0033535
84,0.9293227,0.8883182,"('inferior', 'superior')",0.9293227,0.8883182,-0.0410045
85,1.1128212,1.0440776,"('insignificant', 'prestigious')",1.1128212,1.0440776,-0.0687436
86,-0.06311017,-0.11794457,"('uninfluential', 'influential')",-0.0631102,-0.1179446,-0.0548344
87,-0.44025582,-0.39141512,"('unsuccessful', 'successful')",-0.4402558,-0.3914151,0.0488407
88,0.49440938,0.4024837,"('low', 'eminent')",0.4944094,0.4024837,-0.0919257
