,berkley_male,berkley_female,tuple,w_male,w_female,r_male,r_female,corp_male,corp_female,average_male,average_female,female-male
0,-2.083107,-2.185201,"('unsociable', 'sociable')",0.95603055,0.8064127,0.8170827,0.7048363,0.36701432,0.2913159,0.0142552,-0.095659,-0.1099142
1,-1.2818676,-1.3262838,"('unfriendly', 'friendly')",-0.7844351,-0.81417626,-1.0503203,-1.1509871,1.2928138,1.1268007,-0.4559523,-0.5411617,-0.0852094
2,0.71403086,0.738248,"('unlikable', 'likable')",1.3680937,1.4724137,1.2490422,1.2229233,0.7660679,0.665364,1.0243087,1.0247372,0.0004285
3,-1.1621355,-1.0883571,"('repellent', 'pleasant')",0.95191807,1.0923636,1.0745,1.2240899,1.3144796,1.414064,0.5446905,0.6605401,0.1158496
4,0.8193764,0.674539,"('disliked', 'liked')",-0.9329291,-1.1785842,0.35218388,0.13916336,-6.4532313,-6.6309066,-1.55365,-1.7489471,-0.1952971
5,0.79428184,0.79990417,"('distant', 'outgoing')",-0.95161116,-0.9551155,-0.21744505,-0.21200486,-0.49050272,-0.49353665,-0.2163193,-0.2151882,0.0011311
6,0.5401868,0.60240597,"('distant', 'open')",-1.1265581,-1.0223646,-0.76624995,-0.7151618,-0.4990716,-0.4869205,-0.4629232,-0.4055102,0.057413
7,-1.1297747,-1.1703464,"('insensitive', 'sensitive')",0.9209991,0.9403764,-0.07689418,0.0031536967,0.7951289,0.8088078,0.1273648,0.1454979,0.0181331
8,-0.057497572,-0.15106489,"('unaffectionate', 'affectionate')",-0.42169017,-0.30661857,-0.033295758,-0.07876082,0.79563034,0.7067555,0.0707867,0.0425778,-0.0282089
9,-0.55788165,-0.6236209,"('unaffectionate', 'caring')",0.47767347,0.51578957,0.91580415,0.88756454,1.7868103,1.7133043,0.6556016,0.6232594,-0.0323422
10,-2.1037445,-2.1776145,"('unsympathetic', 'sympathetic')",1.50928,1.4604183,0.08579455,0.08231312,0.22083707,0.23533127,-0.0719582,-0.0998879,-0.0279297
11,-1.6388001,-1.7490051,"('unhelpful', 'helpful')",0.4946686,0.28960848,0.03284231,-0.02538237,2.2455184,2.2426445,0.2835573,0.1894664,-0.0940909
12,-1.0419315,-1.0135612,"('unsupportive', 'supportive')",0.9956818,1.0714072,-0.14029367,-0.1258257,-1.4961222,-1.5412108,-0.4206664,-0.4022976,0.0183688
13,-1.7450525,-1.8137875,"('impolite', 'polite')",0.5830152,0.5096804,0.45773715,0.48029992,-0.15406305,-0.055319402,-0.2145908,-0.2197816,-0.0051908
14,-1.2726445,-1.2895045,"('antisocial', 'social')",1.7183404,1.6168625,0.94227207,0.89839494,0.031854227,0.021794826,0.3549556,0.3118869,-0.0430687
15,0.15811649,0.026056115,"('boring', 'funny')",0.28055075,0.05419451,0.83659166,0.7835911,-0.09468913,-0.04256908,0.2951424,0.2053182,-0.0898242
16,-0.29067323,-0.19575363,"('unpopular', 'popular')",-0.53811985,-0.4077254,0.3826306,0.5258215,0.30763558,0.3799776,-0.0346317,0.07558,0.1102117
17,-0.26240322,-0.29935753,"('nasty', 'nice')",0.06398673,0.026823144,-0.28081742,-0.26446444,-0.3192603,-0.2300162,-0.1996236,-0.1917538,0.0078698
18,-0.48965922,-0.3602833,"('disagreeable', 'welcoming')",-0.85973394,-0.543427,-0.9485273,-0.6391251,-0.7167962,-0.7609452,-0.7536792,-0.5759451,0.1777341
19,0.4056259,0.3329369,"('inhospitable', 'hospitable')",0.31175503,0.37278914,0.44104394,0.5863144,-0.46159714,-0.33395344,0.1742069,0.2395217,0.0653148
20,-0.25652444,-0.30975652,"('rough', 'thoughtful')",0.41194972,0.40294102,-0.4687989,-0.53082204,0.45846313,0.47456977,0.0362724,0.0092331,-0.0270393
21,-1.0569015,-1.067102,"('immoral', 'moral')",2.1395228,2.1236815,1.052141,1.1999582,-0.29339072,-0.15026656,0.4603429,0.5265678,0.0662249
22,-0.6600938,-0.7499229,"('untrustworthy', 'trustworthy')",1.1598556,0.96903,0.55784947,0.3740814,-0.22517154,-0.36493123,0.2081099,0.0570643,-0.1510456
23,-1.9057716,-2.017982,"('insincere', 'sincere')",1.5084201,1.4617063,0.5678107,0.6286633,6.4579663,6.5037694,1.6571064,1.6440393,-0.0130671
24,-0.5920038,-0.68025464,"('dishonest', 'honest')",0.59016395,0.655521,-0.015437849,-0.012299046,1.1877427,1.1610066,0.2926162,0.2809935,-0.0116227
25,1.0089204,1.119024,"('egoistic', 'altruistic')",-0.79259753,-0.4668865,-0.27992564,-0.071147405,0.6023115,0.66486716,0.1346772,0.3114643,0.1767871
26,-0.10100016,-0.2656312,"('hardhearted', 'benevolent')",0.31226277,0.123576045,0.689517,0.33098763,1.5533998,1.2871469,0.6135448,0.3690199,-0.2445249
27,-0.17554988,-0.10648957,"('hardhearted', 'softhearted')",-0.2465614,-0.013421781,-0.6144867,-0.47532564,1.0610352,1.1304048,0.0061093,0.133792,0.1276827
28,-1.2037021,-1.4331315,"('disloyal', 'loyal')",0.23890156,0.054312006,-0.3376599,-0.55502665,1.5289547,1.3486,0.0566236,-0.1463115,-0.2029351
29,-0.6137862,-0.67980295,"('unfair', 'fair')",0.8152857,0.70300716,0.9436672,1.0172081,0.30679336,0.2009233,0.36299,0.3103339,-0.0526561
30,-1.1737177,-1.2674041,"('intolerant', 'tolerant')",0.6124368,0.6004256,0.2478542,0.21496846,0.7203321,0.7455188,0.1017263,0.0733772,-0.0283491
31,0.67173547,0.7323292,"('evil', 'good')",-1.2470286,-1.0733101,-0.41664094,-0.39612627,-0.74045944,-0.7677925,-0.4330984,-0.3762249,0.0568735
32,-1.1071807,-1.2321799,"('unkind', 'kind')",1.0421246,0.8729608,0.61335665,0.47233722,1.0388222,0.897525,0.3967807,0.2526608,-0.1441199
33,1.1541013,1.1761756,"('wrong', 'right')",-0.5395391,-0.43538183,0.118430905,0.17904732,-0.6654798,-0.7783016,0.0168783,0.0353849,0.0185066
