,conocophillips_male,conocophillips_female,tuple,average_male,average_female,female-male
0,-1.182792,-1.2030005,"('unsociable', 'sociable')",-1.1827919,-1.2030005,-0.0202086
1,0.9480446,0.6930186,"('unfriendly', 'friendly')",0.9480446,0.6930186,-0.255026
2,0.7691547,0.813563,"('unlikable', 'likable')",0.7691547,0.813563,0.0444083
3,-0.59348917,-0.53098893,"('repellent', 'pleasant')",-0.5934892,-0.5309889,0.0625003
4,-0.7464396,-0.7854777,"('disliked', 'liked')",-0.7464396,-0.7854777,-0.0390381
5,1.4575698,1.3840455,"('distant', 'outgoing')",1.4575698,1.3840455,-0.0735243
6,1.3472682,1.2454063,"('distant', 'open')",1.3472682,1.2454063,-0.1018619
7,-0.9480165,-0.91233695,"('insensitive', 'sensitive')",-0.9480165,-0.9123369,0.0356796
8,-0.26087236,-0.42529827,"('unaffectionate', 'affectionate')",-0.2608724,-0.4252983,-0.1644259
9,-0.045027286,-0.2361643,"('unaffectionate', 'caring')",-0.0450273,-0.2361643,-0.191137
10,-2.4804332,-2.4724734,"('unsympathetic', 'sympathetic')",-2.4804332,-2.4724734,0.0079598
11,-1.2228948,-1.1796582,"('unhelpful', 'helpful')",-1.2228948,-1.1796582,0.0432366
12,-1.1364639,-1.1345507,"('unsupportive', 'supportive')",-1.1364639,-1.1345507,0.0019132
13,-1.5271869,-1.4645631,"('impolite', 'polite')",-1.5271869,-1.4645631,0.0626238
14,-1.0044713,-0.937486,"('antisocial', 'social')",-1.0044713,-0.937486,0.0669853
15,0.42739633,0.32379872,"('boring', 'funny')",0.4273963,0.3237987,-0.1035976
16,0.111126445,0.11467098,"('unpopular', 'popular')",0.1111264,0.114671,0.0035446
17,0.14967267,0.2426571,"('nasty', 'nice')",0.1496727,0.2426571,0.0929844
18,-0.31775153,-0.36531496,"('disagreeable', 'welcoming')",-0.3177515,-0.365315,-0.0475635
19,-0.10313591,-0.15302025,"('inhospitable', 'hospitable')",-0.1031359,-0.1530202,-0.0498843
20,-0.8119816,-0.77201754,"('rough', 'thoughtful')",-0.8119816,-0.7720175,0.0399641
21,-1.1133888,-1.0620675,"('immoral', 'moral')",-1.1133888,-1.0620675,0.0513213
22,-0.522731,-0.5127257,"('untrustworthy', 'trustworthy')",-0.522731,-0.5127257,0.0100053
23,0.6718226,0.6063,"('insincere', 'sincere')",0.6718226,0.6063,-0.0655226
24,-0.11305403,-0.19246133,"('dishonest', 'honest')",-0.113054,-0.1924613,-0.0794073
25,0.6832542,0.58252364,"('egoistic', 'altruistic')",0.6832542,0.5825236,-0.1007306
26,0.5303882,0.30515787,"('hardhearted', 'benevolent')",0.5303882,0.3051579,-0.2252303
27,0.4572285,0.40868095,"('hardhearted', 'softhearted')",0.4572285,0.4086809,-0.0485476
28,-0.49794304,-0.6667743,"('disloyal', 'loyal')",-0.497943,-0.6667743,-0.1688313
29,-0.14620134,-0.18511127,"('unfair', 'fair')",-0.1462013,-0.1851113,-0.03891
30,-1.105488,-1.0643481,"('intolerant', 'tolerant')",-1.1054879,-1.0643481,0.0411398
31,0.6995624,0.6372238,"('evil', 'good')",0.6995624,0.6372238,-0.0623386
32,0.5242081,0.396087,"('unkind', 'kind')",0.5242081,0.396087,-0.1281211
33,1.2648139,1.1011533,"('wrong', 'right')",1.2648139,1.1011533,-0.1636606
34,0.7767339,0.90640944,"('mean', 'honorable')",0.7767339,0.9064094,0.1296755
35,1.2775695,1.126121,"('corrupt', 'incorrupt')",1.2775695,1.126121,-0.1514485
36,0.8242733,0.6703509,"('hostile', 'amicable')",0.8242733,0.6703509,-0.1539224
37,-0.08164227,-0.05322572,"('fake', 'genuine')",-0.0816423,-0.0532257,0.0284166
38,-0.14353624,-0.18260965,"('untruthful', 'truthful')",-0.1435362,-0.1826096,-0.0390734
39,0.26691806,0.34113246,"('exploitative', 'cooperative')",0.2669181,0.3411325,0.0742144
40,0.1974503,0.14099349,"('stingy', 'generous')",0.1974503,0.1409935,-0.0564568
41,-0.40206727,-0.45930958,"('unforgiving', 'forgiving')",-0.4020673,-0.4593096,-0.0572423
42,-0.66901636,-0.5669423,"('unreliable', 'reliable')",-0.6690164,-0.5669423,0.1020741
43,-1.3776805,-1.3155962,"('irresponsible', 'responsible')",-1.3776805,-1.3155962,0.0620843
44,0.048879944,0.1460704,"('prejudiced', 'unprejudiced')",0.0488799,0.1460704,0.0971905
45,-1.625872,-1.585137,"('incompetent', 'competent')",-1.625872,-1.585137,0.040735
46,-2.025245,-1.9380575,"('uncompetitive', 'competitive')",-2.025245,-1.9380575,0.0871875
47,0.6558279,0.7706718,"('stupid', 'smart')",0.6558279,0.7706718,0.1148439
48,-1.2478731,-1.21722,"('unintelligent', 'intelligent')",-1.2478731,-1.2172199,0.0306532
49,-0.5412969,-0.4207013,"('unable', 'able')",-0.5412969,-0.4207013,0.1205956
