,lounge_male,lounge_female,tuple,average_male,average_female,female-male
0,0.66380745,0.70794487,"('unsociable', 'sociable')",0.6638075,0.7079449,0.0441374
1,1.0936818,1.1820644,"('unfriendly', 'friendly')",1.0936818,1.1820644,0.0883826
2,0.17647806,0.33062553,"('unlikable', 'likable')",0.1764781,0.3306255,0.1541474
3,0.77960783,0.9037203,"('repellent', 'pleasant')",0.7796078,0.9037203,0.1241125
4,-7.4338517,-7.6103206,"('disliked', 'liked')",-7.4338517,-7.6103206,-0.1764689
5,-0.8525357,-0.7883594,"('distant', 'outgoing')",-0.8525357,-0.7883594,0.0641763
6,-0.37066156,-0.39872733,"('distant', 'open')",-0.3706616,-0.3987273,-0.0280657
7,1.7390612,1.7935368,"('insensitive', 'sensitive')",1.7390612,1.7935368,0.0544756
8,1.0717039,1.0729653,"('unaffectionate', 'affectionate')",1.0717039,1.0729653,0.0012614
9,1.3932649,1.5888122,"('unaffectionate', 'caring')",1.3932649,1.5888122,0.1955473
10,1.2109783,1.1257837,"('unsympathetic', 'sympathetic')",1.2109783,1.1257837,-0.0851946
11,1.9022338,2.1539812,"('unhelpful', 'helpful')",1.9022338,2.1539812,0.2517474
12,-1.4912965,-1.3963964,"('unsupportive', 'supportive')",-1.4912965,-1.3963964,0.0949001
13,0.12777252,0.32260263,"('impolite', 'polite')",0.1277725,0.3226026,0.1948301
14,0.65522885,0.6582921,"('antisocial', 'social')",0.6552289,0.6582921,0.0030632
15,0.5449041,0.451923,"('boring', 'funny')",0.5449041,0.451923,-0.0929811
16,-0.7343615,-0.48875266,"('unpopular', 'popular')",-0.7343615,-0.4887527,0.2456088
17,-0.15056035,-0.14212741,"('nasty', 'nice')",-0.1505603,-0.1421274,0.0084329
18,-0.63988835,-0.55479866,"('disagreeable', 'welcoming')",-0.6398883,-0.5547987,0.0850896
19,-0.8907827,-0.78824073,"('inhospitable', 'hospitable')",-0.8907827,-0.7882407,0.102542
20,0.669088,0.47832105,"('rough', 'thoughtful')",0.669088,0.478321,-0.190767
21,-0.1522938,-0.031279683,"('immoral', 'moral')",-0.1522938,-0.0312797,0.1210141
22,-0.171547,-0.18539858,"('untrustworthy', 'trustworthy')",-0.171547,-0.1853986,-0.0138516
23,6.4684205,6.75529,"('insincere', 'sincere')",6.4684205,6.75529,0.2868695
24,1.5373356,1.4922101,"('dishonest', 'honest')",1.5373356,1.4922101,-0.0451255
25,0.58281577,0.66742676,"('egoistic', 'altruistic')",0.5828158,0.6674268,0.084611
26,1.2601118,1.1091907,"('hardhearted', 'benevolent')",1.2601118,1.1091907,-0.1509211
