,enphase_male,enphase_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.8128308,-1.8962767,"('unsociable', 'sociable')",0.13271156,-0.024395484,-0.5094093,-0.664082,-0.7298428,-0.8615847,-0.1317419
1,-2.2167003,-2.4608629,"('unfriendly', 'friendly')",0.56006163,0.2748693,1.7329804,1.6187268,0.0254472,-0.1890889,-0.2145361
2,0.44823903,0.44100028,"('unlikable', 'likable')",1.2833488,1.2282146,0.87600225,0.953082,0.8691967,0.874099,0.0049023
3,-0.527057,-0.4949729,"('repellent', 'pleasant')",-0.2412025,-0.15971372,0.1300586,0.12569861,-0.2127336,-0.1763293,0.0364043
4,-0.15944168,-0.30326524,"('disliked', 'liked')",0.3815539,0.22059695,-5.4504004,-5.6608267,-1.7427627,-1.9144983,-0.1717356
5,-0.7214674,-0.79484314,"('distant', 'outgoing')",-0.04894633,-0.14216235,-0.03744223,-0.06295361,-0.2692853,-0.3333197,-0.0640344
6,-0.7541704,-0.8521084,"('distant', 'open')",-0.60553175,-0.77314365,0.36062554,0.33139804,-0.3330255,-0.4312847,-0.0982592
7,-0.6866835,-0.6938419,"('insensitive', 'sensitive')",0.62117535,0.66359395,0.64208025,0.65589195,0.1921907,0.208548,0.0163573
8,-1.8126092,-1.9288499,"('unaffectionate', 'affectionate')",-0.5456948,-0.7598271,0.6454273,0.6012527,-0.5709589,-0.6958081,-0.1248492
9,-2.10756,-2.2760234,"('unaffectionate', 'caring')",0.48573393,0.32615173,0.9284136,0.9046038,-0.2311374,-0.3484226,-0.1172852
10,-1.6525491,-1.7027088,"('unsympathetic', 'sympathetic')",-0.55960983,-0.6007273,-0.60687387,-0.63878113,-0.9396776,-0.9807391,-0.0410615
11,-0.91204035,-0.867981,"('unhelpful', 'helpful')",0.56536406,0.6447755,1.3129104,1.4528501,0.322078,0.4098815,0.0878035
12,-1.0550874,-1.1301804,"('unsupportive', 'supportive')",0.7379275,0.72274095,-1.5205952,-1.5744654,-0.6125851,-0.6606349,-0.0480498
13,-1.1362463,-1.0571674,"('impolite', 'polite')",-0.119497985,0.008830227,-0.66519606,-0.6844951,-0.6403135,-0.5776108,0.0627027
14,-0.8116429,-0.72144085,"('antisocial', 'social')",0.7641485,0.8233068,-0.65361613,-0.7219272,-0.2337035,-0.2066871,0.0270164
15,0.023652107,-0.04853207,"('boring', 'funny')",0.042464737,-0.08352573,0.48933306,0.45310065,0.18515,0.1070143,-0.0781357
16,-0.30479464,-0.39289653,"('unpopular', 'popular')",-0.26099065,-0.42459363,0.54668677,0.46443692,-0.0063662,-0.1176844,-0.1113182
17,-0.25271344,-0.20387399,"('nasty', 'nice')",-0.93566877,-0.85104096,-0.60583735,-0.5081066,-0.5980732,-0.5210072,0.077066
18,-0.9021796,-0.9618254,"('disagreeable', 'welcoming')",-0.9346171,-1.0173366,-0.43661824,-0.4719076,-0.757805,-0.8170232,-0.0592182
19,-1.5704862,-1.6063775,"('inhospitable', 'hospitable')",-1.1360326,-1.2147241,-0.22664896,-0.10839835,-0.9777226,-0.9765,0.0012226
20,-0.27311316,-0.27462083,"('rough', 'thoughtful')",-0.00972916,0.01239861,0.94677126,0.9023448,0.2213097,0.2133742,-0.0079355
21,-0.23235407,-0.29378605,"('immoral', 'moral')",1.2007208,1.1966388,-0.6436799,-0.64142674,0.1082289,0.087142,-0.0210869
22,-0.7206624,-0.72091115,"('untrustworthy', 'trustworthy')",-0.71774787,-0.8288446,-0.79061484,-0.8540711,-0.7430084,-0.8012757,-0.0582673
23,-1.5430022,-1.6057445,"('insincere', 'sincere')",0.17337058,0.12852457,4.730793,4.781518,1.1203871,1.1014326,-0.0189545
24,-0.93597305,-0.91968626,"('dishonest', 'honest')",0.53157616,0.5175046,0.5235397,0.53919166,0.0397143,0.04567,0.0059557
25,-0.7658883,-0.8244677,"('egoistic', 'altruistic')",0.8122538,0.71921265,1.5968899,1.5257317,0.5477518,0.4734922,-0.0742596
26,-0.7792584,-0.93206376,"('hardhearted', 'benevolent')",0.77150285,0.66462713,1.5994903,1.5358477,0.5305783,0.4228037,-0.1077746
27,-0.47959217,-0.5268344,"('hardhearted', 'softhearted')",0.2920263,0.28511506,1.4829539,1.4048609,0.431796,0.3877138,-0.0440822
28,-1.3053018,-1.4224156,"('disloyal', 'loyal')",0.16104795,-0.032323666,0.64737934,0.5908895,-0.1656248,-0.2879499,-0.1223251
29,-0.73532104,-0.78100336,"('unfair', 'fair')",-0.6124053,-0.6740162,-0.40075666,-0.5115215,-0.5828276,-0.6555137,-0.0726861
