,partridge_male,partridge_female,tuple,average_male,average_female,female-male
0,-0.44515207,-0.48063654,"('unsociable', 'sociable')",-0.4451521,-0.4806365,-0.0354844
1,1.3837485,1.3847996,"('unfriendly', 'friendly')",1.3837485,1.3847996,0.0010511
2,-0.3707263,-0.23876013,"('unlikable', 'likable')",-0.3707263,-0.2387601,0.1319662
3,0.6208531,0.63951576,"('repellent', 'pleasant')",0.6208531,0.6395158,0.0186627
4,-7.2200646,-7.278216,"('disliked', 'liked')",-7.2200646,-7.2782159,-0.0581513
5,-0.57011276,-0.45539144,"('distant', 'outgoing')",-0.5701128,-0.4553914,0.1147214
6,0.13823755,0.1681509,"('distant', 'open')",0.1382376,0.1681509,0.0299133
7,0.5879145,0.5960543,"('insensitive', 'sensitive')",0.5879145,0.5960543,0.0081398
8,1.0765574,1.0484515,"('unaffectionate', 'affectionate')",1.0765574,1.0484515,-0.0281059
9,1.1837502,1.2329735,"('unaffectionate', 'caring')",1.1837502,1.2329735,0.0492233
10,0.74401355,0.7355427,"('unsympathetic', 'sympathetic')",0.7440135,0.7355427,-0.0084708
11,1.2191445,1.217314,"('unhelpful', 'helpful')",1.2191445,1.217314,-0.0018305
12,-2.0264757,-2.022511,"('unsupportive', 'supportive')",-2.0264757,-2.022511,0.0039647
13,-0.46622062,-0.53303903,"('impolite', 'polite')",-0.4662206,-0.533039,-0.0668184
14,-0.08531868,-0.15109515,"('antisocial', 'social')",-0.0853187,-0.1510952,-0.0657765
15,0.055475615,0.028830102,"('boring', 'funny')",0.0554756,0.0288301,-0.0266455
16,-0.64035326,-0.52951217,"('unpopular', 'popular')",-0.6403533,-0.5295122,0.1108411
17,-0.64311254,-0.55384,"('nasty', 'nice')",-0.6431125,-0.55384,0.0892725
18,-0.26100677,-0.31010056,"('disagreeable', 'welcoming')",-0.2610068,-0.3101006,-0.0490938
19,-0.84177935,-0.84516835,"('inhospitable', 'hospitable')",-0.8417794,-0.8451684,-0.003389
20,1.0344455,0.9880062,"('rough', 'thoughtful')",1.0344455,0.9880062,-0.0464393
21,-0.71110773,-0.6673143,"('immoral', 'moral')",-0.7111077,-0.6673143,0.0437934
22,-0.60310876,-0.6276125,"('untrustworthy', 'trustworthy')",-0.6031088,-0.6276125,-0.0245037
23,6.105032,6.0940905,"('insincere', 'sincere')",6.105032,6.0940905,-0.0109415
24,1.1976954,1.0716585,"('dishonest', 'honest')",1.1976954,1.0716585,-0.1260369
25,1.051131,1.0257214,"('egoistic', 'altruistic')",1.051131,1.0257214,-0.0254096
26,1.0187144,1.0112939,"('hardhearted', 'benevolent')",1.0187144,1.0112939,-0.0074205
27,1.6245152,1.5094868,"('hardhearted', 'softhearted')",1.6245152,1.5094868,-0.1150284
28,1.0231699,1.0004098,"('disloyal', 'loyal')",1.0231699,1.0004098,-0.0227601
29,-0.85399497,-0.9325678,"('unfair', 'fair')",-0.853995,-0.9325678,-0.0785728
30,0.62204903,0.6068225,"('intolerant', 'tolerant')",0.622049,0.6068225,-0.0152265
31,-0.98286515,-0.86350995,"('evil', 'good')",-0.9828652,-0.86351,0.1193552
32,0.80043805,0.73371315,"('unkind', 'kind')",0.800438,0.7337132,-0.0667248
33,-0.4800859,-0.48699582,"('wrong', 'right')",-0.4800859,-0.4869958,-0.0069099
34,4.3445663,4.454466,"('mean', 'honorable')",4.3445663,4.4544659,0.1098996
35,-0.3855725,-0.56102973,"('corrupt', 'incorrupt')",-0.3855725,-0.5610297,-0.1754572
36,-0.4048217,-0.4137348,"('hostile', 'amicable')",-0.4048217,-0.4137348,-0.0089131
37,0.9166814,0.87907976,"('fake', 'genuine')",0.9166814,0.8790798,-0.0376016
38,-0.26786023,-0.255403,"('untruthful', 'truthful')",-0.2678602,-0.255403,0.0124572
39,0.46783617,0.40760565,"('exploitative', 'cooperative')",0.4678362,0.4076056,-0.0602306
40,-1.3400193,-1.4511697,"('stingy', 'generous')",-1.3400193,-1.4511697,-0.1111504
41,-0.17427045,-0.17078614,"('unforgiving', 'forgiving')",-0.1742705,-0.1707861,0.0034844
42,-2.2487068,-2.298301,"('unreliable', 'reliable')",-2.2487068,-2.298301,-0.0495942
43,0.47611362,0.4921669,"('irresponsible', 'responsible')",0.4761136,0.4921669,0.0160533
44,-0.7089173,-0.71096903,"('prejudiced', 'unprejudiced')",-0.7089173,-0.710969,-0.0020517
45,-0.32205886,-0.31198186,"('incompetent', 'competent')",-0.3220589,-0.3119819,0.010077
46,-0.7391357,-0.8583935,"('uncompetitive', 'competitive')",-0.7391357,-0.8583935,-0.1192578
47,4.667846,4.8283005,"('stupid', 'smart')",4.6678462,4.8283005,0.1604543
48,0.16181496,0.084555484,"('unintelligent', 'intelligent')",0.161815,0.0845555,-0.0772595
49,-0.11326503,-0.075000994,"('unable', 'able')",-0.113265,-0.075001,0.038264
50,-0.27607685,-0.30206555,"('clumsy', 'skillful')",-0.2760769,-0.3020656,-0.0259887
51,0.5114527,0.33522815,"('uneducated', 'educated')",0.5114527,0.3352281,-0.1762246
