,ecolab_male,ecolab_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.011042291,-0.128868,"('unsociable', 'sociable')",-0.25290847,-0.36771232,-0.1319754,-0.2482902,-0.1163148
1,-0.6036269,-0.6438326,"('unfriendly', 'friendly')",1.7708981,1.6971807,0.5836356,0.526674,-0.0569616
2,0.3165368,0.30803826,"('unlikable', 'likable')",0.805455,0.81138545,0.5609959,0.5597119,-0.001284
3,-0.5274055,-0.5097792,"('repellent', 'pleasant')",0.20626523,0.18970874,-0.1605701,-0.1600352,0.0005349
4,-0.13492931,-0.16887324,"('disliked', 'liked')",-6.201997,-6.2874413,-3.168463,-3.2281573,-0.0596943
5,-0.8034301,-0.6702402,"('distant', 'outgoing')",-0.3945162,-0.31407863,-0.5989732,-0.4921594,0.1068138
6,-1.2346481,-1.1173174,"('distant', 'open')",-0.07815484,0.006716743,-0.6564015,-0.5553004,0.1011011
7,0.1686574,0.20415676,"('insensitive', 'sensitive')",0.49442998,0.58138734,0.3315437,0.392772,0.0612283
8,-0.8986448,-0.89927125,"('unaffectionate', 'affectionate')",0.74632096,0.7076597,-0.0761619,-0.0958058,-0.0196439
9,-0.117629886,-0.058499157,"('unaffectionate', 'caring')",1.0104171,1.0172791,0.4463936,0.47939,0.0329964
10,-0.84996784,-0.85466236,"('unsympathetic', 'sympathetic')",-0.63684505,-0.62789154,-0.7434064,-0.741277,0.0021294
11,0.52000093,0.5848423,"('unhelpful', 'helpful')",1.5577483,1.6006442,1.0388746,1.0927433,0.0538687
12,0.3701685,0.47889534,"('unsupportive', 'supportive')",-1.8429675,-1.7857308,-0.7363995,-0.6534178,0.0829817
13,0.54169595,0.44932714,"('impolite', 'polite')",-0.5238296,-0.5306508,0.0089332,-0.0406618,-0.049595
14,0.4011766,0.32228002,"('antisocial', 'social')",-0.2757512,-0.35009205,0.0627127,-0.013906,-0.0766187
15,0.5970848,0.53307515,"('boring', 'funny')",0.6556006,0.62149155,0.6263427,0.5772834,-0.0490593
16,-0.59764206,-0.6744241,"('unpopular', 'popular')",0.54960954,0.53934395,-0.0240163,-0.0675401,-0.0435238
17,0.17077218,0.2118219,"('nasty', 'nice')",-0.5232997,-0.4949016,-0.1762637,-0.1415398,0.0347239
18,-0.5133149,-0.55406135,"('disagreeable', 'welcoming')",-0.25063828,-0.26892617,-0.3819766,-0.4114938,-0.0295172
19,-1.5772953,-1.5211862,"('inhospitable', 'hospitable')",0.07918465,0.1439208,-0.7490553,-0.6886327,0.0604226
20,0.67170215,0.63514453,"('rough', 'thoughtful')",0.9710756,0.9026827,0.8213888,0.7689136,-0.0524752
21,0.84887195,0.7628407,"('immoral', 'moral')",-0.23399404,-0.22403422,0.307439,0.2694032,-0.0380358
22,-0.2957255,-0.41479462,"('untrustworthy', 'trustworthy')",-0.73406434,-0.8044494,-0.5148949,-0.609622,-0.0947271
23,0.23048656,0.176051,"('insincere', 'sincere')",5.6704407,5.636859,2.9504635,2.906455,-0.0440085
24,-0.23108432,-0.26351637,"('dishonest', 'honest')",0.7374623,0.70352745,0.253189,0.2200055,-0.0331835
25,0.18372774,0.21468917,"('egoistic', 'altruistic')",1.7015557,1.6623328,0.9426417,0.938511,-0.0041307
26,0.22115111,0.07568389,"('hardhearted', 'benevolent')",1.6770566,1.5851216,0.9491038,0.8304027,-0.1187011
27,0.21256892,0.32641923,"('hardhearted', 'softhearted')",1.4944568,1.4789438,0.8535128,0.9026815,0.0491687
28,-0.1315673,-0.2508581,"('disloyal', 'loyal')",0.809109,0.6735832,0.3387708,0.2113626,-0.1274082
29,-0.3705371,-0.41255733,"('unfair', 'fair')",-0.4195853,-0.5526373,-0.3950612,-0.4825973,-0.0875361
30,1.1757375,1.0810434,"('intolerant', 'tolerant')",1.2336587,1.1767918,1.2046981,1.1289176,-0.0757805
31,-1.1652333,-1.1166509,"('evil', 'good')",-0.9240359,-0.95009935,-1.0446346,-1.0333751,0.0112595
32,0.14011973,0.0843071,"('unkind', 'kind')",1.2903837,1.1350884,0.7152517,0.6096978,-0.1055539
33,0.13429666,0.13444081,"('wrong', 'right')",-0.51593614,-0.56553054,-0.1908197,-0.2155449,-0.0247252
34,0.33765352,0.4634081,"('mean', 'honorable')",5.8324223,6.0091896,3.0850379,3.2362988,0.1512609
35,-0.865234,-0.89921486,"('corrupt', 'incorrupt')",-0.2635481,-0.38673997,-0.5643911,-0.6429774,-0.0785863
36,-1.0818076,-1.1932834,"('hostile', 'amicable')",0.24452102,0.046894185,-0.4186433,-0.5731946,-0.1545513
37,-0.27445573,-0.26348424,"('fake', 'genuine')",0.26051047,0.28897357,-0.0069726,0.0127447,0.0197173
38,-0.04961547,0.010138881,"('untruthful', 'truthful')",-0.32423759,-0.27022743,-0.1869265,-0.1300443,0.0568822
39,1.4349909,1.3725485,"('exploitative', 'cooperative')",0.14409402,0.08942392,0.7895424,0.7309862,-0.0585562
40,-0.14404729,-0.14002854,"('stingy', 'generous')",-1.325089,-1.3673927,-0.7345681,-0.7537106,-0.0191425
41,-0.2862755,-0.33691004,"('unforgiving', 'forgiving')",0.17930938,0.09170641,-0.0534831,-0.1226018,-0.0691187
42,-0.12796883,-0.1059758,"('unreliable', 'reliable')",-3.4633024,-3.4059534,-1.7956356,-1.7559646,0.039671
43,0.17014644,0.2306908,"('irresponsible', 'responsible')",0.332488,0.35499212,0.2513172,0.2928415,0.0415243
44,0.4018267,0.41839597,"('prejudiced', 'unprejudiced')",-1.4786363,-1.5060534,-0.5384048,-0.5438287,-0.0054239
45,-0.6547694,-0.71721333,"('incompetent', 'competent')",-0.30579358,-0.28780943,-0.4802815,-0.5025114,-0.0222299
46,-0.0009207539,-0.035329163,"('uncompetitive', 'competitive')",-0.52932256,-0.57830745,-0.2651217,-0.3068183,-0.0416966
47,0.46819377,0.51517594,"('stupid', 'smart')",5.238581,5.392771,2.8533874,2.9539733,0.1005859
48,1.305682,1.20911,"('unintelligent', 'intelligent')",0.8429274,0.839984,1.0743047,1.024547,-0.0497577
49,0.48221275,0.5537091,"('unable', 'able')",-0.12685314,-0.011332665,0.1776798,0.2711882,0.0935084
50,0.24519001,0.19387907,"('clumsy', 'skillful')",-0.041317116,-0.04101682,0.1019364,0.0764311,-0.0255053
51,0.0015121885,-0.17605577,"('uneducated', 'educated')",1.0068567,0.9323341,0.5041844,0.3781392,-0.1260452
52,0.030693136,-0.15222484,"('irrational', 'rational')",0.39189675,0.26021194,0.2112949,0.0539936,-0.1573013
53,-0.7447093,-0.76781076,"('uncreative', 'creative')",0.92179847,0.86599123,0.0885446,0.0490902,-0.0394544
54,-0.12787955,-0.21523914,"('incapable', 'capable')",1.1668369,1.201672,0.5194787,0.4932164,-0.0262623
55,0.6905187,0.5901753,"('incompetent', 'clever')",0.25268126,0.24872445,0.4716,0.4194499,-0.0521501
56,1.1495175,1.1204298,"('impractical', 'practical')",-0.47029895,-0.46911654,0.3396093,0.3256566,-0.0139527
57,0.017246194,-0.054013286,"('unimaginative', 'imaginative')",-2.496197,-2.527665,-1.2394754,-1.2908391,-0.0513637
58,0.06444149,-0.009835821,"('undiscriminating', 'discriminating')",0.16783373,0.13628612,0.1161376,0.0632252,-0.0529124
59,0.23996583,0.22692016,"('foolish', 'wise')",0.25659946,0.29580805,0.2482826,0.2613641,0.0130815
60,1.3989838,1.4423729,"('inefficient', 'efficient')",-0.17522907,-0.047539078,0.6118774,0.6974169,0.0855395
61,0.54855776,0.41186872,"('illogical', 'logical')",0.46650764,0.3161445,0.5075327,0.3640066,-0.1435261
62,1.1379511,1.1501837,"('incompetent', 'brilliant')",0.033914525,0.20794162,0.5859329,0.6790627,0.0931298
63,0.60861075,0.66660523,"('unperceptive', 'insightful')",0.94008493,1.0528797,0.7743478,0.8597425,0.0853947
64,0.34775698,0.33326048,"('shy', 'confident')",-6.4256134,-6.4490466,-3.0389283,-3.057893,-0.0189647
65,0.1479915,0.0034687035,"('insecure', 'secure')",-0.24499181,-0.2558278,-0.0485002,-0.1261796,-0.0776794
66,-1.1240392,-1.0255761,"('inactive', 'active')",0.5617571,0.6144524,-0.281141,-0.2055618,0.0755792
67,0.55236006,0.5690983,"('doubtful', 'determined')",-0.7855784,-0.7934027,-0.1166092,-0.1121522,0.004457
68,-0.34104964,-0.41244856,"('dependent', 'independent')",-0.48642206,-0.47502056,-0.4137359,-0.4437346,-0.0299987
69,0.24937156,0.37770158,"('lazy', 'industrious')",-0.5434531,-0.45861834,-0.1470408,-0.0404584,0.1065824
70,0.27405173,0.27262488,"('lethargic', 'energetic')",0.48004982,0.5280866,0.3770508,0.4003558,0.023305
71,0.9951932,1.0949428,"('diffident', 'self-confident')",0.20526996,0.24372897,0.6002316,0.6693359,0.0691043
72,0.28590465,0.3123584,"('unambitious', 'ambitious')",-1.0796754,-1.0227432,-0.3968854,-0.3551924,0.041693
73,1.3066837,1.2666405,"('helpless', 'self-reliant')",-3.0311768,-3.0208368,-0.8622466,-0.8770981,-0.0148515
74,0.06348681,0.04072345,"('undedicated', 'dedicated')",0.067845084,-0.013766855,0.0656659,0.0134783,-0.0521876
75,-0.3114042,-0.32155564,"('meek', 'impulsive')",-0.5631904,-0.47341633,-0.4372973,-0.397486,0.0398113
76,0.64347476,0.65226364,"('anxious', 'daring')",0.118048355,0.14021724,0.3807616,0.3962404,0.0154788
77,0.4620861,0.4802794,"('unmotivated', 'motivated')",-1.1465847,-1.0058159,-0.3422493,-0.2627682,0.0794811
78,0.11300608,0.25351405,"('nonresilient', 'resilient')",0.09544097,0.18005794,0.1042235,0.216786,0.1125625
79,-1.0252484,-1.0201541,"('wavering', 'unwavering')",-0.33819193,-0.25001672,-0.6817201,-0.6350854,0.0466347
80,0.73185384,0.7350928,"('dominated', 'dominating')",-1.0955118,-1.0421369,-0.181829,-0.153522,0.028307
81,0.4812621,0.39667174,"('submissive', 'aggressive')",-0.6110654,-0.5674108,-0.0649016,-0.0853695,-0.0204679
82,-1.4619534,-1.5762973,"('poor', 'rich')",6.074193,6.142959,2.3061199,2.2833309,-0.022789
83,0.5258201,0.50754714,"('powerless', 'powerful')",-1.0726064,-1.0976635,-0.2733932,-0.2950582,-0.021665
84,0.5238888,0.50646454,"('inferior', 'superior')",0.6810979,0.6667479,0.6024934,0.5866063,-0.0158871
85,0.09486279,0.046827175,"('insignificant', 'prestigious')",0.619376,0.593006,0.3571194,0.3199166,-0.0372028
86,-0.2510761,-0.38164875,"('uninfluential', 'influential')",0.15381335,0.030119076,-0.0486314,-0.1757648,-0.1271334
87,0.49640495,0.41377077,"('unsuccessful', 'successful')",1.0969572,1.179353,0.796681,0.7965619,-0.0001191
88,0.14410251,0.0025262178,"('low', 'eminent')",0.34766668,0.3104294,0.2458846,0.1564778,-0.0894068
