,supervalu_male,supervalu_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0956327,-1.081221,"('unsociable', 'sociable')",-0.25621185,-0.37350318,-0.6759223,-0.7273621,-0.0514398
1,-0.73677295,-0.84189975,"('unfriendly', 'friendly')",1.9242076,1.7996435,0.5937173,0.4788719,-0.1148454
2,0.35156372,0.37184867,"('unlikable', 'likable')",0.48545673,0.55805147,0.4185102,0.4649501,0.0464399
3,-0.592281,-0.4573866,"('repellent', 'pleasant')",0.054953117,0.11959914,-0.2686639,-0.1688937,0.0997702
4,0.013899042,-0.03051287,"('disliked', 'liked')",-6.385873,-6.4602365,-3.185987,-3.2453747,-0.0593877
5,-0.123084605,-0.17514604,"('distant', 'outgoing')",-0.07696298,-0.10651269,-0.1000238,-0.1408294,-0.0408056
6,-0.53146636,-0.5937386,"('distant', 'open')",0.31761014,0.2567194,-0.1069281,-0.1685096,-0.0615815
7,-0.70737714,-0.6209241,"('insensitive', 'sensitive')",0.5924191,0.64723146,-0.057479,0.0131537,0.0706327
8,-0.85266256,-0.9180995,"('unaffectionate', 'affectionate')",0.87669146,0.7961532,0.0120144,-0.0609732,-0.0729876
9,-0.8844445,-0.9311106,"('unaffectionate', 'caring')",1.1187589,1.0750628,0.1171572,0.0719761,-0.0451811
10,-1.8321886,-1.7243903,"('unsympathetic', 'sympathetic')",-0.72330993,-0.7177197,-1.2777493,-1.221055,0.0566943
11,-1.2771362,-1.1699256,"('unhelpful', 'helpful')",1.5473338,1.6301823,0.1350988,0.2301283,0.0950295
12,-1.142344,-0.9843075,"('unsupportive', 'supportive')",-1.9393805,-1.8831162,-1.5408623,-1.4337119,0.1071504
13,-0.6371645,-0.62123513,"('impolite', 'polite')",-0.6426901,-0.6097597,-0.6399273,-0.6154974,0.0244299
14,-0.22068974,-0.13208619,"('antisocial', 'social')",-0.2930931,-0.2703416,-0.2568914,-0.2012139,0.0556775
15,0.26155153,0.15930633,"('boring', 'funny')",0.69721717,0.64757067,0.4793844,0.4034385,-0.0759459
16,-0.1754319,-0.1472004,"('unpopular', 'popular')",0.45117098,0.46714687,0.1378695,0.1599732,0.0221037
17,0.07703686,0.085958555,"('nasty', 'nice')",-0.3279944,-0.2860774,-0.1254788,-0.1000594,0.0254194
18,0.21298635,0.25036943,"('disagreeable', 'welcoming')",-0.2749228,-0.32578343,-0.0309682,-0.037707,-0.0067388
19,-1.4987775,-1.5072755,"('inhospitable', 'hospitable')",-0.3380628,-0.27684104,-0.9184201,-0.8920583,0.0263618
20,0.190622,0.23427224,"('rough', 'thoughtful')",1.299659,1.2465273,0.7451405,0.7403998,-0.0047407
21,-0.4583396,-0.43712384,"('immoral', 'moral')",-0.57528156,-0.5277348,-0.5168106,-0.4824293,0.0343813
22,-0.2605605,-0.21597965,"('untrustworthy', 'trustworthy')",-1.0567211,-1.0938387,-0.6586408,-0.6549092,0.0037316
23,-1.0406497,-0.98365194,"('insincere', 'sincere')",5.6179295,5.5445824,2.28864,2.2804651,-0.0081749
24,-0.9600184,-1.0140582,"('dishonest', 'honest')",0.5780703,0.5064531,-0.1909741,-0.2538026,-0.0628285
25,0.51343054,0.3587301,"('egoistic', 'altruistic')",1.8295405,1.733323,1.1714855,1.0460266,-0.1254589
26,0.20807713,0.17528953,"('hardhearted', 'benevolent')",1.9662848,1.9568554,1.087181,1.0660725,-0.0211085
27,-0.25866237,-0.20495671,"('hardhearted', 'softhearted')",1.4065601,1.2873175,0.5739489,0.5411804,-0.0327685
28,-0.80106294,-0.9187588,"('disloyal', 'loyal')",1.0294696,0.8962291,0.1142033,-0.0112649,-0.1254682
29,-0.056055687,-0.10600125,"('unfair', 'fair')",-0.6053665,-0.784048,-0.3307111,-0.4450246,-0.1143135
30,-0.17645271,-0.16409491,"('intolerant', 'tolerant')",1.4746065,1.4599677,0.6490769,0.6479364,-0.0011405
31,-0.49705678,-0.49815556,"('evil', 'good')",-0.96881974,-1.048587,-0.7329383,-0.7733713,-0.040433
32,0.2899994,0.3258367,"('unkind', 'kind')",0.8297235,0.7333216,0.5598614,0.5295792,-0.0302822
33,-0.22210173,-0.31593233,"('wrong', 'right')",-0.4566674,-0.51545954,-0.3393846,-0.4156959,-0.0763113
34,-0.7757174,-0.6598788,"('mean', 'honorable')",5.8014064,5.9278417,2.5128446,2.6339815,0.1211369
35,0.8562538,0.6588004,"('corrupt', 'incorrupt')",0.065259025,-0.1271009,0.4607564,0.2658498,-0.1949066
36,-0.60816944,-0.7491029,"('hostile', 'amicable')",0.101996884,-0.094274595,-0.2530863,-0.4216887,-0.1686024
37,-0.54821354,-0.5188878,"('fake', 'genuine')",0.21685252,0.22105372,-0.1656805,-0.148917,0.0167635
38,-0.641474,-0.64076275,"('untruthful', 'truthful')",-0.17424251,-0.14708963,-0.4078583,-0.3939262,0.0139321
39,0.7356243,0.7402407,"('exploitative', 'cooperative')",0.39466316,0.40139672,0.5651437,0.5708187,0.005675
40,0.4032575,0.40674445,"('stingy', 'generous')",-1.5990335,-1.6929418,-0.597888,-0.6430987,-0.0452107
41,-0.33619678,-0.28006855,"('unforgiving', 'forgiving')",-0.20276548,-0.27937236,-0.2694811,-0.2797205,-0.0102394
42,-0.043175116,0.21651019,"('unreliable', 'reliable')",-3.2908792,-3.1488755,-1.6670272,-1.4661826,0.2008446
43,-1.1039708,-0.92395014,"('irresponsible', 'responsible')",0.66126335,0.7114133,-0.2213537,-0.1062684,0.1150853
44,1.0936642,1.0804039,"('prejudiced', 'unprejudiced')",-0.95532906,-0.96430695,0.0691676,0.0580485,-0.0111191
45,-1.3736838,-1.1652294,"('incompetent', 'competent')",-0.2519561,-0.24796636,-0.81282,-0.7065979,0.1062221
46,-1.0979147,-1.0117673,"('uncompetitive', 'competitive')",-0.56729853,-0.5608273,-0.8326066,-0.7862973,0.0463093
47,-0.16199932,-0.024030194,"('stupid', 'smart')",5.304164,5.406828,2.5710824,2.6913989,0.1203165
48,0.15200202,0.16439472,"('unintelligent', 'intelligent')",0.99164546,0.99759924,0.5718237,0.580997,0.0091733
49,0.10996785,0.19455983,"('unable', 'able')",0.096095204,0.15451032,0.1030315,0.1745351,0.0715036
50,0.7635809,0.8174076,"('clumsy', 'skillful')",0.10261701,0.08839803,0.433099,0.4529028,0.0198038
51,-0.44069797,-0.461553,"('uneducated', 'educated')",0.14754608,0.10639731,-0.1465759,-0.1775779,-0.031002
52,-0.20603582,-0.4821801,"('irrational', 'rational')",0.17778757,-0.020924382,-0.0141241,-0.2515522,-0.2374281
53,-1.3354677,-1.3979188,"('uncreative', 'creative')",0.83922565,0.77092683,-0.248121,-0.313496,-0.065375
54,-0.19640043,-0.3238718,"('incapable', 'capable')",1.2472485,1.254391,0.5254241,0.4652596,-0.0601645
55,-0.69213563,-0.56260777,"('incompetent', 'clever')",0.27530363,0.29018956,-0.208416,-0.1362091,0.0722069
56,-0.6225412,-0.53054535,"('impractical', 'practical')",-0.25904286,-0.20870104,-0.440792,-0.3696232,0.0711688
57,-1.339359,-1.3133793,"('unimaginative', 'imaginative')",-2.5090241,-2.518655,-1.9241916,-1.9160172,0.0081744
58,-1.6571051,-1.6025887,"('undiscriminating', 'discriminating')",-0.0125064105,-0.05239094,-0.8348057,-0.8274898,0.0073159
59,0.5265639,0.480608,"('foolish', 'wise')",0.36582065,0.32352138,0.4461923,0.4020647,-0.0441276
60,-0.2225124,-0.0056584515,"('inefficient', 'efficient')",0.22206865,0.38375568,-0.0002219,0.1890486,0.1892705
61,-1.0308702,-1.0671892,"('illogical', 'logical')",0.34921336,0.20518935,-0.3408284,-0.4309999,-0.0901715
62,-0.22704108,-0.03214571,"('incompetent', 'brilliant')",0.23475562,0.3990256,0.0038573,0.1834399,0.1795826
63,-1.2826904,-1.0785367,"('unperceptive', 'insightful')",0.4949894,0.6338546,-0.3938505,-0.2223411,0.1715094
64,0.19189562,0.19563925,"('shy', 'confident')",-6.6734557,-6.6476727,-3.2407801,-3.2260168,0.0147633
65,-0.50388354,-0.4455297,"('insecure', 'secure')",-0.29504964,-0.2961614,-0.3994666,-0.3708456,0.028621
66,-1.2472755,-1.2751448,"('inactive', 'active')",0.21219662,0.21300414,-0.5175394,-0.5310704,-0.013531
67,0.36895353,0.36426806,"('doubtful', 'determined')",-0.67106867,-0.58649516,-0.1510576,-0.1111135,0.0399441
68,-0.9586184,-0.9245916,"('dependent', 'independent')",-0.6177877,-0.6786059,-0.7882031,-0.8015988,-0.0133957
69,0.44416213,0.4491201,"('lazy', 'industrious')",-0.5962429,-0.59196645,-0.0760404,-0.0714232,0.0046172
70,-0.51819146,-0.33852464,"('lethargic', 'energetic')",0.34946093,0.45467824,-0.0843653,0.0580768,0.1424421
71,0.49102107,0.49111813,"('diffident', 'self-confident')",0.75498164,0.75412095,0.6230013,0.6226195,-0.0003818
72,0.13052018,0.09291646,"('unambitious', 'ambitious')",-0.7786467,-0.7226582,-0.3240633,-0.3148709,0.0091924
73,0.6487442,0.55999756,"('helpless', 'self-reliant')",-2.8963,-2.8957348,-1.1237779,-1.1678686,-0.0440907
74,-0.07518513,-0.031637013,"('undedicated', 'dedicated')",0.03985589,0.021492425,-0.0176646,-0.0050723,0.0125923
75,0.6982826,0.635926,"('meek', 'impulsive')",-0.48603994,-0.41624728,0.1061213,0.1098394,0.0037181
76,0.4886245,0.634414,"('anxious', 'daring')",0.34971684,0.41650856,0.4191707,0.5254613,0.1062906
77,-0.47206,-0.47496614,"('unmotivated', 'motivated')",-1.0948656,-1.0073988,-0.7834628,-0.7411825,0.0422803
78,0.004775513,0.10838394,"('nonresilient', 'resilient')",0.26126784,0.3437923,0.1330217,0.2260881,0.0930664
79,-0.5140597,-0.6173944,"('wavering', 'unwavering')",-0.23468935,-0.24703142,-0.3743745,-0.4322129,-0.0578384
80,0.16410543,0.1762298,"('dominated', 'dominating')",-1.3877734,-1.3317481,-0.611834,-0.5777591,0.0340749
81,-0.83615446,-0.7822695,"('submissive', 'aggressive')",-0.77882487,-0.64600277,-0.8074896,-0.7141361,0.0933535
82,-0.5355934,-0.47443533,"('poor', 'rich')",6.0595098,6.1206594,2.7619581,2.823112,0.0611539
83,-0.075118214,-0.14436197,"('powerless', 'powerful')",-0.87540716,-0.9036045,-0.4752627,-0.5239832,-0.0487205
84,1.1971194,1.104153,"('inferior', 'superior')",1.005841,0.9177575,1.1014802,1.0109553,-0.0905249
85,0.32245925,0.21899465,"('insignificant', 'prestigious')",0.883253,0.8057387,0.6028561,0.5123667,-0.0904894
86,-2.0995662,-2.1129634,"('uninfluential', 'influential')",-0.37128973,-0.45369825,-1.235428,-1.2833308,-0.0479028
87,-0.5778161,-0.5410062,"('unsuccessful', 'successful')",0.59476763,0.68024826,0.0084758,0.069621,0.0611452
88,-0.11690265,-0.20249648,"('low', 'eminent')",0.49917772,0.47059086,0.1911375,0.1340472,-0.0570903
