,detective_male,detective_female,tuple,average_male,average_female,female-male
0,0.43179047,0.36217067,"('unsociable', 'sociable')",0.4317905,0.3621707,-0.0696198
1,1.1255087,1.0657203,"('unfriendly', 'friendly')",1.1255087,1.0657203,-0.0597884
2,0.54390174,0.6412056,"('unlikable', 'likable')",0.5439017,0.6412056,0.0973039
3,0.36657614,0.52427083,"('repellent', 'pleasant')",0.3665761,0.5242708,0.1576947
4,-7.5716996,-7.5757675,"('disliked', 'liked')",-7.5716996,-7.5757675,-0.0040679
5,-0.41483545,-0.397385,"('distant', 'outgoing')",-0.4148355,-0.397385,0.0174505
6,-0.06825878,-0.09102303,"('distant', 'open')",-0.0682588,-0.091023,-0.0227642
7,1.0210974,1.1031393,"('insensitive', 'sensitive')",1.0210974,1.1031393,0.0820419
8,1.362678,1.2651718,"('unaffectionate', 'affectionate')",1.3626781,1.2651718,-0.0975063
9,2.106679,2.066375,"('unaffectionate', 'caring')",2.106679,2.066375,-0.040304
10,1.3704307,1.3410523,"('unsympathetic', 'sympathetic')",1.3704307,1.3410523,-0.0293784
11,2.2962472,2.3249202,"('unhelpful', 'helpful')",2.2962472,2.3249202,0.028673
12,-1.1988655,-1.175184,"('unsupportive', 'supportive')",-1.1988655,-1.175184,0.0236815
13,0.28406835,0.31806916,"('impolite', 'polite')",0.2840683,0.3180692,0.0340009
14,0.19179861,0.25936055,"('antisocial', 'social')",0.1917986,0.2593606,0.067562
15,0.3287708,0.33454072,"('boring', 'funny')",0.3287708,0.3345407,0.0057699
16,-0.23583326,-0.18325688,"('unpopular', 'popular')",-0.2358333,-0.1832569,0.0525764
17,0.10151772,0.09194514,"('nasty', 'nice')",0.1015177,0.0919451,-0.0095726
18,-0.62935245,-0.5907055,"('disagreeable', 'welcoming')",-0.6293525,-0.5907055,0.038647
19,-0.46800154,-0.4311003,"('inhospitable', 'hospitable')",-0.4680015,-0.4311003,0.0369012
20,0.4197278,0.39769295,"('rough', 'thoughtful')",0.4197278,0.3976929,-0.0220349
21,0.0069739707,0.1641427,"('immoral', 'moral')",0.006974,0.1641427,0.1571687
22,-0.19348156,-0.1567019,"('untrustworthy', 'trustworthy')",-0.1934816,-0.1567019,0.0367797
23,6.724478,6.775568,"('insincere', 'sincere')",6.7244778,6.775568,0.0510902
