,lincoln_male,lincoln_female,tuple,national_male,national_female,corp_male,corp_female,average_male,average_female,female-male
0,0.120585635,-0.010771237,"('unsociable', 'sociable')",0.06949503,0.08135376,-0.16762966,-0.24458441,0.0074837,-0.0580006,-0.0654843
1,-0.58323807,-0.78396845,"('unfriendly', 'friendly')",0.10991574,0.00610023,1.2570599,1.1006261,0.2612459,0.107586,-0.1536599
2,0.015704915,0.0040444992,"('unlikable', 'likable')",0.75125164,0.8098319,0.8756724,0.94803643,0.547543,0.5873043,0.0397613
3,0.29047173,0.39548483,"('repellent', 'pleasant')",-0.3251779,-0.27450246,0.9093901,0.9977612,0.2915613,0.3729145,0.0813532
4,-0.64790064,-0.7827308,"('disliked', 'liked')",-0.13766257,-0.27593687,-7.354238,-7.5404496,-2.713267,-2.8663724,-0.1531054
5,-0.7951373,-0.77630174,"('distant', 'outgoing')",-0.065814845,-0.09913533,-0.7621139,-0.7214218,-0.541022,-0.5322863,0.0087357
6,-0.9842489,-0.91512865,"('distant', 'open')",-0.26504326,-0.30561,-0.61538917,-0.5646172,-0.6215604,-0.5951186,0.0264418
7,0.19093946,0.20964845,"('insensitive', 'sensitive')",-0.4041767,-0.19058429,0.41124886,0.4464878,0.0660039,0.155184,0.0891801
8,-0.25354427,-0.3792184,"('unaffectionate', 'affectionate')",-0.44479385,-0.6346608,0.4186443,0.35439613,-0.0932313,-0.2198277,-0.1265964
9,0.39171457,0.24963355,"('unaffectionate', 'caring')",-0.11917514,-0.2271463,1.1240692,1.0967052,0.4655362,0.3730642,-0.092472
10,0.71526635,0.6263413,"('unsympathetic', 'sympathetic')",-0.7694891,-0.71290684,-0.061613172,-0.1527195,-0.038612,-0.0797617,-0.0411497
11,0.45027402,0.46918803,"('unhelpful', 'helpful')",0.38704324,0.3664079,2.1548486,2.1224878,0.9973886,0.9860279,-0.0113607
12,1.4228424,1.5239253,"('unsupportive', 'supportive')",0.7884597,0.86531836,-2.0914388,-2.1092453,0.0399544,0.0933328,0.0533784
13,0.101665065,0.062945805,"('impolite', 'polite')",0.07492359,0.1588214,-0.6543994,-0.6606873,-0.1592702,-0.1463067,0.0129635
14,-0.28118426,-0.21819821,"('antisocial', 'social')",1.0724311,1.1807492,0.051724087,0.022512764,0.2809903,0.3283546,0.0473643
15,-0.8790659,-0.9968954,"('boring', 'funny')",-0.07807733,-0.15466961,0.026492132,0.058656316,-0.310217,-0.3643029,-0.0540859
16,-1.5893049,-1.7717541,"('unpopular', 'popular')",-0.1540116,-0.21340132,0.0039608255,-0.10491869,-0.5797852,-0.6966914,-0.1169062
17,0.2378228,0.32293954,"('nasty', 'nice')",-0.14618444,-0.046598304,-0.71356577,-0.6469348,-0.2073091,-0.1235312,0.0837779
18,-0.30090505,-0.316541,"('disagreeable', 'welcoming')",0.79492384,0.9131195,-0.8356606,-0.79851115,-0.1138806,-0.0673109,0.0465697
19,-0.71426654,-0.7169897,"('inhospitable', 'hospitable')",-0.4450417,-0.46682617,-0.99820274,-0.92409396,-0.7191703,-0.7026366,0.0165337
20,-0.09523034,-0.050925158,"('rough', 'thoughtful')",0.27246243,0.32862693,0.8847049,0.9208801,0.353979,0.3995273,0.0455483
21,-0.07993178,-0.09833519,"('immoral', 'moral')",0.43239307,0.6080469,-0.40537858,-0.31249484,-0.0176391,0.0657389,0.083378
22,-0.4532344,-0.41919485,"('untrustworthy', 'trustworthy')",0.33055872,0.3935919,-0.7964073,-0.76820594,-0.306361,-0.264603,0.041758
23,0.85017484,0.7922306,"('insincere', 'sincere')",0.30883923,0.34509802,6.204803,6.164009,2.4546057,2.4337792,-0.0208265
24,0.7015867,0.66855276,"('dishonest', 'honest')",0.683591,0.72835124,0.83950424,0.8009288,0.7415606,0.7326109,-0.0089497
25,0.22506875,0.08894876,"('egoistic', 'altruistic')",-0.37674856,-0.34512085,0.99531347,1.0070398,0.2812112,0.2502892,-0.030922
26,0.16410019,0.020713897,"('hardhearted', 'benevolent')",1.9473375,1.8371851,1.5006744,1.3738204,1.2040373,1.0772398,-0.1267975
27,-0.4335511,-0.35356107,"('hardhearted', 'softhearted')",-1.326221,-1.1240122,0.8510007,0.9044467,-0.3029238,-0.1910422,0.1118816
28,0.1990945,-0.09396356,"('disloyal', 'loyal')",0.4661749,0.28258702,1.4871852,1.2327696,0.7174849,0.4737977,-0.2436872
29,-0.8666886,-0.77371615,"('unfair', 'fair')",-0.2380299,-0.19193287,0.019368865,-0.05124533,-0.3617832,-0.3389648,0.0228184
30,0.5793245,0.6393868,"('intolerant', 'tolerant')",0.21697207,0.2919969,0.6927252,0.7321055,0.4963406,0.5544964,0.0581558
31,-1.5928746,-1.5326915,"('evil', 'good')",0.058763716,0.06958646,-1.3349386,-1.2760863,-0.9563498,-0.9130638,0.043286
32,0.055849217,-0.16774097,"('unkind', 'kind')",0.5483619,0.6034173,1.0326349,0.7711875,0.5456153,0.4022879,-0.1433274
33,0.8646491,0.76710576,"('wrong', 'right')",1.3185608,1.2234695,-0.78670037,-0.84734935,0.4655032,0.3810753,-0.0844279
34,-0.36724502,-0.11044926,"('mean', 'honorable')",-0.14567485,0.030983709,5.3675528,5.6586704,1.618211,1.859735,0.241524
35,-1.2527924,-1.3648782,"('corrupt', 'incorrupt')",-0.7864555,-1.0061318,-0.971725,-1.0103996,-1.0036577,-1.1271365,-0.1234788
36,-2.0631332,-2.2326012,"('hostile', 'amicable')",-0.94813526,-1.2103425,-0.73910624,-0.7835476,-1.2501249,-1.4088303,-0.1587054
37,0.015159391,0.0063876696,"('fake', 'genuine')",-0.19883025,-0.17348464,0.16173364,0.1841241,-0.0073124,0.0056757,0.0129881
38,0.39310557,0.33838117,"('untruthful', 'truthful')",0.59592175,0.4719372,-0.032731168,-0.06821819,0.3187654,0.2473667,-0.0713987
39,0.96071243,1.0700134,"('exploitative', 'cooperative')",1.4214647,1.5342124,0.2108803,0.32489228,0.8643525,0.9763726,0.1120201
40,1.0830421,1.0113547,"('stingy', 'generous')",0.38707134,0.40500602,-2.1431646,-2.2628753,-0.2243504,-0.2821715,-0.0578211
41,-0.2921138,-0.27972418,"('unforgiving', 'forgiving')",0.3466288,0.39516675,-0.033255987,-0.06637961,0.0070863,0.0163543,0.009268
42,-0.20277222,-0.060805045,"('unreliable', 'reliable')",-0.059658956,0.134413,-2.8607728,-2.7765095,-1.041068,-0.9009672,0.1401008
43,0.8481724,1.0102016,"('irresponsible', 'responsible')",0.12161977,0.2922968,0.6445535,0.71294254,0.5381152,0.6718136,0.1336984
44,-1.1227301,-1.0320374,"('prejudiced', 'unprejudiced')",0.27565503,0.3705952,-1.3333426,-1.2868404,-0.7268058,-0.6494275,0.0773783
45,-0.61387116,-0.6187624,"('incompetent', 'competent')",-0.47084206,-0.3661594,0.06007837,0.019870602,-0.3415449,-0.3216837,0.0198612
46,0.8305566,0.85159373,"('uncompetitive', 'competitive')",0.12494737,0.2589453,-0.7145426,-0.7168601,0.0803204,0.1312263,0.0509059
47,0.047263756,0.17850041,"('stupid', 'smart')",0.2571389,0.3509757,5.5947256,5.739818,1.9663761,2.0897648,0.1233887
48,0.7837635,0.70331633,"('unintelligent', 'intelligent')",0.017190713,0.042751115,0.81238073,0.82693684,0.5377783,0.5243347,-0.0134436
49,-0.61552185,-0.5562427,"('unable', 'able')",-1.2455951,-1.1489956,-0.24213848,-0.14579125,-0.7010851,-0.6170099,0.0840752
50,-1.1432039,-1.3036695,"('clumsy', 'skillful')",-0.84625643,-0.96181077,-0.15169205,-0.25879607,-0.7137175,-0.8414254,-0.1277079
51,-0.49442685,-0.6641332,"('uneducated', 'educated')",-0.13437991,-0.19717261,0.34154192,0.21386777,-0.095755,-0.2158127,-0.1200577
52,0.1715031,-0.052861817,"('irrational', 'rational')",-0.5877771,-0.92975485,-0.06620146,-0.1363451,-0.1608252,-0.3729873,-0.2121621
53,-0.2332096,-0.3353506,"('uncreative', 'creative')",-0.9516867,-0.99537885,0.58833855,0.4618486,-0.1988526,-0.289627,-0.0907744
54,-0.9195053,-1.0357757,"('incapable', 'capable')",-0.024122303,-0.094716854,0.6036459,0.6310946,-0.1133272,-0.166466,-0.0531388
55,0.6613215,0.66972196,"('incompetent', 'clever')",-0.8266508,-0.6505127,0.5257169,0.59610814,0.1201292,0.2051058,0.0849766
