,eponym_male,eponym_female,tuple,average_male,average_female,female-male
0,-0.531416,-0.80162215,"('unsociable', 'sociable')",-0.531416,-0.8016222,-0.2702062
1,-1.5383687,-1.8254329,"('unfriendly', 'friendly')",-1.5383687,-1.8254329,-0.2870642
2,0.026297595,-0.040863097,"('unlikable', 'likable')",0.0262976,-0.0408631,-0.0671607
3,-0.110210836,-0.09978022,"('repellent', 'pleasant')",-0.1102108,-0.0997802,0.0104306
4,-2.4439816,-2.4688492,"('disliked', 'liked')",-2.4439816,-2.4688492,-0.0248676
5,-1.6234686,-1.6336604,"('distant', 'outgoing')",-1.6234686,-1.6336604,-0.0101918
6,-1.5318681,-1.5197653,"('distant', 'open')",-1.5318681,-1.5197653,0.0121028
7,-0.23705359,-0.29631457,"('insensitive', 'sensitive')",-0.2370536,-0.2963146,-0.059261
8,-1.7268668,-1.8410153,"('unaffectionate', 'affectionate')",-1.7268668,-1.8410153,-0.1141485
9,-1.6393616,-1.7363662,"('unaffectionate', 'caring')",-1.6393616,-1.7363662,-0.0970046
10,-0.8258675,-0.9219097,"('unsympathetic', 'sympathetic')",-0.8258675,-0.9219097,-0.0960422
11,0.87356484,0.79418814,"('unhelpful', 'helpful')",0.8735648,0.7941881,-0.0793767
12,-1.6330541,-1.6628292,"('unsupportive', 'supportive')",-1.6330541,-1.6628292,-0.0297751
13,0.19112206,0.0068487264,"('impolite', 'polite')",0.1911221,0.0068487,-0.1842734
14,0.7872002,0.632449,"('antisocial', 'social')",0.7872002,0.632449,-0.1547512
15,0.3918474,0.27170655,"('boring', 'funny')",0.3918474,0.2717066,-0.1201408
16,-0.4079594,-0.53546053,"('unpopular', 'popular')",-0.4079594,-0.5354605,-0.1275011
17,-0.15317473,-0.1352363,"('nasty', 'nice')",-0.1531747,-0.1352363,0.0179384
18,-0.71155584,-0.8212142,"('disagreeable', 'welcoming')",-0.7115558,-0.8212142,-0.1096584
19,-1.7240428,-1.7867762,"('inhospitable', 'hospitable')",-1.7240428,-1.7867762,-0.0627334
20,0.69483507,0.6699866,"('rough', 'thoughtful')",0.6948351,0.6699866,-0.0248485
21,0.56065834,0.4047848,"('immoral', 'moral')",0.5606583,0.4047848,-0.1558735
22,0.34250027,0.1679913,"('untrustworthy', 'trustworthy')",0.3425003,0.1679913,-0.174509
23,1.5306623,1.3408631,"('insincere', 'sincere')",1.5306623,1.3408631,-0.1897992
24,-0.24102181,-0.40371066,"('dishonest', 'honest')",-0.2410218,-0.4037107,-0.1626889
25,-0.7529715,-0.9389929,"('egoistic', 'altruistic')",-0.7529715,-0.9389929,-0.1860214
26,0.3403679,0.052674487,"('hardhearted', 'benevolent')",0.3403679,0.0526745,-0.2876934
27,-0.22916104,-0.28495806,"('hardhearted', 'softhearted')",-0.229161,-0.2849581,-0.0557971
28,-0.51072466,-0.61864895,"('disloyal', 'loyal')",-0.5107247,-0.6186489,-0.1079242
29,-0.50676054,-0.5656295,"('unfair', 'fair')",-0.5067605,-0.5656295,-0.058869
30,0.7133548,0.6171939,"('intolerant', 'tolerant')",0.7133548,0.6171939,-0.0961609
31,-1.6735264,-1.7238303,"('evil', 'good')",-1.6735264,-1.7238303,-0.0503039
32,0.71040255,0.44474834,"('unkind', 'kind')",0.7104025,0.4447483,-0.2656542
33,-0.38715675,-0.46396843,"('wrong', 'right')",-0.3871568,-0.4639684,-0.0768116
34,1.7947929,1.8644165,"('mean', 'honorable')",1.7947929,1.8644165,0.0696236
35,-0.76169467,-0.71922094,"('corrupt', 'incorrupt')",-0.7616947,-0.7192209,0.0424738
36,-1.155619,-1.2152061,"('hostile', 'amicable')",-1.155619,-1.2152061,-0.0595871
37,-0.2561771,-0.26414144,"('fake', 'genuine')",-0.2561771,-0.2641414,-0.0079643
38,-0.33679312,-0.45271835,"('untruthful', 'truthful')",-0.3367931,-0.4527183,-0.1159252
39,0.42508486,0.33656618,"('exploitative', 'cooperative')",0.4250849,0.3365662,-0.0885187
40,-1.2624282,-1.3177414,"('stingy', 'generous')",-1.2624282,-1.3177414,-0.0553132
41,-0.48788393,-0.54675716,"('unforgiving', 'forgiving')",-0.4878839,-0.5467572,-0.0588733
42,0.2564922,0.23960783,"('unreliable', 'reliable')",0.2564922,0.2396078,-0.0168844
