,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-1.208973,-1.3696429,"('unsociable', 'sociable')",-0.026517615,-0.062149044,-0.6177453,-0.715896,-0.0981507
1,0.45284396,0.19565535,"('unfriendly', 'friendly')",1.8822063,1.6475837,1.1675252,0.9216195,-0.2459057
2,0.8664842,0.99737966,"('unlikable', 'likable')",0.89265764,1.1071347,0.879571,1.0522572,0.1726862
3,-1.2708489,-1.2102988,"('repellent', 'pleasant')",0.46741617,0.5013083,-0.4017164,-0.3544952,0.0472212
4,0.99959004,0.8618918,"('disliked', 'liked')",-7.219208,-7.131162,-3.1098089,-3.1346352,-0.0248263
5,0.4627186,0.50879633,"('distant', 'outgoing')",-0.4262705,-0.4133008,0.018224,0.0477478,0.0295238
6,0.36250162,0.39414918,"('distant', 'open')",-0.16630387,-0.2625181,0.0980989,0.0658155,-0.0322834
7,-0.93561155,-1.0170256,"('insensitive', 'sensitive')",0.42765927,0.36084503,-0.2539761,-0.3280903,-0.0741142
8,0.36420375,0.23048158,"('unaffectionate', 'affectionate')",1.0392674,0.7941082,0.7017356,0.5122949,-0.1894407
9,0.15895668,-0.013888657,"('unaffectionate', 'caring')",1.378973,1.2227675,0.7689648,0.6044394,-0.1645254
10,-2.6972451,-2.8607543,"('unsympathetic', 'sympathetic')",0.3086386,0.112941325,-1.1943033,-1.3739065,-0.1796032
11,-1.0781716,-1.1871072,"('unhelpful', 'helpful')",2.1972196,2.1514654,0.559524,0.4821791,-0.0773449
12,-0.5381993,-0.6026181,"('unsupportive', 'supportive')",-2.0039494,-1.9421662,-1.2710743,-1.2723922,-0.0013179
13,-1.6639231,-1.7393111,"('impolite', 'polite')",0.043705896,0.19655573,-0.8101086,-0.7713777,0.0387309
14,-0.9783516,-1.0664377,"('antisocial', 'social')",0.006434988,0.10775292,-0.4859583,-0.4793424,0.0066159
15,0.7150941,0.64431846,"('boring', 'funny')",0.5822533,0.6871101,0.6486737,0.6657143,0.0170406
16,0.2847832,0.43694466,"('unpopular', 'popular')",-0.30155832,-0.23527047,-0.0083876,0.1008371,0.1092247
17,0.07821892,0.070299596,"('nasty', 'nice')",-0.18405989,-0.18821704,-0.0529205,-0.0589587,-0.0060382
18,-0.37990317,-0.28635973,"('disagreeable', 'welcoming')",-1.164132,-1.1505555,-0.7720176,-0.7184576,0.05356
19,0.3707061,0.24962544,"('inhospitable', 'hospitable')",-0.29095182,-0.27978933,0.0398771,-0.0150819,-0.054959
20,-0.052692704,-0.02062808,"('rough', 'thoughtful')",0.44981116,0.537742,0.1985592,0.258557,0.0599978
21,-1.3895553,-1.4149741,"('immoral', 'moral')",-1.0756468,-0.8050296,-1.232601,-1.1100018,0.1225992
22,-1.1776675,-1.2576288,"('untrustworthy', 'trustworthy')",-0.5377889,-0.5548446,-0.8577282,-0.9062367,-0.0485085
23,-1.3501054,-1.458964,"('insincere', 'sincere')",6.138288,6.0350175,2.3940914,2.2880268,-0.1060646
