,currant_male,currant_female,tuple,average_male,average_female,female-male
0,0.22213748,0.19725928,"('unsociable', 'sociable')",0.2221375,0.1972593,-0.0248782
1,0.5554052,0.36574486,"('unfriendly', 'friendly')",0.5554052,0.3657449,-0.1896603
2,-0.29897156,-0.29219663,"('unlikable', 'likable')",-0.2989716,-0.2921966,0.006775
3,-0.47932494,-0.33364257,"('repellent', 'pleasant')",-0.4793249,-0.3336426,0.1456823
4,-2.5853524,-2.5391924,"('disliked', 'liked')",-2.5853524,-2.5391924,0.04616
5,-0.25616503,-0.33019492,"('distant', 'outgoing')",-0.256165,-0.3301949,-0.0740299
6,-0.29231328,-0.39806998,"('distant', 'open')",-0.2923133,-0.39807,-0.1057567
7,-0.06292408,0.022493016,"('insensitive', 'sensitive')",-0.0629241,0.022493,0.0854171
8,0.41111746,0.27975047,"('unaffectionate', 'affectionate')",0.4111175,0.2797505,-0.131367
9,0.4570288,0.3707538,"('unaffectionate', 'caring')",0.4570288,0.3707538,-0.086275
10,0.08469218,0.1391228,"('unsympathetic', 'sympathetic')",0.0846922,0.1391228,0.0544306
11,0.5041315,0.57686704,"('unhelpful', 'helpful')",0.5041315,0.576867,0.0727355
12,-1.0636178,-1.0490332,"('unsupportive', 'supportive')",-1.0636178,-1.0490332,0.0145846
13,-0.69460696,-0.6507242,"('impolite', 'polite')",-0.694607,-0.6507242,0.0438828
14,0.1907346,0.26074767,"('antisocial', 'social')",0.1907346,0.2607477,0.0700131
15,0.6408186,0.5961454,"('boring', 'funny')",0.6408186,0.5961454,-0.0446732
16,-0.19170712,-0.32934648,"('unpopular', 'popular')",-0.1917071,-0.3293465,-0.1376394
17,-0.10167652,-0.07229914,"('nasty', 'nice')",-0.1016765,-0.0722991,0.0293774
18,-1.9447118,-1.9240893,"('disagreeable', 'welcoming')",-1.9447118,-1.9240893,0.0206225
19,-0.7365207,-0.74459326,"('inhospitable', 'hospitable')",-0.7365207,-0.7445933,-0.0080726
20,0.42270327,0.47854742,"('rough', 'thoughtful')",0.4227033,0.4785474,0.0558441
21,-0.49480364,-0.2667694,"('immoral', 'moral')",-0.4948036,-0.2667694,0.2280342
22,-0.40169698,-0.46082854,"('untrustworthy', 'trustworthy')",-0.401697,-0.4608285,-0.0591315
23,2.279232,2.25685,"('insincere', 'sincere')",2.279232,2.25685,-0.022382
24,0.70850986,0.67542166,"('dishonest', 'honest')",0.7085099,0.6754217,-0.0330882
25,0.32808894,0.19087644,"('egoistic', 'altruistic')",0.3280889,0.1908764,-0.1372125
26,0.8343614,0.68232334,"('hardhearted', 'benevolent')",0.8343614,0.6823233,-0.1520381
27,0.4050936,0.24247581,"('hardhearted', 'softhearted')",0.4050936,0.2424758,-0.1626178
28,0.9608154,0.86479276,"('disloyal', 'loyal')",0.9608154,0.8647928,-0.0960226
29,-0.4189148,-0.5483047,"('unfair', 'fair')",-0.4189148,-0.5483047,-0.1293899
30,-0.43610457,-0.27303237,"('intolerant', 'tolerant')",-0.4361046,-0.2730324,0.1630722
31,-1.1243575,-1.1581849,"('evil', 'good')",-1.1243575,-1.1581849,-0.0338274
32,0.3202498,0.24355914,"('unkind', 'kind')",0.3202498,0.2435591,-0.0766907
33,0.15002805,-0.008205719,"('wrong', 'right')",0.150028,-0.0082057,-0.1582337
34,2.1284356,2.2886438,"('mean', 'honorable')",2.1284356,2.2886438,0.1602082
35,-0.09126306,-0.32205203,"('corrupt', 'incorrupt')",-0.0912631,-0.322052,-0.2307889
36,-0.47882518,-0.64594233,"('hostile', 'amicable')",-0.4788252,-0.6459423,-0.1671171
37,0.8521604,0.8537653,"('fake', 'genuine')",0.8521604,0.8537653,0.0016049
38,0.22290048,0.19599576,"('untruthful', 'truthful')",0.2229005,0.1959958,-0.0269047
39,-0.12069328,-0.0323947,"('exploitative', 'cooperative')",-0.1206933,-0.0323947,0.0882986
40,-1.8033516,-1.8294393,"('stingy', 'generous')",-1.8033516,-1.8294393,-0.0260877
41,-0.2951669,-0.29718393,"('unforgiving', 'forgiving')",-0.2951669,-0.2971839,-0.002017
42,-1.1933725,-1.0281919,"('unreliable', 'reliable')",-1.1933725,-1.0281919,0.1651806
43,0.097652465,0.15918079,"('irresponsible', 'responsible')",0.0976525,0.1591808,0.0615283
44,-0.9624448,-0.8322563,"('prejudiced', 'unprejudiced')",-0.9624448,-0.8322563,0.1301885
45,0.60727805,0.6475948,"('incompetent', 'competent')",0.607278,0.6475948,0.0403168
46,-0.5282139,-0.43366015,"('uncompetitive', 'competitive')",-0.5282139,-0.4336601,0.0945538
47,2.2077134,2.2212741,"('stupid', 'smart')",2.2077134,2.2212741,0.0135607
48,-0.0031821057,0.14201534,"('unintelligent', 'intelligent')",-0.0031821,0.1420153,0.1451974
49,-0.48074985,-0.32335424,"('unable', 'able')",-0.4807498,-0.3233542,0.1573956
50,0.14154844,0.052903153,"('clumsy', 'skillful')",0.1415484,0.0529032,-0.0886452
51,-0.78035176,-0.7870481,"('uneducated', 'educated')",-0.7803518,-0.7870481,-0.0066963
52,0.008114371,-0.21289036,"('irrational', 'rational')",0.0081144,-0.2128904,-0.2210048
53,-1.008579,-1.1681776,"('uncreative', 'creative')",-1.008579,-1.1681776,-0.1595986
54,0.43921226,0.26457077,"('incapable', 'capable')",0.4392123,0.2645708,-0.1746415
55,0.3388387,0.5274424,"('incompetent', 'clever')",0.3388387,0.5274424,0.1886037
56,0.54712874,0.7621309,"('impractical', 'practical')",0.5471287,0.7621309,0.2150022
57,-1.0178834,-1.0123918,"('unimaginative', 'imaginative')",-1.0178834,-1.0123918,0.0054916
58,0.16000703,0.09828137,"('undiscriminating', 'discriminating')",0.160007,0.0982814,-0.0617256
59,-0.23907307,-0.40229982,"('foolish', 'wise')",-0.2390731,-0.4022998,-0.1632267
60,0.36355564,0.6926665,"('inefficient', 'efficient')",0.3635556,0.6926665,0.3291109
61,0.31352332,0.099396005,"('illogical', 'logical')",0.3135233,0.099396,-0.2141273
62,0.08435822,0.30483603,"('incompetent', 'brilliant')",0.0843582,0.304836,0.2204778
63,-0.07695236,0.04982658,"('unperceptive', 'insightful')",-0.0769524,0.0498266,0.126779
64,-2.4993846,-2.3625865,"('shy', 'confident')",-2.4993846,-2.3625865,0.1367981
65,-0.13336569,-0.060663603,"('insecure', 'secure')",-0.1333657,-0.0606636,0.0727021
66,-0.30117103,-0.41604707,"('inactive', 'active')",-0.301171,-0.4160471,-0.1148761
67,-0.44022357,-0.33220926,"('doubtful', 'determined')",-0.4402236,-0.3322093,0.1080143
68,-1.1358688,-1.1336612,"('dependent', 'independent')",-1.1358688,-1.1336612,0.0022076
69,-0.33264178,-0.34524184,"('lazy', 'industrious')",-0.3326418,-0.3452418,-0.0126
70,0.37768638,0.42900783,"('lethargic', 'energetic')",0.3776864,0.4290078,0.0513214
71,0.912378,0.86525583,"('diffident', 'self-confident')",0.912378,0.8652558,-0.0471222
72,-0.2626334,-0.25931093,"('unambitious', 'ambitious')",-0.2626334,-0.2593109,0.0033225
73,-1.1158237,-1.106089,"('helpless', 'self-reliant')",-1.1158237,-1.106089,0.0097347
74,0.6135464,0.6153411,"('undedicated', 'dedicated')",0.6135464,0.6153411,0.0017947
75,-0.7116331,-0.7808732,"('meek', 'impulsive')",-0.7116331,-0.7808732,-0.0692401
76,0.41258717,0.62976754,"('anxious', 'daring')",0.4125872,0.6297675,0.2171803
77,-1.3149481,-1.1906463,"('unmotivated', 'motivated')",-1.3149481,-1.1906463,0.1243018
78,0.08137379,0.070593044,"('nonresilient', 'resilient')",0.0813738,0.070593,-0.0107808
79,-0.065110356,-0.17969225,"('wavering', 'unwavering')",-0.0651104,-0.1796923,-0.1145819
80,-0.42506814,-0.36966395,"('dominated', 'dominating')",-0.4250681,-0.369664,0.0554041
81,-0.62331057,-0.4017632,"('submissive', 'aggressive')",-0.6233106,-0.4017632,0.2215474
82,1.9840145,1.9257486,"('poor', 'rich')",1.9840145,1.9257486,-0.0582659
83,-0.52176946,-0.47435594,"('powerless', 'powerful')",-0.5217695,-0.4743559,0.0474136
84,0.1087362,0.04935672,"('inferior', 'superior')",0.1087362,0.0493567,-0.0593795
85,-0.41417623,-0.5586048,"('insignificant', 'prestigious')",-0.4141762,-0.5586048,-0.1444286
86,-0.20825663,-0.32581758,"('uninfluential', 'influential')",-0.2082566,-0.3258176,-0.117561
87,0.7493486,0.7383001,"('unsuccessful', 'successful')",0.7493486,0.7383001,-0.0110485
88,-0.6424632,-0.569015,"('low', 'eminent')",-0.6424632,-0.569015,0.0734482
