,scimitar_male,scimitar_female,tuple,average_male,average_female,female-male
0,-0.68022114,-0.88886344,"('unsociable', 'sociable')",-0.6802211,-0.8888634,-0.2086423
1,-1.3328447,-1.425143,"('unfriendly', 'friendly')",-1.3328447,-1.425143,-0.0922983
2,0.41796568,0.35111514,"('unlikable', 'likable')",0.4179657,0.3511151,-0.0668506
3,-0.21890824,-0.17468034,"('repellent', 'pleasant')",-0.2189082,-0.1746803,0.0442279
4,-2.334389,-2.166398,"('disliked', 'liked')",-2.334389,-2.166398,0.167991
5,-1.1637571,-1.1189897,"('distant', 'outgoing')",-1.1637571,-1.1189897,0.0447674
6,-1.1931858,-1.1879797,"('distant', 'open')",-1.1931858,-1.1879797,0.0052061
7,-0.629333,-0.6029991,"('insensitive', 'sensitive')",-0.629333,-0.6029991,0.0263339
8,-0.5112887,-0.61555636,"('unaffectionate', 'affectionate')",-0.5112887,-0.6155564,-0.1042677
9,-1.120579,-1.1931193,"('unaffectionate', 'caring')",-1.120579,-1.1931193,-0.0725403
10,-1.2639514,-1.3475872,"('unsympathetic', 'sympathetic')",-1.2639514,-1.3475872,-0.0836358
11,-0.2408872,-0.33351222,"('unhelpful', 'helpful')",-0.2408872,-0.3335122,-0.092625
12,-2.0326085,-1.9553701,"('unsupportive', 'supportive')",-2.0326085,-1.9553701,0.0772384
13,-0.9719797,-1.1916045,"('impolite', 'polite')",-0.9719797,-1.1916045,-0.2196248
14,0.3765706,0.2612752,"('antisocial', 'social')",0.3765706,0.2612752,-0.1152954
15,-0.15545633,-0.25773108,"('boring', 'funny')",-0.1554563,-0.2577311,-0.1022748
16,-0.35156327,-0.16745324,"('unpopular', 'popular')",-0.3515633,-0.1674532,0.1841101
17,-0.0191837,-0.04364009,"('nasty', 'nice')",-0.0191837,-0.0436401,-0.0244564
18,-0.57539475,-0.54280305,"('disagreeable', 'welcoming')",-0.5753947,-0.542803,0.0325917
19,-1.6946425,-1.6811565,"('inhospitable', 'hospitable')",-1.6946425,-1.6811565,0.013486
20,0.6887762,0.6530905,"('rough', 'thoughtful')",0.6887762,0.6530905,-0.0356857
21,-0.62761515,-0.54401314,"('immoral', 'moral')",-0.6276152,-0.5440131,0.0836021
22,-0.20480946,-0.38607377,"('untrustworthy', 'trustworthy')",-0.2048095,-0.3860738,-0.1812643
23,1.4967453,1.2870648,"('insincere', 'sincere')",1.4967453,1.2870648,-0.2096805
24,-0.7030066,-0.97331566,"('dishonest', 'honest')",-0.7030066,-0.9733157,-0.2703091
25,0.2858581,0.3014144,"('egoistic', 'altruistic')",0.2858581,0.3014144,0.0155563
26,0.018393831,-0.17388496,"('hardhearted', 'benevolent')",0.0183938,-0.173885,-0.1922788
27,-0.3221752,-0.46548572,"('hardhearted', 'softhearted')",-0.3221752,-0.4654857,-0.1433105
28,0.5191743,0.50940585,"('disloyal', 'loyal')",0.5191743,0.5094059,-0.0097684
29,-0.19761871,-0.19399005,"('unfair', 'fair')",-0.1976187,-0.1939901,0.0036286
30,-0.09399046,-0.27091897,"('intolerant', 'tolerant')",-0.0939905,-0.270919,-0.1769285
31,-1.1246433,-1.0432364,"('evil', 'good')",-1.1246433,-1.0432364,0.0814069
32,-0.17911541,-0.4549367,"('unkind', 'kind')",-0.1791154,-0.4549367,-0.2758213
33,-0.37165263,-0.39313033,"('wrong', 'right')",-0.3716526,-0.3931303,-0.0214777
34,0.79929996,0.8040224,"('mean', 'honorable')",0.7993,0.8040224,0.0047224
35,0.3944817,0.37738508,"('corrupt', 'incorrupt')",0.3944817,0.3773851,-0.0170966
36,-0.3738605,-0.35572094,"('hostile', 'amicable')",-0.3738605,-0.3557209,0.0181396
37,0.19219145,0.13746807,"('fake', 'genuine')",0.1921915,0.1374681,-0.0547234
38,-0.8822231,-0.91290766,"('untruthful', 'truthful')",-0.8822231,-0.9129077,-0.0306846
39,0.18708488,0.1318512,"('exploitative', 'cooperative')",0.1870849,0.1318512,-0.0552337
40,-0.9980536,-1.0099981,"('stingy', 'generous')",-0.9980536,-1.0099981,-0.0119445
41,-0.1049276,-0.13097201,"('unforgiving', 'forgiving')",-0.1049276,-0.130972,-0.0260444
42,-0.41864315,-0.40371504,"('unreliable', 'reliable')",-0.4186431,-0.403715,0.0149281
43,-0.97325325,-1.1204686,"('irresponsible', 'responsible')",-0.9732533,-1.1204686,-0.1472153
44,-0.31363583,-0.33859715,"('prejudiced', 'unprejudiced')",-0.3136358,-0.3385971,-0.0249613
45,-0.57941425,-0.61058617,"('incompetent', 'competent')",-0.5794142,-0.6105862,-0.031172
46,-1.1014701,-1.0406297,"('uncompetitive', 'competitive')",-1.1014701,-1.0406297,0.0608404
47,1.6694854,1.5867292,"('stupid', 'smart')",1.6694854,1.5867292,-0.0827562
48,-0.21093991,-0.18888338,"('unintelligent', 'intelligent')",-0.2109399,-0.1888834,0.0220565
49,0.10724512,0.35038677,"('unable', 'able')",0.1072451,0.3503868,0.2431417
50,0.7189542,0.7969687,"('clumsy', 'skillful')",0.7189542,0.7969687,0.0780145
51,-0.02810219,-0.12726901,"('uneducated', 'educated')",-0.0281022,-0.127269,-0.0991668
52,-0.29451185,-0.24338299,"('irrational', 'rational')",-0.2945119,-0.243383,0.0511289
53,-1.1151814,-1.1594577,"('uncreative', 'creative')",-1.1151814,-1.1594577,-0.0442763
54,-0.33013535,-0.40607056,"('incapable', 'capable')",-0.3301353,-0.4060706,-0.0759353
55,0.4282915,0.3750691,"('incompetent', 'clever')",0.4282915,0.3750691,-0.0532224
56,0.076809786,-0.05550927,"('impractical', 'practical')",0.0768098,-0.0555093,-0.1323191
57,-2.0406296,-2.0738916,"('unimaginative', 'imaginative')",-2.0406296,-2.0738916,-0.033262
58,0.2175203,0.21919565,"('undiscriminating', 'discriminating')",0.2175203,0.2191956,0.0016753
59,0.49567348,0.5671461,"('foolish', 'wise')",0.4956735,0.5671461,0.0714726
60,-0.09133501,-0.10858664,"('inefficient', 'efficient')",-0.091335,-0.1085866,-0.0172516
61,-0.21878888,-0.38756368,"('illogical', 'logical')",-0.2187889,-0.3875637,-0.1687748
62,0.307156,0.35559207,"('incompetent', 'brilliant')",0.307156,0.3555921,0.0484361
63,-0.60345006,-0.54914075,"('unperceptive', 'insightful')",-0.6034501,-0.5491408,0.0543093
64,-1.9982129,-2.0287971,"('shy', 'confident')",-1.9982129,-2.0287971,-0.0305842
65,0.32865268,0.18149707,"('insecure', 'secure')",0.3286527,0.1814971,-0.1471556
66,-0.6904013,-0.78465575,"('inactive', 'active')",-0.6904013,-0.7846557,-0.0942544
67,-0.06965268,-0.04911232,"('doubtful', 'determined')",-0.0696527,-0.0491123,0.0205404
68,-0.018897321,0.011220563,"('dependent', 'independent')",-0.0188973,0.0112206,0.0301179
69,0.09077577,0.18485148,"('lazy', 'industrious')",0.0907758,0.1848515,0.0940757
70,-0.6324904,-0.7568024,"('lethargic', 'energetic')",-0.6324904,-0.7568024,-0.124312
71,-0.9558222,-0.87157285,"('diffident', 'self-confident')",-0.9558222,-0.8715729,0.0842493
72,-0.67349505,-0.7093144,"('unambitious', 'ambitious')",-0.6734951,-0.7093144,-0.0358193
73,-0.56943065,-0.558071,"('helpless', 'self-reliant')",-0.5694306,-0.558071,0.0113596
74,-0.07537453,-0.16298519,"('undedicated', 'dedicated')",-0.0753745,-0.1629852,-0.0876107
75,-0.3719424,-0.38020077,"('meek', 'impulsive')",-0.3719424,-0.3802008,-0.0082584
76,0.8518106,0.81242937,"('anxious', 'daring')",0.8518106,0.8124294,-0.0393812
77,-0.8543419,-0.6270329,"('unmotivated', 'motivated')",-0.8543419,-0.6270329,0.227309
78,-0.44717762,-0.16291025,"('nonresilient', 'resilient')",-0.4471776,-0.1629103,0.2842673
79,-0.39489853,-0.40221354,"('wavering', 'unwavering')",-0.3948985,-0.4022135,-0.007315
80,0.4448555,0.49485552,"('dominated', 'dominating')",0.4448555,0.4948555,0.05
81,-0.33488548,-0.45817834,"('submissive', 'aggressive')",-0.3348855,-0.4581783,-0.1232928
82,1.8913532,1.6620715,"('poor', 'rich')",1.8913532,1.6620715,-0.2292817
83,-0.35438606,-0.3690793,"('powerless', 'powerful')",-0.3543861,-0.3690793,-0.0146932
84,0.5325582,0.5769272,"('inferior', 'superior')",0.5325582,0.5769272,0.044369
85,-0.47366518,-0.34183758,"('insignificant', 'prestigious')",-0.4736652,-0.3418376,0.1318276
86,-1.6689937,-1.8162227,"('uninfluential', 'influential')",-1.6689937,-1.8162227,-0.147229
87,0.054034907,0.0812471,"('unsuccessful', 'successful')",0.0540349,0.0812471,0.0272122
88,-0.58680856,-0.6705384,"('low', 'eminent')",-0.5868086,-0.6705384,-0.0837298
