,walgreens_male,walgreens_female,tuple,boots_male,boots_female,alliance_male,alliance_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6213798,-0.61233747,"('unsociable', 'sociable')",0.73319435,0.77645546,1.8630811,1.7689419,-0.11925486,-0.18686435,0.4639102,0.4365489,-0.0273613
1,-1.1049167,-1.0768344,"('unfriendly', 'friendly')",0.7839304,0.83460015,-0.1278118,-0.14410317,2.2225757,2.0358534,0.4434444,0.412379,-0.0310654
2,0.24673039,0.25408205,"('unlikable', 'likable')",-0.5949658,-0.58101505,1.4559295,1.5691158,0.39468244,0.5452391,0.3755941,0.4468555,0.0712614
3,-1.5202874,-1.4084184,"('repellent', 'pleasant')",-1.7175074,-1.456304,0.1401033,0.26864657,-0.010717347,0.06362704,-0.7771022,-0.6331122,0.14399
4,0.6803798,0.67025703,"('disliked', 'liked')",-0.050444547,-0.11660313,-0.8330621,-0.9185914,-6.164538,-6.302337,-1.5919162,-1.6668186,-0.0749024
5,0.4693346,0.4503734,"('distant', 'outgoing')",0.27019933,0.2391197,-1.4115784,-1.3816314,-0.14118624,-0.15534763,-0.2033077,-0.2118715,-0.0085638
6,0.23489055,0.2628795,"('distant', 'open')",-0.28615546,-0.28521547,-1.2420369,-1.1890578,0.5032175,0.45081857,-0.1975211,-0.1901438,0.0073773
7,-0.88297486,-0.8013046,"('insensitive', 'sensitive')",0.06367124,0.2062709,1.030485,1.1476187,0.49966717,0.5664884,0.1777121,0.2797683,0.1020562
8,-0.6731648,-0.6831839,"('unaffectionate', 'affectionate')",0.5070473,0.45832908,-1.0587834,-1.0245585,0.76173985,0.60292464,-0.1157903,-0.1616222,-0.0458319
9,-0.8374196,-0.8386615,"('unaffectionate', 'caring')",0.9431407,0.9092925,-0.36201614,-0.33995545,1.2697831,1.1956159,0.253372,0.2315729,-0.0217991
10,-2.2901573,-2.221174,"('unsympathetic', 'sympathetic')",-0.32553634,-0.17135522,0.8046182,0.9090297,0.1712715,0.14808899,-0.409951,-0.3338526,0.0760984
11,-0.86691713,-0.8350172,"('unhelpful', 'helpful')",0.57268757,0.59509355,1.3470596,1.4135759,2.4655936,2.571676,0.8796059,0.936332,0.0567261
12,-0.34649807,-0.2315816,"('unsupportive', 'supportive')",0.96207553,1.0498898,0.34386322,0.48984712,-1.4894135,-1.4370667,-0.1324932,-0.0322278,0.1002654
13,-0.50930303,-0.4737876,"('impolite', 'polite')",0.39568388,0.4355016,1.47728,1.4095769,-0.3539019,-0.27372193,0.2524397,0.2743922,0.0219525
14,-0.7182816,-0.6969976,"('antisocial', 'social')",1.0894012,1.1450719,1.9500992,1.9378097,-0.64419967,-0.61414,0.4192548,0.442936,0.0236812
15,0.1415231,0.036262248,"('boring', 'funny')",0.62559825,0.493145,0.32266968,0.22404638,0.0011009956,-0.047158685,0.272723,0.1765737,-0.0961493
