,allergan_male,allergan_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.9286751,-0.9884689,"('unsociable', 'sociable')",-0.7097195,-0.7627987,-0.8191973,-0.8756338,-0.0564365
1,-1.3442384,-1.559091,"('unfriendly', 'friendly')",2.464683,2.2171612,0.5602223,0.3290351,-0.2311872
2,0.44065318,0.44180393,"('unlikable', 'likable')",0.24601239,0.28901023,0.3433328,0.3654071,0.0220743
3,-0.5398434,-0.4011751,"('repellent', 'pleasant')",-0.23651904,-0.17811799,-0.3881812,-0.2896466,0.0985346
4,0.555759,0.5010219,"('disliked', 'liked')",-4.204945,-4.0281634,-1.8245931,-1.7635708,0.0610223
5,0.1730262,0.062209573,"('distant', 'outgoing')",0.60196036,0.47236934,0.3874933,0.2672895,-0.1202038
6,0.053674635,-0.059551083,"('distant', 'open')",0.5834078,0.41679695,0.3185412,0.1786229,-0.1399183
7,-0.34182346,-0.28950417,"('insensitive', 'sensitive')",0.8771209,0.89276165,0.2676487,0.3016287,0.03398
8,-0.17333664,-0.32893965,"('unaffectionate', 'affectionate')",1.1667482,0.91350096,0.4967058,0.2922807,-0.2044251
9,-0.52870244,-0.6282589,"('unaffectionate', 'caring')",1.4189016,1.2306637,0.4450996,0.3012024,-0.1438972
10,-1.5662743,-1.5461397,"('unsympathetic', 'sympathetic')",-0.64752185,-0.5813012,-1.1068981,-1.0637205,0.0431776
11,-1.2440085,-1.1222941,"('unhelpful', 'helpful')",0.7414941,0.7554426,-0.2512572,-0.1834257,0.0678315
12,-0.020340962,-0.010736333,"('unsupportive', 'supportive')",-0.88178766,-0.74961555,-0.4510643,-0.3801759,0.0708884
13,-1.0033933,-0.9314174,"('impolite', 'polite')",-1.1582365,-1.006446,-1.0808148,-0.9689317,0.1118831
14,0.2535988,0.37213156,"('antisocial', 'social')",0.45786357,0.653435,0.3557312,0.5127833,0.1570521
15,0.24876465,0.13281478,"('boring', 'funny')",0.018786669,-0.028219257,0.1337757,0.0522978,-0.0814779
16,-0.9154298,-0.8983949,"('unpopular', 'popular')",-0.4644781,-0.52093214,-0.6899539,-0.7096635,-0.0197096
17,-0.11990587,-0.06979026,"('nasty', 'nice')",-1.06353,-1.1409991,-0.5917179,-0.6053947,-0.0136768
18,-0.3317708,-0.239681,"('disagreeable', 'welcoming')",-0.96324795,-0.96751106,-0.6475094,-0.603596,0.0439134
19,-0.93848383,-1.0431381,"('inhospitable', 'hospitable')",-0.047120515,-0.19491911,-0.4928022,-0.6190286,-0.1262264
20,-1.0612568,-0.922236,"('rough', 'thoughtful')",1.0863757,1.0333253,0.0125595,0.0555446,0.0429851
21,-1.4270662,-1.2762682,"('immoral', 'moral')",-1.435197,-1.2927427,-1.4311316,-1.2845055,0.1466261
22,0.16305007,0.09912327,"('untrustworthy', 'trustworthy')",-0.27738273,-0.23063779,-0.0571663,-0.0657573,-0.008591
