,crew_male,crew_female,tuple,average_male,average_female,female-male
0,0.24536324,0.22656336,"('unsociable', 'sociable')",0.2453632,0.2265634,-0.0187998
1,1.2499053,1.1563203,"('unfriendly', 'friendly')",1.2499053,1.1563203,-0.093585
2,0.7201797,0.7932457,"('unlikable', 'likable')",0.7201797,0.7932457,0.073066
3,0.8308522,0.8721726,"('repellent', 'pleasant')",0.8308522,0.8721726,0.0413204
4,-7.418056,-7.508679,"('disliked', 'liked')",-7.418056,-7.5086789,-0.0906229
5,-0.6076833,-0.8361015,"('distant', 'outgoing')",-0.6076833,-0.8361015,-0.2284182
6,-0.26152802,-0.49738848,"('distant', 'open')",-0.261528,-0.4973885,-0.2358605
7,0.73665655,0.76762635,"('insensitive', 'sensitive')",0.7366565,0.7676263,0.0309698
8,1.0288547,1.0522851,"('unaffectionate', 'affectionate')",1.0288547,1.0522851,0.0234304
9,1.7914727,1.9543583,"('unaffectionate', 'caring')",1.7914727,1.9543583,0.1628856
10,1.3517755,1.3899828,"('unsympathetic', 'sympathetic')",1.3517755,1.3899828,0.0382073
11,1.9413526,2.1636865,"('unhelpful', 'helpful')",1.9413526,2.1636865,0.2223339
12,-1.4177419,-1.42975,"('unsupportive', 'supportive')",-1.4177419,-1.42975,-0.0120081
13,0.5005847,0.4528033,"('impolite', 'polite')",0.5005847,0.4528033,-0.0477814
14,-0.38448706,-0.29718265,"('antisocial', 'social')",-0.3844871,-0.2971826,0.0873045
15,0.36226532,0.21619496,"('boring', 'funny')",0.3622653,0.216195,-0.1460703
16,-0.20214707,-0.30978915,"('unpopular', 'popular')",-0.2021471,-0.3097892,-0.1076421
17,-0.34254354,-0.2441808,"('nasty', 'nice')",-0.3425435,-0.2441808,0.0983627
18,-0.7896792,-1.0093309,"('disagreeable', 'welcoming')",-0.7896792,-1.0093309,-0.2196517
19,-0.5632413,-0.5812868,"('inhospitable', 'hospitable')",-0.5632413,-0.5812868,-0.0180455
20,0.7306778,0.47243884,"('rough', 'thoughtful')",0.7306778,0.4724388,-0.258239
21,0.28980285,0.5372949,"('immoral', 'moral')",0.2898028,0.5372949,0.2474921
22,-0.39372438,-0.31884646,"('untrustworthy', 'trustworthy')",-0.3937244,-0.3188465,0.0748779
23,6.4572005,6.6455216,"('insincere', 'sincere')",6.4572005,6.6455216,0.1883211
24,1.829565,1.7823113,"('dishonest', 'honest')",1.829565,1.7823113,-0.0472537
25,0.22722712,0.2288338,"('egoistic', 'altruistic')",0.2272271,0.2288338,0.0016067
26,0.007046446,0.033680726,"('hardhearted', 'benevolent')",0.0070464,0.0336807,0.0266343
27,1.3897717,1.0299287,"('hardhearted', 'softhearted')",1.3897717,1.0299287,-0.359843
28,1.2849388,1.4510314,"('disloyal', 'loyal')",1.2849388,1.4510314,0.1660926
29,-0.37284458,-0.6334458,"('unfair', 'fair')",-0.3728446,-0.6334458,-0.2606012
30,0.7808493,0.9469839,"('intolerant', 'tolerant')",0.7808493,0.9469839,0.1661346
31,-1.6704558,-1.8591642,"('evil', 'good')",-1.6704558,-1.8591642,-0.1887084
32,1.6015946,1.546611,"('unkind', 'kind')",1.6015946,1.546611,-0.0549836
33,-0.2084895,-0.36150688,"('wrong', 'right')",-0.2084895,-0.3615069,-0.1530174
34,4.5997357,4.913772,"('mean', 'honorable')",4.5997357,4.9137721,0.3140364
35,-1.1712976,-1.4692345,"('corrupt', 'incorrupt')",-1.1712976,-1.4692345,-0.2979369
36,-0.84255165,-0.89891255,"('hostile', 'amicable')",-0.8425516,-0.8989125,-0.0563609
37,1.0285604,0.96816146,"('fake', 'genuine')",1.0285604,0.9681615,-0.0603989
38,0.04715222,0.15514192,"('untruthful', 'truthful')",0.0471522,0.1551419,0.1079897
39,-0.21035817,-0.040443692,"('exploitative', 'cooperative')",-0.2103582,-0.0404437,0.1699145
40,-2.0401103,-2.4926383,"('stingy', 'generous')",-2.0401103,-2.4926383,-0.452528
41,0.13531958,0.30084762,"('unforgiving', 'forgiving')",0.1353196,0.3008476,0.165528
42,-2.1084433,-2.318809,"('unreliable', 'reliable')",-2.1084433,-2.318809,-0.2103657
43,1.2584254,1.394039,"('irresponsible', 'responsible')",1.2584254,1.394039,0.1356136
44,-0.9849272,-1.1806079,"('prejudiced', 'unprejudiced')",-0.9849272,-1.1806079,-0.1956807
45,0.43876886,0.3766885,"('incompetent', 'competent')",0.4387689,0.3766885,-0.0620804
46,-0.47412008,-0.34934232,"('uncompetitive', 'competitive')",-0.4741201,-0.3493423,0.1247778
47,5.3940187,5.684618,"('stupid', 'smart')",5.3940187,5.684618,0.2905993
48,0.73409784,0.82794166,"('unintelligent', 'intelligent')",0.7340978,0.8279417,0.0938439
49,0.3553369,0.56894493,"('unable', 'able')",0.3553369,0.5689449,0.213608
50,-0.091410495,-0.22976694,"('clumsy', 'skillful')",-0.0914105,-0.2297669,-0.1383564
51,0.53699315,0.5858749,"('uneducated', 'educated')",0.5369931,0.5858749,0.0488818
52,-0.3039161,-0.52187085,"('irrational', 'rational')",-0.3039161,-0.5218709,-0.2179548
