,host_male,host_female,tuple,hotels_male,hotels_female,&_male,&_female,resorts_male,resorts_female,inc_male,inc_female,average_male,average_female,female-male
0,1.5988804,1.5085213,"('unsociable', 'sociable')",1.3108784,1.1864908,0.12813777,-0.021487588,0.8222778,0.7036595,-0.25035164,-0.3455719,0.7219646,0.6063224,-0.1156422
1,-1.6911936,-1.6871148,"('unfriendly', 'friendly')",0.103531696,0.12553746,-0.30244306,-0.3048895,0.92515624,0.9613691,1.8994452,1.6998011,0.1868993,0.1589407,-0.0279586
2,0.23759745,0.3170454,"('unlikable', 'likable')",1.6776687,1.7785558,1.6964351,1.7693912,2.0933695,2.1239254,1.1369858,1.2028875,1.3684113,1.438361,0.0699497
3,0.5153295,0.61872154,"('repellent', 'pleasant')",0.13291104,0.28541765,-0.382756,-0.27441478,-0.38763732,-0.26391575,0.13050127,0.25460267,0.0016697,0.1240823,0.1224126
4,-2.5861619,-2.5574088,"('disliked', 'liked')",0.2747763,0.2706496,0.092295796,0.04851889,0.80334234,0.8245588,-5.604213,-5.5429626,-1.4039921,-1.3913288,0.0126633
5,-3.2672029,-3.2426143,"('distant', 'outgoing')",0.089538276,0.09546983,0.41459993,0.5172931,1.6219499,1.5964957,0.28121096,0.23750156,-0.1719808,-0.1591708,0.01281
6,-3.0635405,-2.983901,"('distant', 'open')",-0.11029109,-0.09275274,0.3212699,0.4478194,1.3414906,1.337709,0.78944343,0.7035484,-0.1443255,-0.1175154,0.0268101
7,2.117453,2.142395,"('insensitive', 'sensitive')",0.5342778,0.5819009,0.54855305,0.50601053,-0.17392325,-0.12622888,0.7406222,0.70156485,0.7533966,0.7611285,0.0077319
8,-1.4270141,-1.4321024,"('unaffectionate', 'affectionate')",-0.40356207,-0.41015106,-1.0149359,-0.9483339,0.6836446,0.60099906,0.7296902,0.5599729,-0.2864354,-0.3259231,-0.0394877
9,-0.15369175,-0.09008906,"('unaffectionate', 'caring')",0.4057322,0.40734598,-0.5074948,-0.5108346,1.3420889,1.2942241,1.4018902,1.2887958,0.497705,0.4778885,-0.0198165
10,2.4950018,2.4581602,"('unsympathetic', 'sympathetic')",0.0074628107,0.04524033,-1.4388093,-1.5008206,-1.2260643,-1.1828736,-0.28802538,-0.27245846,-0.0900869,-0.0905504,-0.0004635
11,1.6492679,1.6658434,"('unhelpful', 'helpful')",-0.6973399,-0.73763543,-0.16816443,-0.24244028,-0.41337863,-0.4372573,1.8510604,1.8199788,0.4442891,0.4136978,-0.0305913
12,1.9825364,2.0524857,"('unsupportive', 'supportive')",1.2748201,1.3774786,0.40914133,0.48367235,1.1764392,1.1964531,-1.0243437,-0.9697403,0.7637187,0.8280699,0.0643512
13,2.85589,2.8290968,"('impolite', 'polite')",0.8597759,0.7866858,0.15634574,0.018405378,0.29057527,0.20363021,-0.05405859,-0.07929317,0.8217057,0.751705,-0.0700007
14,2.4427094,2.4003153,"('antisocial', 'social')",2.8026977,2.788528,1.1428847,1.0592471,1.3436447,1.3398329,-0.46900558,-0.3536969,1.4525862,1.4468452,-0.005741
15,-0.3668198,-0.49168015,"('boring', 'funny')",-0.26379883,-0.341767,-0.16264635,-0.2244071,-0.38832468,-0.51381403,0.38436714,0.32194403,-0.1594445,-0.2499449,-0.0905004
16,-1.7113279,-1.6184721,"('unpopular', 'popular')",1.28086,1.3077283,0.6317229,0.6453974,2.6698735,2.724646,0.86404204,0.936232,0.7470341,0.7991063,0.0520722
17,-1.5456388,-1.5300345,"('nasty', 'nice')",-0.046494097,0.028524503,-0.59805614,-0.51820225,-0.11267141,-0.058897726,-0.22570173,-0.1535966,-0.5057125,-0.4464413,0.0592712
