,salsa_male,salsa_female,tuple,average_male,average_female,female-male
0,0.52984613,0.4712165,"('unsociable', 'sociable')",0.5298461,0.4712165,-0.0586296
1,0.9007344,0.95151705,"('unfriendly', 'friendly')",0.9007344,0.951517,0.0507826
2,0.14591853,0.28935066,"('unlikable', 'likable')",0.1459185,0.2893507,0.1434322
3,1.1487541,1.2136785,"('repellent', 'pleasant')",1.1487541,1.2136785,0.0649244
4,-7.1433067,-7.330869,"('disliked', 'liked')",-7.1433067,-7.3308692,-0.1875625
5,-0.7298143,-0.65974027,"('distant', 'outgoing')",-0.7298143,-0.6597403,0.070074
6,-0.312388,-0.31400812,"('distant', 'open')",-0.312388,-0.3140081,-0.0016201
7,1.5666866,1.6090606,"('insensitive', 'sensitive')",1.5666866,1.6090606,0.042374
8,0.8154717,0.82184243,"('unaffectionate', 'affectionate')",0.8154717,0.8218424,0.0063707
9,1.0620861,1.1857659,"('unaffectionate', 'caring')",1.0620861,1.1857659,0.1236798
10,1.4253885,1.4522198,"('unsympathetic', 'sympathetic')",1.4253885,1.4522198,0.0268313
11,1.574475,1.6897497,"('unhelpful', 'helpful')",1.574475,1.6897497,0.1152747
12,-1.3651081,-1.2924042,"('unsupportive', 'supportive')",-1.3651081,-1.2924042,0.0727039
13,0.34901512,0.42730352,"('impolite', 'polite')",0.3490151,0.4273035,0.0782884
14,0.5632555,0.4783067,"('antisocial', 'social')",0.5632555,0.4783067,-0.0849488
15,0.52583593,0.4955497,"('boring', 'funny')",0.5258359,0.4955497,-0.0302862
16,-0.76619846,-0.734506,"('unpopular', 'popular')",-0.7661985,-0.734506,0.0316925
17,-0.13011469,-0.16018304,"('nasty', 'nice')",-0.1301147,-0.160183,-0.0300683
18,-0.19940844,-0.14362212,"('disagreeable', 'welcoming')",-0.1994084,-0.1436221,0.0557863
19,-0.9082751,-0.78638166,"('inhospitable', 'hospitable')",-0.9082751,-0.7863817,0.1218934
20,0.64151233,0.49290213,"('rough', 'thoughtful')",0.6415123,0.4929021,-0.1486102
21,0.3070156,0.49207953,"('immoral', 'moral')",0.3070156,0.4920795,0.1850639
22,0.14618485,0.123058215,"('untrustworthy', 'trustworthy')",0.1461848,0.1230582,-0.0231266
23,6.213343,6.468878,"('insincere', 'sincere')",6.2133431,6.4688778,0.2555347
24,1.5686535,1.6168786,"('dishonest', 'honest')",1.5686535,1.6168786,0.0482251
25,0.8243084,0.8221538,"('egoistic', 'altruistic')",0.8243084,0.8221538,-0.0021546
26,0.9624279,0.7439266,"('hardhearted', 'benevolent')",0.9624279,0.7439266,-0.2185013
27,1.727404,1.5665233,"('hardhearted', 'softhearted')",1.727404,1.5665233,-0.1608807
28,1.2399725,1.1147064,"('disloyal', 'loyal')",1.2399725,1.1147064,-0.1252661
29,-0.5933069,-0.7328067,"('unfair', 'fair')",-0.5933069,-0.7328067,-0.1394998
30,1.1023095,1.1720886,"('intolerant', 'tolerant')",1.1023095,1.1720886,0.0697791
31,-1.4692461,-1.5101578,"('evil', 'good')",-1.4692461,-1.5101578,-0.0409117
32,1.1310999,1.0665385,"('unkind', 'kind')",1.1310999,1.0665385,-0.0645614
33,-0.5343096,-0.5413864,"('wrong', 'right')",-0.5343096,-0.5413864,-0.0070768
34,4.1466975,4.509439,"('mean', 'honorable')",4.1466975,4.509439,0.3627415
