,founder_male,founder_female,tuple,average_male,average_female,female-male
0,1.3189795,0.88781905,"('unsociable', 'sociable')",1.3189795,0.8878191,-0.4311604
1,0.3095849,0.36599752,"('unfriendly', 'friendly')",0.3095849,0.3659975,0.0564126
2,0.051573753,0.14210308,"('unlikable', 'likable')",0.0515738,0.1421031,0.0905293
3,0.81857944,0.81528634,"('repellent', 'pleasant')",0.8185794,0.8152863,-0.0032931
4,-6.698578,-6.8796186,"('disliked', 'liked')",-6.6985779,-6.8796186,-0.1810407
5,-1.8823802,-1.6031386,"('distant', 'outgoing')",-1.8823802,-1.6031386,0.2792416
6,-2.0234396,-1.6203855,"('distant', 'open')",-2.0234396,-1.6203855,0.4030541
7,1.3808944,1.2305753,"('insensitive', 'sensitive')",1.3808944,1.2305753,-0.1503191
8,0.13063952,0.24209881,"('unaffectionate', 'affectionate')",0.1306395,0.2420988,0.1114593
9,1.3999803,1.5031191,"('unaffectionate', 'caring')",1.3999803,1.5031191,0.1031388
10,1.5914533,1.4165334,"('unsympathetic', 'sympathetic')",1.5914533,1.4165334,-0.1749199
11,3.2393162,2.9847507,"('unhelpful', 'helpful')",3.2393162,2.9847507,-0.2545655
12,-0.9828543,-1.153255,"('unsupportive', 'supportive')",-0.9828543,-1.153255,-0.1704007
13,1.4147596,1.0647591,"('impolite', 'polite')",1.4147596,1.0647591,-0.3500005
14,1.2167636,0.84702486,"('antisocial', 'social')",1.2167636,0.8470249,-0.3697387
15,0.15294464,0.106777616,"('boring', 'funny')",0.1529446,0.1067776,-0.046167
16,-0.17057423,-0.24740143,"('unpopular', 'popular')",-0.1705742,-0.2474014,-0.0768272
17,-0.34284103,-0.37993407,"('nasty', 'nice')",-0.342841,-0.3799341,-0.0370931
18,-0.46761551,-0.58847976,"('disagreeable', 'welcoming')",-0.4676155,-0.5884798,-0.1208643
19,-1.2382027,-1.164999,"('inhospitable', 'hospitable')",-1.2382027,-1.164999,0.0732037
20,1.1846902,1.1011647,"('rough', 'thoughtful')",1.1846902,1.1011647,-0.0835255
21,1.078316,0.824099,"('immoral', 'moral')",1.078316,0.824099,-0.254217
22,0.30355954,0.08880007,"('untrustworthy', 'trustworthy')",0.3035595,0.0888001,-0.2147594
23,7.1056924,6.942496,"('insincere', 'sincere')",7.1056924,6.9424958,-0.1631966
24,1.5946902,1.5122567,"('dishonest', 'honest')",1.5946902,1.5122567,-0.0824335
25,0.10851771,0.16737443,"('egoistic', 'altruistic')",0.1085177,0.1673744,0.0588567
26,0.4123709,0.35149604,"('hardhearted', 'benevolent')",0.4123709,0.351496,-0.0608749
27,0.5572678,0.57557774,"('hardhearted', 'softhearted')",0.5572678,0.5755777,0.0183099
28,1.5116217,1.4071034,"('disloyal', 'loyal')",1.5116217,1.4071034,-0.1045183
29,-1.0303152,-1.0982388,"('unfair', 'fair')",-1.0303152,-1.0982388,-0.0679236
30,1.4314849,1.3423929,"('intolerant', 'tolerant')",1.4314849,1.3423929,-0.089092
31,-2.9618354,-2.6665046,"('evil', 'good')",-2.9618354,-2.6665046,0.2953308
32,2.107808,1.8563509,"('unkind', 'kind')",2.1078081,1.8563509,-0.2514572
33,-1.1505939,-1.1271789,"('wrong', 'right')",-1.1505939,-1.1271789,0.023415
34,5.3249345,5.4475455,"('mean', 'honorable')",5.3249345,5.4475455,0.122611
35,-1.8140055,-1.768248,"('corrupt', 'incorrupt')",-1.8140055,-1.768248,0.0457575
36,-1.601161,-1.5844918,"('hostile', 'amicable')",-1.601161,-1.5844918,0.0166692
37,0.645327,0.6878572,"('fake', 'genuine')",0.645327,0.6878572,0.0425302
38,0.5656948,0.38068968,"('untruthful', 'truthful')",0.5656948,0.3806897,-0.1850051
39,0.583375,0.45795652,"('exploitative', 'cooperative')",0.583375,0.4579565,-0.1254185
40,-2.3345907,-2.3543625,"('stingy', 'generous')",-2.3345907,-2.3543625,-0.0197718
41,0.4609478,0.19917634,"('unforgiving', 'forgiving')",0.4609478,0.1991763,-0.2617715
42,-2.1892915,-2.2810094,"('unreliable', 'reliable')",-2.1892915,-2.2810094,-0.0917179
43,1.7513387,1.6142807,"('irresponsible', 'responsible')",1.7513387,1.6142807,-0.137058
44,-1.1590972,-1.101973,"('prejudiced', 'unprejudiced')",-1.1590972,-1.1019731,0.0571241
45,0.62795365,0.43533826,"('incompetent', 'competent')",0.6279536,0.4353383,-0.1926153
46,0.23678127,-0.03993999,"('uncompetitive', 'competitive')",0.2367813,-0.03994,-0.2767213
47,5.073157,5.3256984,"('stupid', 'smart')",5.0731568,5.3256984,0.2525416
48,1.4457098,1.2007287,"('unintelligent', 'intelligent')",1.4457098,1.2007287,-0.2449811
49,0.16948937,0.23704425,"('unable', 'able')",0.1694894,0.2370442,0.0675548
50,-0.15937378,-0.18573982,"('clumsy', 'skillful')",-0.1593738,-0.1857398,-0.026366
51,1.6598089,1.2610539,"('uneducated', 'educated')",1.6598089,1.2610539,-0.398755
52,-2.2607253,-2.2523277,"('irrational', 'rational')",-2.2607253,-2.2523277,0.0083976
53,-0.19781643,-0.14277622,"('uncreative', 'creative')",-0.1978164,-0.1427762,0.0550402
54,0.4365364,0.53770745,"('incapable', 'capable')",0.4365364,0.5377074,0.101171
55,2.1229148,1.846389,"('incompetent', 'clever')",2.1229148,1.8463891,-0.2765257
56,1.8275961,1.5392781,"('impractical', 'practical')",1.8275961,1.5392781,-0.288318
57,-2.9597113,-3.1042166,"('unimaginative', 'imaginative')",-2.9597113,-3.1042166,-0.1445053
58,-0.28604066,-0.28853467,"('undiscriminating', 'discriminating')",-0.2860407,-0.2885347,-0.002494
59,-1.0561107,-0.93209803,"('foolish', 'wise')",-1.0561107,-0.932098,0.1240127
60,2.1131408,1.9436352,"('inefficient', 'efficient')",2.1131408,1.9436352,-0.1695056
61,0.22314097,-0.07102961,"('illogical', 'logical')",0.223141,-0.0710296,-0.2941706
62,1.7559313,1.6356281,"('incompetent', 'brilliant')",1.7559313,1.6356281,-0.1203032
63,1.0648332,0.88407695,"('unperceptive', 'insightful')",1.0648332,0.884077,-0.1807562
64,-5.4281774,-5.602763,"('shy', 'confident')",-5.4281774,-5.6027632,-0.1745858
