,kb_male,kb_female,tuple,home_male,home_female,average_male,average_female,female-male
0,3.549461,3.608256,"('unsociable', 'sociable')",1.1723427,1.1924356,2.3609018,2.4003458,0.039444
1,-1.2131578,-1.3162118,"('unfriendly', 'friendly')",1.369169,1.2483741,0.0780056,-0.0339189,-0.1119245
2,0.5692885,0.5104237,"('unlikable', 'likable')",-0.04224103,0.019856982,0.2635237,0.2651404,0.0016167
3,1.821591,1.8699414,"('repellent', 'pleasant')",0.18208376,0.1783132,1.0018374,1.0241272,0.0222898
4,-1.7972914,-2.0577698,"('disliked', 'liked')",-6.85333,-6.7091074,-4.3253107,-4.3834386,-0.0581279
5,-3.6029913,-3.7627516,"('distant', 'outgoing')",-0.9473419,-1.0139987,-2.2751665,-2.3883753,-0.1132088
6,-4.4481716,-4.6084795,"('distant', 'open')",-0.44431567,-0.5188221,-2.4462438,-2.5636508,-0.117407
7,3.2532144,3.5514393,"('insensitive', 'sensitive')",1.7104238,1.8755972,2.4818192,2.7135181,0.2316989
8,-0.7925286,-0.9198612,"('unaffectionate', 'affectionate')",0.6780753,0.5715407,-0.0572267,-0.1741602,-0.1169335
9,0.5672824,0.5641804,"('unaffectionate', 'caring')",1.5463338,1.5117688,1.0568081,1.0379746,-0.0188335
10,4.0509367,4.3051405,"('unsympathetic', 'sympathetic')",0.37560105,0.57422924,2.2132688,2.4396849,0.2264161
11,3.0175643,3.2119665,"('unhelpful', 'helpful')",2.1095502,2.1287177,2.5635571,2.670342,0.1067849
12,3.0917678,3.2821527,"('unsupportive', 'supportive')",-1.0035207,-0.77751184,1.0441235,1.2523204,0.2081969
13,2.6970189,2.9225836,"('impolite', 'polite')",0.25443915,0.30459327,1.475729,1.6135885,0.1378595
14,3.6866217,3.8334517,"('antisocial', 'social')",0.9377736,1.0352632,2.3121977,2.4343574,0.1221597
15,0.37200436,0.25869977,"('boring', 'funny')",0.2929876,0.17671952,0.332496,0.2177096,-0.1147864
16,-1.8471024,-1.9438121,"('unpopular', 'popular')",0.40807348,0.3259759,-0.7195145,-0.8089181,-0.0894036
